Text,Stemming,True Label,Predicted Label,Correct;;
@xapAAApax @pagarkewarasan @tempodotco @prabowo Ente sendiri yg bilang bussiness plan pengelolaan nya memang beda. Y jelas treatment nya ga bisa disamakan. Seperti naik sepeda di jalan turunan dan tanjakan. Akan beda metode satunya d rem yg lain di gas. Jd jangan berharap menyamakan kontrol antara temasek dan danantara,ente yg bilang bussiness plan kelola nya beda y treatment nya ga sama sepeda jalan turun tanjak beda metode satu d rem yg gas jd harap sama kontrol temasek danantara,0,0,True;;
@tang__kira setujuu kelola aja oleh danantara tapi rakyatnya biar beralih ke pom lain wkwk,setujuu kelola aja danantara rakyat biar alih pom wkwk,0,0,True;;
@JedTeguh03 Presiden Prabowo percaya sama Danantara jadi makin semangat buat terus berinovasi,presiden prabowo percaya danantara semangat inovasi,1,1,True;;
Dengan Danantara pembangunan negeri semakin terarah dan penuh inovasi. Bersama kita maju! #DanantaraBangunNegeri https://t.co/Z7y94R1Qyp,danantara bangun negeri arah penuh inovasi maju danantarabangunnegeri,1,1,True;;
Sebanyak 21 dokumen kesepakatan ditandatangani ditunjukkan dan diumumkan di hadapan Presiden RI Prabowo Subianto dan Presiden Prancis Emmanuel Macron usai mereka melakukan pertemuan bilateral di Istana Merdeka Jakarta. ~LL #Macron #Danantara https://t.co/6QVVSQyreJ,21 dokumen sepakat ditandatangani umum hadap presiden ri prabowo subianto presiden prancis emmanuel macron temu bilateral istana merdeka jakarta ll macron danantara,2,2,True;;
@antikorupsi bedanya danantara sma proyek korupny lainny danantara udh ketahuan bakal korup sbelum dibuat wkwkwk,beda danantara sma proyek korupny lainny danantara udh tahu korup sbelum wkwkwk,0,0,True;;
@thedufresne Netizen juga gak suka efisiensi MBG basi Danantara tapi digas aja. Tol udah dibangun. Listrik katanya surplus dan masih niat bangun PLTU lagi. Tax holiday juga udah berkali2. Semua di jaman Jokowi. Industrialisasinya mana?,netizen gak suka efisiensi mbg basi danantara gas aja tol udah bangun listrik surplus niat bangun pltu tax holiday udah berkali2 jaman jokowi industrialisasinya,0,0,True;;
@FrediRandi4 Presiden Prabowo terus kasih inspirasi dengan gebrakan Joint Fund bersama Danantara masa depan Indonesia pasti lebih baik,presiden prabowo kasih inspirasi gebrak joint fund danantara indonesia,1,1,True;;
Danantara mengoptimalkan pengelolaan aset negara untuk mempercepat pertumbuhan ekonomi #DukungDanantara https://t.co/TuxIFmpp9S,danantara optimal kelola aset negara cepat tumbuh ekonomi dukungdanantara,1,1,True;;
@SimbokeSarah Pikir dgn akal sehat..! Danantara murni jebakan kelompok extremis kapitalis. Ada utang dan bunga yg jatuh tempo Q1 2025. Isu nasionalisme yg dipertanyakan oleh petinggi kepada rakyat yg kritis. Penggarong sdh menggunakan perusahaan cangkang di negara bebas pajak. ASU KABEH.,pikir dgn akal sehat danantara murni jebak kelompok extremis kapitalis utang bunga yg jatuh tempo q1 2025 isu nasionalisme yg petinggi rakyat yg kritis garong sdh usaha cangkang negara bebas pajak asu kabeh,0,0,True;;
@JedTeguh03 Salut buat Presiden Prabowo yang selalu notice karya anak bangsa kaya Danantara,salut presiden prabowo notice karya anak bangsa kaya danantara,1,1,True;;
@FrediRandi4 Harapan buat masa depan Indonesia makin nyata semenjak Presiden Prabowo dorong Joint Fund Danantara,harap indonesia nyata semenjak presiden prabowo dorong joint fund danantara,1,1,True;;
@FrediRandi4 Hebat banget Presiden Prabowo bisa wujudkan kolaborasi Danantara x global lewat Joint Fund Rp 67 5 triliun,hebat banget presiden prabowo wujud kolaborasi danantara x global joint fund rp 67 5 triliun,1,1,True;;
Danantara adalah energi baru untuk Indonesia yang lebih baik. Saatnya kita dukung bersama! #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/FBnyUJVwg7,danantara energi indonesia dukung danantara bpidanantara manfaatdanantara dukungdanantara,1,1,True;;
@tempodotco Hahaha...rasanya ini pengalihan isu DANANTARA....kerugiannya bombastis...silahkan hitung dengan benar dulu,hahaharasanya alih isu danantarakerugiannya bombastissilahkan hitung,0,0,True;;
ini serius apa cuma mau nutupin danantara si???,serius nutupin danantara si,0,0,True;;
@ronitoxid karena mau buat tandingan danantara,tanding danantara,2,2,True;;
@FrediRandi4 Capaian Joint Fund Rp 67 5 T makin nunjukin Presiden Prabowo berhasil bawa Danantara dan global ke level baru,capai joint fund rp 67 5 t nunjukin presiden prabowo hasil bawa danantara global level,1,1,True;;
Jgn too naive laah.. lihat 100 hari kerja ada yg terobosan dari regime baru? Dia itu meneruskan Jokowi sampe bilang Hdup Jokowi di depan kader²nya. Trus membungkuk ke Jokoei di acara launching Danantara. Emang siapa Jokowi sampe hrs sehormat itu. Sudahi sj ya. Kita lihat nanti,jgn too naive laah lihat 100 kerja yg terobos regime terus jokowi sampe bilang hdup jokowi kader trus bungkuk jokoei acara launching danantara emang jokowi sampe hrs hormat sudah sj ya lihat,0,0,True;;
@aromapetrikorr Danantara konek kesitu.,danantara konek kesitu,2,2,True;;
+(62) EMANG KEREN SIH... Demonstrasi PHK kabinet super gemuk dollar meroket rupiah anjlok Danantara UU TNI/Polri tiket pesawat ugal-ugalan bagi-bagi jabatan aneka macam pajak sita aset kendaraan &amp; rumah warisan dan masih buaaanyak lagi....dan PUBLIK PUN PUAS! #Ngik https://t.co/QtuvAOaCZk,62 emang keren sih demonstrasi phk kabinet super gemuk dollar roket rupiah anjlok danantara uu tnipolri tiket pesawat ugalugalan bagibagi jabat aneka pajak sita aset kendara rumah waris buaaanyak lagidan publik puas ngik,0,0,True;
@Maulana90458814 @NarasiNewsroom ELIT DANANTARA G MAU BAWA BOROK PERTAMINA MGKN.. BUMN KAN SDH ADA DIDANANTARA .. JADI DIBERESIN SKRG .. NANTI BIKIN MASALAH BARU LAGI ,elit danantara g bawa borok pertamina mgkn bumn sdh didanantara resin skrg bikin,0,0,True;;
@tekarok007 NGAPAIN PERCAYA KE DANANTARA? PENGURUS DANANTARA KRONI REZIM SEMUA. LAGI KUMPULIN DUIT BUAT PILPRES 2029. HILIH KINTIL,ngapain percaya danantara urus danantara kroni rezim kumpulin duit pilpres 2029 hilih kintil,0,0,True;;
@JedTeguh03 Presiden Prabowo tunjukkan keberpihakan ke Danantara bangga deh,presiden prabowo tunjuk pihak danantara bangga deh,1,1,True;;
@KangManto123 Partner an sama jokowi mana mau tukang kibul yg ada itu bule jadi kambing hitam KLO danantara gak beres.,partner an jokowi tukang kibul yg bule kambing hitam klo danantara gak beres,0,0,True;;
@GenZNusantara Salut dengan transparansi BPI Danantara yang jaga kepercayaan publik,salut transparansi bpi danantara jaga percaya publik,1,1,True;;
Danantara Bisa Jadi Katalisator Peningkatan Investasi Badan Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara) dapat menjadi katalisator peningkatan investasi di Indonesia. https://t.co/w2OHhzy90C https://t.co/WymgJPoenV,danantara katalisator tingkat investasi badan kelola investasi bpi daya anagata nusantara danantara katalisator tingkat investasi indonesia,1,1,True;;
Heboh DANANTARA kita.. Terbitlah penangkapan yg bikin geger.. Kasus besar harus ditutupi sama yg lebih besar.. Bener g?,heboh danantara terbit tangkap yg bikin geger tutup yg bener g,0,0,True;;
@FrediRandi4 Presiden Prabowo bawa angin segar lewat Joint Fund Danantara bikin semangat baru buat kita semua,presiden prabowo bawa angin segar joint fund danantara bikin semangat,1,1,True;;
@Jateng_Twit Danantara.. nasib nasib.,danantara nasib nasib,0,0,True;;
Kita telah ditipu oleh Pertamina. Danantara?? Sepertinya akan jadi jebakan dan tipuan lain di masa depan untuk kita semua.,tipu pertamina danantara jebak tipu,0,0,True;;
@GenZNusantara Dengan IHSG menguat investor seperti dapat angin segar. Kita harus ngasih kredit ke Danantara dan RUPST Himbara buat hasil positifnya,ihsg kuat investor angin segar ngasih kredit danantara rupst himbara hasil positif,1,1,True;;
@redthyrashaa @profesor_saham @redthyrashaa @profesor_saham Wah pertanyaan yang menarik nih! Aku coba kasih analisa soal kenapa Ray Dalio mundur dari tim penasehat Danantara ya. Tapi karena ga ada statement resmi dari Dalio atau Danantara soal alasan pastinya aku bakal kasih spekulasi berdasarkan,tarik nih coba kasih analisa ray dalio mundur tim nasehat danantara ya ga statement resmi dalio danantara alas pasti kasih spekulasi dasar,2,2,True;;
@FrediRandi4 Vibes positif dari Presiden Prabowo makin terasa karena Joint Fund Danantara segede Rp 67 5 Triliun bakal wujudkan banyak harapan,vibes positif presiden prabowo joint fund danantara gede rp 67 5 triliun wujud harap,1,1,True;;
hi slight insider info here garuda rugi karena dirut dan jajaran isinya titipan partai semua seisi flight attendant ngerasain juga dampak utamanya adalah stok makanan/minuman di dalam pesawat dan juga urusan penambahan armada diatur danantara tl;dr most likely dikorupsi ,hi slight insider info here garuda rugi dirut jajar isi titip partai isi flight attendant ngerasain dampak utama stok makananminuman pesawat urus tambah armada atur danantara tldr most likely korupsi,0,0,True;
@BudiBukanIntel Om gak komando turun lagi nih buat kasus penipuan Pertamina Ama keberatan ada danantara.,om gak komando turun nih tipu pertamina ama berat danantara,0,0,True;;
@Ary_PrasKe2 @Anak__Ogi @AntoniusCDN @becak50 @ch_chotimah2 @jhonsitorus_19 @kenhans03 @newIding30 @NgkongRoses @PakKarti @S4N_W1B1 Danantara akan dijual ke China. Indonesia bukan siapa-siapa. https://t.co/wCUlCEA8Um,danantara jual china indonesia siapasiapa,0,0,True;;
Investasi yang dikelola Danantara akan mendukung pertumbuhan industri dan usaha baru yang berdampak pada lapangan kerja baru. #Fakta #BPIDanantara #EkonomiKuat #TerusTerang https://t.co/VCILkuHMDj,investasi kelola danantara dukung tumbuh industri usaha dampak lapang kerja fakta bpidanantara ekonomikuat terusterang,1,1,True;;
@JedTeguh03 Bangga punya pemimpin kayak Presiden Prabowo yang support Danantara dengan sepenuh hati,bangga pimpin kayak presiden prabowo support danantara sepenuh hati,1,1,True;;
gokil! Smoga Danantara sukses dorong energi bersih https://t.co/2DdG5OdRgG,gokil smoga danantara sukses dorong energi bersih,1,1,True;;
Dari danantara Indonesia Mendunia #Danantara #investasimaju #Investasiuntuknegeri #indonesiaemas #dukungdanantara #indonesiaemas2045 https://t.co/E73C3zeu4s,danantara indonesia dunia danantara investasimaju investasiuntuknegeri indonesiaemas dukungdanantara indonesiaemas2045,1,1,True;;
@JedTeguh03 Bangga banget sama Presiden Prabowo yang percaya sama Danantara harapan baru buat generasi muda,bangga banget presiden prabowo percaya danantara harap generasi muda,1,1,True;;
@reaareaa__ Salah satu nilai plus Presiden Prabowo itu selalu angkat Danantara ke level baru,salah nilai plus presiden prabowo angkat danantara level,1,1,True;;
@reaareaa__ Dukungannya Presiden Prabowo ke Danantara itu wujud nyata komitmen buat majukan negeri,dukung presiden prabowo danantara wujud nyata komitmen maju negeri,1,1,True;;
@GenZNusantara IHSG makin menguat bikin pasar jadi tambah optimis. Semua ini berkat kejelasan dan hasil positif dari RUPST Himbara dan Danantara,ihsg kuat bikin pasar optimis berkat jelas hasil positif rupst himbara danantara,1,1,True;;
BPI Danantara adalah fatamorgana ekonomi: simulakrum nasionalisme yang bahkan gagal menjadi simulakrum meyakinkan. Ketika Prabowo berteriak kemandirian bangsa kita hanya mendengar gema kekosongan visi dan kelemahan karakternya. [8/14] https://t.co/19DXBsMDZw,bpi danantara fatamorgana ekonomi simulakrum nasionalisme gagal simulakrum prabowo teriak mandiri bangsa dengar gema kosong visi lemah karakter 814,1,1,True;;
Danantara dapat dukungan global https://t.co/ROKKYwAlPl,danantara dukung global,1,1,True;;
@reaareaa__ Presiden Prabowo ngasih harapan buat pelaku industri digital dengan support ke Danantara,presiden prabowo ngasih harap laku industri digital support danantara,1,1,True;;
@kompascom Selamat pak timing rilis beritanya pas banget buat redam berita danantara dan indonesia gelap. Oh iya kalo mau bersihin sampe ke pejabat2 di belakangnya ya!,selamat timing rilis berita pas banget redam berita danantara indonesia gelap oh iya kalo bersihin sampe pejabat2 belakang ya,0,0,True;;
Danantara siap support,danantara support,1,1,True;;
@ebe_ganzo @KangManto123 Utk org Indonesia... Pasti taulah dgn pertanyaan ada apa itu oom Si Ray ini biarpun org hebat tp mungkin buta pengetahuan ttg Indonesia Kalo dia kenal Indonesia pasti sejak awal dia ga akan mau gabung danantara ,utk org indonesia tau dgn oom si ray biarpun org hebat tp buta tahu ttg indonesia kalo kenal indonesia ga gabung danantara,0,0,True;;
@GenZNusantara Siap jadi yang terdepan dalam pertumbuhan dan keberlanjutan ekonomi dengan BPI Danantara. Let's go Indonesia!,depan tumbuh lanjut ekonomi bpi danantara lets go indonesia,1,1,True;;
@GenZNusantara Prabowo dan BPI Danantara pimpin revolusi ekonomi dengan perhatian pada keberlanjutan,prabowo bpi danantara pimpin revolusi ekonomi perhati lanjut,1,1,True;;
@JedTeguh03 Suka banget liat Presiden Prabowo kasih perhatian ke Danantara keren maksimal,suka banget liat presiden prabowo kasih perhati danantara keren maksimal,1,1,True;;
@magenfoxyta @ARSIPAJA justru danantara bubar pengelolaan BUMN balik ke kementrian BUMN,danantara bubar kelola bumn tri bumn,0,0,True;;
Masa depan energi Indonesia makin cerah! BPI Danantara ajak investasi asing untuk energi terbarukan. Transisi energi bersih ketahanan nasional kuat. #EnergiBersih #InvestasiHijau #DanantaraMaju https://t.co/rDIpLYl0bp,energi indonesia cerah bpi danantara ajak investasi asing energi baru transisi energi bersih tahan nasional kuat energibersih investasihijau danantaramaju,1,1,True;;
Presiden RI Prabowo Subianto menyatakan sejumlah kebijakan strategis pemerintah yang baru diluncurkan mulai dari Badan Pengelola Investasi Danantara hingga Bank Emas merupakan ikhtiar menuju kemandirian ekonomi. https://t.co/Gutu2YqGV0,presiden ri prabowo subianto bijak strategis perintah luncur badan kelola investasi danantara bank emas ikhtiar mandiri ekonomi,1,1,True;;
@FrediRandi4 Progres luar biasa Joint Fund Rp 67 5 T jadi buktikan visi besar Presiden Prabowo bareng Danantara makin connect global,progres joint fund rp 67 5 t bukti visi presiden prabowo bareng danantara connect global,1,1,True;;
@AdjieSanPutro Yang utama itu danantara yang bakal jadi ladang korup atau bagi bagi jabatan TNI atau judol yang mereka bedayakan buat kantong pribadi atau masih banyak yang lain yang lebih penting daripada ijazah ga jelas,utama danantara ladang korup jabat tni judol bedaya kantong pribadi ijazah ga,0,0,True;;
@redcarott Peresmian danantara,resmi danantara,2,2,True;;
@mahimahitai @damemirelle @elodielivreau Bisa-bisanya negara lagi darurat danantara dan mega korupsi kuadriliun masih ada utas beginian,bisabisanya negara darurat danantara mega korupsi kuadriliun utas,0,0,True;;
Danantara pastikan nilai manfaat aset negara terus meningkat. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/NsCBbuAoTc,danantara pasti nilai manfaat aset negara tingkat bpidanantara pembangunannasional sektorstrategis,1,1,True;;
@reaareaa__ Dukungan Presiden Prabowo ke Danantara bawa angin segar buat industri digital tanah air,dukung presiden prabowo danantara bawa angin segar industri digital tanah air,1,1,True;;
@zarryhendrik Asing mulu lu zar..itu asing dan koruptor malah di danantara.. Negara tolol,asing mulu lu zaritu asing koruptor danantara negara tolol,0,0,True;;
@JedTeguh03 Dukungan Presiden Prabowo ke Danantara bikin prospeknya makin cerah keren nih,dukung presiden prabowo danantara bikin prospek cerah keren nih,1,1,True;;
@akbarfaizal68 @erickthohir Si Erik dah dapat jatah di danantara,si erik dah jatah danantara,0,0,True;;
dengan penduduk yg krisis integeritas bagaimana bisa gue percaya Danantara ga akan berakhir seperti Jiwasraya? Apalagi dengan perks Danantara yg gabisa di audit padahal dananya super jumbo. Pertamina aja dimainin sama dirut yakali SWF dianggurin?,duduk yg krisis integeritas gue percaya danantara ga jiwasraya perks danantara yg gabisa audit dana super jumbo pertamina aja dimainin dirut yakali swf dianggurin,0,0,True;;
Dengan strategi investasi yang terarah transparan dan birokrasi yang efisien Danantara mendorong pertumbuhan ekonomi berkelanjutan #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/albaDWEs1m,strategi investasi arah transparan birokrasi efisien danantara dorong tumbuh ekonomi lanjut investasistrategis ekonomitumbuh indonesiamaju,1,1,True;;
Program ini bekerja sama dengan pemerintah komunitas lokal dan berbagai organisasi untuk menciptakan dampak yang lebih luas dan berkelanjutan. #DanantaraBangunNegeri #Danantara https://t.co/r5IrXnhO5X,program perintah komunitas lokal organisasi cipta dampak luas lanjut danantarabangunnegeri danantara,1,1,True;;
@GenZNusantara Pasar bangkit berkat penguatan IHSG. Kinerja positif dari RUPST Himbara dan Danantara berkontribusi,pasar bangkit berkat kuat ihsg kerja positif rupst himbara danantara kontribusi,1,1,True;;
Terdengar bahwa komunikasi antara beliau dan pihak Danantara masih terjalin meskipun keterlibatan dalam struktur resmi tampaknya tidak menjadi pilihan saat ini bagi beliau. ,dengar komunikasi beliau danantara jalin libat struktur resmi pilih beliau,0,0,True;;
@yaniarsim @Shell Jangan pindah entar danantara dapat duit darimana ,pindah entar danantara duit darimana,0,0,True;;
@GenZNusantara Sinergi positif dari BPI Danantara mengguncang dunia investasi yuk bergabung!,sinergi positif bpi danantara guncang dunia investasi yuk gabung,1,1,True;;
@novearthe Abis ngobrol sama paksu hampir 80% pejabat direksi sebuah bumn telekomunikasi out setelah RUPS dan setelah bumn ini masuk danantara. Antara udh tau bakal ga beres atau dpt pressure target gak ngotak wkwkwk,abis ngobrol paksu 80 jabat direksi bumn telekomunikasi out rups bumn masuk danantara udh tau ga beres dpt pressure target gak ngotak wkwkwk,0,0,True;;
Modal nya Danantara dari sita aset koruptor aja. Tapi UU nya belum ada ya,modal nya danantara sita aset koruptor aja uu nya ya,0,0,True;;
Wekekekekeke Masih penasasaran bagaimana #Danantara nanti beroperasi bin jalan disaat semua aset BUMN sudah tergadaikan semua. Apakah akan gunakan layering berlapis untuk kapitalisasi aset supaya menjadi kinclong dimana investor (kalau investornya buta plus kacamata hitam),wekekekekeke penasasaran danantara operasi bin jalan saat aset bumn gadai layering lap kapital aset kinclong mana investor investor buta plus kacamata hitam,0,0,True;;
hebat sih Danantara potensial bawa kemajuan energi terbarukan https://t.co/SOr34Mr5Iy,hebat sih danantara potensial bawa maju energi baru,1,1,True;;
@GenZNusantara Demi Indonesia lebih baik BPI Danantara beri dorongan buat hemat energi dan industrialisasi,indonesia bpi danantara dorong hemat energi industrialisasi,1,1,True;;
Joint Fund Rp 67 5 Triliun Rupiah cerminkan kepercayaan dunia pada Presiden Prabowo melalui Kerjasama Danantara. #DanantaraUntukIndonesia https://t.co/uW7NZ2e47C,joint fund rp 67 5 triliun rupiah cermin percaya dunia presiden prabowo kerjasama danantara danantarauntukindonesia,1,1,True;;
@dheppylovelly Masyarakat Indonesia siap kawal transparansi Danantara biar hasilnya benar-benar menguntungkan,masyarakat indonesia kawal transparansi danantara biar hasil benarbenar untung,1,1,True;;
@PartaiSocmed Yakin dan telitilah.. Maka sebentar lagi akan muncul kasus sipil yg viral sebagai smokescreen atas kisruh Danantara dan Kisruh Pertamina tersebut.,teliti sebentar muncul sipil yg viral smokescreen kisruh danantara kisruh pertamina,0,0,True;;
@GenZNusantara Penguatan IHSG jadi sinyal baik buat pasar. Kontribusi dari Danantara dan hasil RUPST Himbara sangat keren,kuat ihsg sinyal pasar kontribusi danantara hasil rupst himbara keren,1,1,True;;
Sebagai Badan Pengelola Investasi Danantara mengelola aset strategis untuk memperkuat masa depan ekonomi Indonesia. Investasi kami berfokus pada sektor vital. #Danantara #InvestasiNasional #BPIDanantara https://t.co/42rall10v2,badan kelola investasi danantara kelola aset strategis kuat ekonomi indonesia investasi fokus sektor vital danantara investasinasional bpidanantara,1,1,True;;
Danantara hadir dorong investasi strategis dan pertumbuhan ekonomi jangka panjang #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/qagM9qolJu,danantara hadir dorong investasi strategis tumbuh ekonomi jangka investasistrategis ekonomitumbuh indonesiamaju,1,1,True;;
@FrediRandi4 Optimisme makin kuat Joint Fund Rp 67 5 T contoh berani dari Presiden Prabowo yang diikuti Danantara bareng global,optimisme kuat joint fund rp 67 5 t contoh berani presiden prabowo ikut danantara bareng global,1,1,True;;
@ern_e_five @prabowo Orang-orang mungkin berkata kasar kepada Presiden Prabowo karena ketidakpuasan terhadap kebijakannya seperti pemotongan anggaran $19 miliar untuk dana Danantara dan program makan gratis serta kontroversi masa lalunya terkait dugaan pelanggaran HAM. Protes Dark Indonesia sejak,orangorang kasar presiden prabowo ketidakpuasan bijak potong anggar 19 miliar dana danantara program makan gratis kontroversi lalu kait duga langgar ham protes dark indonesia,0,0,True;;
@GenZNusantara BPI Danantara siap bikin kita bangga jadi bagian dari transformasi ekonomi,bpi danantara bikin bangga transformasi ekonomi,1,1,True;;
@JedTeguh03 Keren banget Presidennya mau terlibat langsung dukung Danantara,keren banget presiden libat langsung dukung danantara,1,1,True;;
TERBUKTI: mengandalken harga saham AZA ga bakal AMAN apalage NYAMAN: saham DANANTARA jlas mase TERGUNCANG: banyak PR mesti dikerjakan: tapi PR bwat Komodo CUAN BY JO 1-2-5 dah dikerjakan: Rasio Total CUTE 9 saham per 27 Maret 2025 at 24 Februari 2025 dah POSIT1f: yuk SGRA,bukti mengandalken harga saham aza ga aman apalage nyaman saham danantara jlas mase guncang pr mesti pr bwat komodo cuan by jo 125 dah rasio total cute 9 saham 27 maret 2025 at 24 februari 2025 dah posit1f yuk sgra,0,0,True;;
Danantara akan bangun 35 mega proyek hasil efisiensi anggaran #DanantaraBangunNegeri https://t.co/ZqeJvKx5N8,danantara bangun 35 mega proyek hasil efisiensi anggar danantarabangunnegeri,1,1,True;;
@dheppylovelly Dengan Danantara investasi kita bisa lebih maju dan aman. Yuk dukung transparansi! ,danantara investasi maju aman yuk dukung transparansi,1,1,True;;
@thelakeshadow Kolaborasi global butuh stabilitas kayak yang Danantara tunjukkan.,kolaborasi global butuh stabilitas kayak danantara tunjuk,1,1,True;;
@reaareaa__ Langkah Presiden Prabowo mendukung Danantara patut diapresiasi ini baru pemimpin yang visioner,langkah presiden prabowo dukung danantara patut apresiasi pimpin visioner,1,1,True;;
@OposisiCerdas Kalo kabinet tetap gemuk tapi isinya gak bermutu dan danantara pejabatnya pd bermasalah indonesia bakal lenyap tahun ini,kalo kabinet gemuk isi gak mutu danantara jabat pd masalah indonesia lenyap,0,0,True;;
@moodtimeline Calon komisari danantara,calon komisar danantara,2,2,True;;
Danantara sebuah konsep ambisius sebagai superholding BUMN telah memicu perdebatan luas terkait potensi dan tantangannya. Dengan nilai aset yang luar biasa Rp9.400 triliun tujuan utamanya adalah meningkatkan efisiensi dan daya saing BUMN di level global. Jika terealisasi https://t.co/9EuGwvtkt6,danantara konsep ambisius superholding bumn picu debat luas kait potensi tantang nilai aset rp9400 triliun tuju utama tingkat efisiensi daya saing bumn level global realisasi,2,2,True;;
Danantara Menjadi Langlah Besar Dalam Menciptakan sisten manajemen aset yang lebih transparan efisien dan berdampak bagi pembangunan nasional #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/NdSPuuHBOv,danantara lang cipta sisten manajemen aset transparan efisien dampak bangun nasional danantara bpidanantara manfaatdanantara dukungdanantara,1,1,True;;
eh tpi asdp tu bumn bukan? klo iya mesti abis ini yg ngelola jadi danantara yok bumn apalagi abis ini yg kena kasus korup disappointed but not surprised wkwk,eh tpi asdp tu bumn klo iya mesti abis yg ngelola danantara yok bumn abis yg kena korup disappointed but not surprised wkwk,0,0,True;;
@DS_yantie Token danantara lgsg ambruk ,token danantara lgsg ambruk,0,0,True;;
@ispaimo @sandalista1789 Tapi hari ini ada pernyataan pertamina nih soal danantara Pokoknya mah yg dijadiin pertimbangan harus dibongkar atau tidaknya suatu kasus itu ga jauh-jauh dari pengalihan isu sandera politik atau belokin rakyat utk dukung keputusan pemerintah. Gak ada yg murni buat rakyat https://t.co/4appcTUOBA,nyata pertamina nih danantara pokok mah yg dijadiin timbang bongkar tidak ga jauhjauh alih isu sandera politik belokin rakyat utk dukung putus perintah gak yg murni rakyat,0,0,True;;
@tempodotco Masukin saja ke danantara prabowo brothers &amp; co.,masukin danantara prabowo brothers co,0,0,True;
@FrediRandi4 Masa depan Indonesia makin cerah Joint Fund bareng Danantara adalah mimpi besar Presiden Prabowo yang jadi kenyataan,indonesia cerah joint fund bareng danantara mimpi presiden prabowo nyata,1,1,True;;
@dheppylovelly Di balik dukungan masyarakat ada harapan besar agar Danantara berjalan dengan jujur dan terbuka,dukung masyarakat harap danantara jalan jujur buka,1,1,True;;
@reaareaa__ Dukungan nyata Presiden Prabowo ke Danantara bikin tambah yakin sama visi beliau,dukung nyata presiden prabowo danantara bikin visi beliau,1,1,True;;
@reaareaa__ Presiden Prabowo layak dicontoh soal kepedulian sama kemajuan Danantara,presiden prabowo layak contoh peduli maju danantara,1,1,True;;
@taegurl_ @sasamicinbumbu @tanyakanrl Ohhh sy kira saldonya bakal kekuras gitu ke danantara mana belum dipindahin lagi,ohhh sy saldo kuras gitu danantara dipindahin,0,0,True;;
@JedTeguh03 Kalau Presiden Prabowo aja support Danantara ga ada alasan buat ragu lagi,presiden prabowo aja support danantara ga alas ragu,1,1,True;;
@reaareaa__ Prestasi Danantara semakin keren berkat dukungan Presiden Prabowo yang selalu support,prestasi danantara keren berkat dukung presiden prabowo support,1,1,True;;
@reaareaa__ Dengan kekuatan support Presiden Prabowo Danantara punya masa depan cerah,kuat support presiden prabowo danantara cerah,1,1,True;;
Danantara menjadi motor penggerak ekonomi digital Indonesia memperkuat pondasi masa depan dengan teknologi yang inklusif dan memberdayakan. Melalui integrasi layanan keuangan dan digitalisasi sektor https://t.co/PcrmddnrSp,danantara motor gerak ekonomi digital indonesia kuat pondasi teknologi inklusif daya integrasi layan uang digitalisasi sektor,1,1,True;;
@JedTeguh03 Salut sama cara Presiden Prabowo bantu Danantara buat maju bareng,salut presiden prabowo bantu danantara maju bareng,1,1,True;;
@Ary_PrasKe2 @Anak__Ogi @AntoniusCDN @becak50 @ch_chotimah2 @jhonsitorus_19 @kenhans03 @newIding30 @NgkongRoses @PakKarti @S4N_W1B1 Tujuan utama pendirian Danantara Supaya ada bahan tweak Di tweak dikit dah beda artinya padahal maksudnya sih sama aja ,tuju utama diri danantara bahan tweak tweak dikit dah beda maksud sih aja,0,0,True;;
kasus pertamina buat nutupin danantara kah?,pertamina nutupin danantara kah,0,0,True;;
semangat buat tim Danantara dan Jalan Baru keren abis https://t.co/byQlP56WJt,semangat tim danantara jalan keren abis,1,1,True;;
@kegblgnunfaedh Ayooo kita tunjukkan kemampun kita kpd pemerintah bgstt ini. Ayo kita buat danantara hancurr. Kita sbg rakyat tdk dianggap opini tdk didengar dan bahkan 'diusir' dr negara ini. Entah mau jd apa negara ini klo kita tdk nunjukin keberadaan dan power sbg satu as rakyat indo.,ayooo tunjuk kemam kpd perintah bgstt ayo danantara hancurr sbg rakyat tdk anggap opini tdk dengar usir dr negara jd negara klo tdk nunjukin ada power sbg as rakyat indo,0,0,True;;
Siapa Ray Dalio yang Dikabarkan Mundur dari Penasihat Danantara? Investor Legendaris AS yang Bisa Ramal Negara Bangkrut https://t.co/lb84HVHM3F,ray dalio kabar mundur nasihat danantara investor legendaris as ramal negara bangkrut,2,2,True;;
@Piyusaja2 @aniesbaswedan mereka lagi main negara-negaraan. dibelakang layar berbagi duit konsesi tambang kebun migas proyek danantara dst sampai ,main negaranegaraan belakang layar bagi duit konsesi tambang kebun migas proyek danantara dst,0,0,True;;
Target Investasi Strategis Danantara: Mendorong Ekonomi Indonesia Maju #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/hBwzujRpYA,target investasi strategis danantara dorong ekonomi indonesia maju investasistrategis ekonomitumbuh indonesiamaju,1,1,True;;
