Text,Stemming,True Label,Predicted Label,Correct
@reaareaa__ Presiden Prabowo support Danantara bukti nyata pemimpin yang mendukung inovasi,presiden prabowo support danantara bukti nyata pimpin dukung inovasi,1,1,True
@V3g3L @prabowo terima kasih pertamina danantara..,terima kasih pertamina danantara,0,0,True
@profesor_saham Dalio males ngadepin danantara yg ngeyel pengen suntik garuda wkwkwkwkwkw,dalio males ngadepin danantara yg ngeyel ken suntik garuda wkwkwkwkwkw,0,0,True
@prastow Mau bilang akibat danantara effect takut disalahin ya om ,bilang akibat danantara effect takut disalahin ya om,0,0,True
@GenZNusantara Prabowo jalani visi transformasi dengan dukungan BPI Danantara,prabowo jalan visi transformasi dukung bpi danantara,1,1,True
@FrediRandi4 Langkah kolaboratif Presiden Prabowo lewat Joint Fund Danantara layak banget diapresiasi,langkah kolaboratif presiden prabowo joint fund danantara layak banget apresiasi,1,1,True
Transparan strategis dan berdampak. Itulah pendekatan Danantara dalam mendukung kemajuan ekonomi Indonesia! #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/nW8pepMF33,transparan strategis dampak dekat danantara dukung maju ekonomi indonesia investasistrategis ekonomitumbuh indonesiamaju,1,1,True
Menuju masa depan ekonomi Indonesia yang tangguh dan berdaya saing! Danantara hadir sebagai pengelola investasi strategis negara fokus pada sektor unggulan seperti energi hijau teknologi dan industri hilirisasi. #Danantara #InvestasiNasional #BPIDanantara https://t.co/0iceTjBDBS,ekonomi indonesia tangguh daya saing danantara hadir kelola investasi strategis negara fokus sektor unggul energi hijau teknologi industri hilir danantara investasinasional bpidanantara,1,1,True
@FrediRandi4 Presiden Prabowo terus kasih inspirasi dengan gebrakan Joint Fund bersama Danantara masa depan Indonesia pasti lebih baik,presiden prabowo kasih inspirasi gebrak joint fund danantara indonesia,1,1,True
@FrediRandi4 Optimisme makin kuat Joint Fund Rp 67 5 T contoh berani dari Presiden Prabowo yang diikuti Danantara bareng global,optimisme kuat joint fund rp 67 5 t contoh berani presiden prabowo ikut danantara bareng global,1,1,True
@Cetepbebek @bakuldimsum_ Ditambah dalio sptnya tidak suka pada susunan danantara yg hanya mengambil bedasarkan relasi bukan karna profesional tulen,tambah dalio sptnya suka susun danantara yg ambil bedasarkan relasi karna profesional tulen,0,0,True
keren banget Danantara dpt dukung ekonomi naik https://t.co/KToKxVDKqd,keren banget danantara dpt dukung ekonomi,1,1,True
@Balola72 @xquitavee ralat Danantara dari deviden BUMN ga ada hubungan ama potongan anggaran dan efisiensi. Yg terpengaruh dari danantara itu adalah penerimaan negara bukan pajak yg akan masuk ke danantara. Dan kyaknya pengusaha bakal dikejar2 pajak lagi krn penerimaan negara pindah kantong :(,ralat danantara deviden bumn ga hubung ama potong anggar efisiensi yg pengaruh danantara terima negara pajak yg masuk danantara kyaknya usaha dikejar2 pajak krn terima negara pindah kantong,0,0,True
DANANTARA: PANDUAN UNTUK ORANG IDIOT | PORTAL ISLAM https://t.co/Wx5NmkufLB BACA KALAU SEMPAT ATAU PUNYA KUOTA. ,danantara pandu orang idiot portal islam baca kuota,0,0,True
@reaareaa__ Dukungan Presiden Prabowo ke Danantara bikin kita semua bangga dan termotivasi,dukung presiden prabowo danantara bikin bangga motivasi,1,1,True
Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian Danantara Acap berkata kasar dan mengucapkan Ndasmu Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis Oke Gas menuju kemenangan Eid Mubarak,maaf transparan buat ruu tni salah diri danantara acap kasar ndasmu iring salam hangat penuh raga makan gizi gratis oke gas menang eid mubarak,0,0,True
Danantara membuka jalan untuk masa depan yang lebih kuat dan bermanfaat. Ayo dukung! #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/JVCajAJIL6,danantara buka jalan kuat manfaat ayo dukung danantara bpidanantara manfaatdanantara dukungdanantara,1,1,True
Kurang lebih beginilah nasib danantara nantinya,nasib danantara,0,0,True
@kenhans03 negara tugi trs tar lagi paylit jir.. trs isu danantara gmn?,negara tugi trs tar paylit jir trs isu danantara gmn,0,0,True
@kenhans03 TETEP BAHAS DANANTARA YA GES YA ANEH BANGET ABIS DANANTARA RESMI MALAH MUNCUL BERITA GINIAN BANYAK,tetep bahas danantara ya ges ya aneh banget abis danantara resmi muncul berita ginian,0,0,True
@JedTeguh03 Apresiasi penuh buat Presiden Prabowo yang konsisten support Danantara tanpa ragu,apresiasi penuh presiden prabowo konsisten support danantara ragu,1,1,True
@msaid_didu Udah dikumpulin penanggungjawabnya masuk danantara tinggal serius apa nggaknya kl nggak ya efeknya ke danantara dan bener 2030 bubar,udah dikumpulin penanggungjawabnya masuk danantara tinggal serius nggaknya kl nggak ya efek danantara bener 2030 bubar,0,0,True
Danantara merupakan Badan Pengelola Investasi yang mengonsolidasikan dan mengelola aset strategis negara. Danantara bertujuan memperkuat pertumbuhan ekonomi nasional melalui investasi di sektor-sektor prioritas seperti energi terbarukan #Danantara #InvestasiNasional #BPIDanantara https://t.co/BPew4czJyf,danantara badan kelola investasi konsolidasi kelola aset strategis negara danantara tuju kuat tumbuh ekonomi nasional investasi sektorsektor prioritas energi baru danantara investasinasional bpidanantara,1,1,True
@JedTeguh03 Keren banget Presiden Prabowo concern sama pertumbuhan Danantara,keren banget presiden prabowo concern tumbuh danantara,1,1,True
@GenZNusantara BPI Danantara membawa semangat perubahan positif di sektor investasi dan ekonomi,bpi danantara bawa semangat ubah positif sektor investasi ekonomi,1,1,True
@ndorokakung orderan dari keluarga Sjahrir nih kayaknya... Danantara biar lancar ?,order keluarga sjahrir nih kayak danantara biar lancar,0,0,True
"@ARSIPAJA suudzon duitny buat mbg &amp; danantara,suudzon duitny mbg danantara,0,0,True"
salut banget buat Danantara sukses bawa perubahan https://t.co/D7VcmQzGLw,salut banget danantara sukses bawa ubah,1,1,True
@GenZNusantara Transformasi ekonomi Indonesia dimulai dengan langkah berani dari BPI Danantara. Optimis bisa!,transformasi ekonomi indonesia langkah berani bpi danantara optimis,1,1,True
@JedTeguh03 Dengan dukungan dari Presiden Prabowo Danantara makin pede melangkah,dukung presiden prabowo danantara pede lang,1,1,True
 Danantara adalah bukti bahwa Indonesia siap bersaing di panggung global! Ayo kita dukung pengelolaan investasi yang bertanggung jawab dan berpihak pada rakyat. Masa depan cerah ada di tangan kita! #DanantaraBangkit https://t.co/WA5NTlh4J3,danantara bukti indonesia saing panggung global ayo dukung kelola investasi tanggung pihak rakyat cerah tangan danantarabangkit,1,1,True
Melibatkan banyak pihak Danantara inisiasi presiden prabowo akan ada pengawasan yg sangat ketat sesuai pembangunan ekonomi #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia https://t.co/F5ENAojg3h,libat danantara inisiasi presiden prabowo awas yg ketat sesuai bangun ekonomi berita danantara presidenprabowo investasi tepatsolutifindonesia,1,1,True
@CakKhum SBY DIAJAK BERGAGUNG TENTU DG SUAP YG TINGGI KRN SBY DIANGGAP BERSIH KRN AIBNYA SDH MENGUAP DAN DIA DIAJAK OLH PENJAHAT NKRI BAJINGAN TOLOL JOKOWI PKI AGAR PENERIMAAN RAKYAT THD DANANTARA LBH KUAT !!,sby ajak bergagung dg suap yg krn sby anggap bersih krn aib sdh uap ajak olh jahat nkri bajing tolol jokowi pki terima rakyat thd danantara lbh kuat,0,0,True
 lu bantu asing buat ngaduk NKRI presidennya saat menunjuk pengurus danantara: #TolakRUUPolri #CabutUUTNI https://t.co/kHlhBa6M9x,lu bantu asing ngaduk nkri presiden urus danantara tolakruupolri cabutuutni,0,0,True
Danantara bukan sekadar badan investasi tapi pilar masa depan ekonomi Indonesia. Konsolidasi aset akselerasi pembangunan! #Danantara #BPIDanantara #InvestasiNasional https://t.co/orKx97nVAe,danantara badan investasi pilar ekonomi indonesia konsolidasi aset akselerasi bangun danantara bpidanantara investasinasional,1,1,True
@JedTeguh03 Presiden Prabowo sekali lagi buktiin diri sebagai pemimpin yang mendukung karya anak bangsa kayak Danantara,presiden prabowo buktiin pimpin dukung karya anak bangsa kayak danantara,1,1,True
@KangManto123 Karena tau orang2 di danantara gak bisa dinasehatin ,tau orang2 danantara gak dinasehatin,0,0,True
@yaniarsim @Shell Tolong @Shell banyakin pom bensin di Indonesia. Kita kagak percaya Pertamina apalagi Superholding Danantara,tolong banyakin pom bensin indonesia kagak percaya pertamina superholding danantara,0,0,True
@GenZNusantara Suasana pasar bersemangat IHSG mendaki! Perubahan positif dari Danantara dan RUPST Himbara menjanjikan harapan,suasana pasar semangat ihsg daki ubah positif danantara rupst himbara janji harap,1,1,True
SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian Danantara Â¥ï¸ Acap berkata kasar dan mengucapkan Ndasmuu Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H #CabutUUTNI,sorry yeeee maaf transparan buat ruu tni salah diri danantara acap kasar ndasmuu oke gas menang selamat raya idul fitri 1446 h cabutuutni,0,0,True
Penyelenggaraan Danantara bukan sekadar administratif tapi strategi ekonomi jangka panjang. #StrategiEkonomiBaru https://t.co/SjLVE7hCHI,selenggara danantara administratif strategi ekonomi jangka strategiekonomibaru,1,1,True
@JedTeguh03 Support Presiden Prabowo ke Danantara itu bentuk nyata cinta tanah air,support presiden prabowo danantara bentuk nyata cinta tanah air,1,1,True
Tujuan Danantara Meningkatkan Kesejahteraan Nasional https://t.co/LJ1cIF7Ru4,tuju danantara tingkat sejahtera nasional,1,1,True
@reaareaa__ Seneng banget Presiden Prabowo support Danantara pergerakan dunia digital langsung terasa,neng banget presiden prabowo support danantara gera dunia digital langsung,1,1,True
Membuka Pintu Kemajuan dengan Investasi Strategis Danantara: Danantara membuka peluang investasi yang luas menciptakan ekosistem yang kondusif untuk bisnis dan inovasi demi pertumbuhan ekonomi yang berkelanjutan. #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/slaxPPpEDd,buka pintu maju investasi strategis danantara danantara buka peluang investasi luas cipta ekosistem kondusif bisnis inovasi tumbuh ekonomi lanjut investasistrategis ekonomitumbuh indonesiamaju,1,1,True
Kas negara kosong tapi bisa ngelantik 48 menteri dan lima pejabat setingkat menteri serta 56 wamen. Belum lagi staf-staf 'ahli'nya yg ga jelas keahliannya apa. Oh iya juga bakal ada danantara yg jumlah pengurusnya seabrek.,kas negara kosong ngelantik 48 menteri jabat tingkat menteri 56 wamen stafstaf ahli yg ga ahli oh iya danantara yg urus abrek,0,0,True
@dheppylovelly Kalau semua bersatu investasi Danantara juga pasti jaya! Ayo dukung,satu investasi danantara jaya ayo dukung,1,1,True
@GenZNusantara Hebat! Dengan BPI Danantara ekonomi kita bergerak maju ke arah yang lebih hijau dan berkelanjutan,hebat bpi danantara ekonomi gerak maju arah hijau lanjut,1,1,True
ekonomi makin kinclong berkat Danantara https://t.co/h1M2rv0INi,ekonomi kinclong berkat danantara,1,1,True
Dengan Danantara Indonesia memasuki babak baru ekonomi nasional yang lebih resilien dan progresif. #Danantara #KerjaSamaDanantara #DukungDanantara #InvestasiDanantara https://t.co/IAD0EHHynN,danantara indonesia pasuk babak ekonomi nasional resilien progresif danantara kerjasamadanantara dukungdanantara investasidanantara,1,1,True
@reaareaa__ Seneng banget Presiden Prabowo kasih support ke Danantara digitalisasi makin greget,neng banget presiden prabowo kasih support danantara digitalisasi greget,1,1,True
@nyai_bawi Danantara untuk kemajuan Indonesia,danantara maju indonesia,1,1,True
@tijabar Negara kita sangat menghargai para koruptor buktinya tuh mantan koruptor jadi petinggi Danantara. Jadi hhmmm cuma omon omon pemberantasan korupsi waduk kerud ,negara harga koruptor bukti tuh mantan koruptor petinggi danantara hhmmm omon omon berantas korupsi waduk kerud,0,0,True
sumpah indonesia kacau bgt bgt mulai dari efisiensi danantara korupsi terus saham jd jeblok bgttt pulihnya kapan ya #IndonesiaGelap #gws,sumpah indonesia kacau bgt bgt efisiensi danantara korupsi saham jd jeblok bgttt pulih ya indonesiagelap gws,0,0,True
@GenZNusantara Energi baru peluang baru! BPI Danantara siap dorong inovasi dan investasi berkelanjutan,energi peluang bpi danantara dorong inovasi investasi lanjut,1,1,True
Dengan jumlah UMKM di Indonesia yang udah lebih dari 65 juta kenapa pemerintah ga lebih fokus ke mereka dulu aja ya dibanding bikin Danantara? Usaha usaha skala mikro gini tuh kalo dikembangin bisa jadi alat ampuh buat dorong pertumbuhan PDB tapi mungkin mereka ga kepikiran ,umkm indonesia udah 65 juta perintah ga fokus aja ya banding bikin danantara usaha usaha skala mikro gin tuh kalo dikembangin alat ampuh dorong tumbuh pdb ga pikir,0,0,True
@GenZNusantara Optimis banget lihat strategi BPI Danantara untuk tarik investasi dan pertumbuhan ekonomi,optimis banget lihat strategi bpi danantara tarik investasi tumbuh ekonomi,1,1,True
@GenZNusantara Danantara dan RUPST Himbara tingkatkan kepercayaan! IHSG menguat investor makin percaya diri,danantara rupst himbara tingkat percaya ihsg kuat investor percaya,1,1,True
Dan poof! tenggelam lah pemberitaan (+ kontroversi) Danantara. Apalagi bank emas itu blas gak masuk diskusi publik. Padahal gw penasaran banget sama skema bank emas itu. London OTC SGE bahkan bursa emas Yahudi konservatif di NYC itu jelas skemanya. Bank emas kita ini gmn? https://t.co/33wbIfuVVt,poof tenggelam berita kontroversi danantara bank emas blas gak masuk diskusi publik gw penasaran banget skema bank emas london otc sge bursa emas yahudi konservatif nyc skema bank emas gmn,0,0,True
@romoatheist @prabowo @kemendagri @KPK_RI @bpkri Ini para ternak mukidi dan PS lagi di suruh serang pejabat PDI P habis dapat bayaran.semua serang.tapi goblok dia yang jadi tikus sama kavlingan laut pada diem.danantara jelas sangat merugikan rakyat pada diem kan asuuu.cocoxt buzer mukidi dan PS kaya asuuu maling teriak maling,ternak mukidi ps suruh serang jabat pdi p habis bayaransemua serangtapi goblok tikus kavlingan laut diemdanantara rugi rakyat diem asuuucocoxt buzer mukidi ps kaya asuuu maling teriak maling,0,0,True
@reaareaa__ Presiden Prabowo emang ngerti banget pentingnya inovasi makanya dukung Danantara buat terus maju,presiden prabowo emang ngerti banget inovasi dukung danantara maju,1,1,True
Bergerak dengan pengawasan yg sangat ketat Danantara inisiasi Presiden Prabowo melibatkan banyak pihak dalam proses pengawasan nya #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia https://t.co/6uuZtGTW8c,gerak awas yg ketat danantara inisiasi presiden prabowo libat proses awas nya berita danantara presidenprabowo investasi tepatsolutifindonesia,1,1,True
@dheppylovelly Danantara transparan itu menjanjikan! Yuk kita dukung bareng,danantara transparan janji yuk dukung bareng,1,1,True
@JedTeguh03 Seneng liat Presiden Prabowo turun langsung dukung Danantara pengayom banget,neng liat presiden prabowo turun langsung dukung danantara ayom banget,1,1,True
@GenZNusantara Danantara dan Himbara kasih semangat baru! IHSG naik investor berani ambil langkah,danantara himbara kasih semangat ihsg investor berani ambil langkah,1,1,True
@reaareaa__ Kegiatan Presiden Prabowo yang selalu dukung Danantara layak dicontoh pemimpin lain,giat presiden prabowo dukung danantara layak contoh pimpin,1,1,True
@fajarnugros Yg saya sayangkan kenapa pak beye mendukung prog Danantara dan menjadi bagian di dalamnya. Lalu soal diamnya pak beye juga masuknya Joko W ke dalam Danantara jg. Wisdom is not just abt himself but how he can use it in his capacity to remind what's wrong.,yg sayang beye dukung prog danantara dalam diam beye masuk joko w danantara jg wisdom is not just abt himself but how he can use it in his capacity to remind whats wrong,0,0,True
Mari kembangkan potensi nasional lewat strategi Danantara bangun Indonesia dengan cara kekinian #DanantaraBangunNegeri Danantara Terpercaya,mari kembang potensi nasional strategi danantara bangun indonesia kini danantarabangunnegeri danantara percaya,1,1,True
memiliki peran penting dalam rangka membawa Indonesia menyongsong ekonomi baru yang semakin resilien. #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/XAAlX5Lt2j,milik peran rangka bawa indonesia songsong ekonomi resilien danantara kerjasamadanantara investasidanantara dukungdanantara,1,1,True
Energi teknologi dan industri jadi fokus Danantara! Langkah nyata memperkuat ekonomi nasional lewat investasi cerdas. #Danantara #InvestasiNasional #BPIDanantara https://t.co/5f8Rx8bHv1,energi teknologi industri fokus danantara langkah nyata kuat ekonomi nasional investasi cerdas danantara investasinasional bpidanantara,1,1,True
@idextratime Tinggal nunggu korupsi danantara aja nih.,tinggal nunggu korupsi danantara aja nih,0,0,True
@JedTeguh03 Happy banget liat Presiden Prabowo kasih semangat buat Danantara,happy banget liat presiden prabowo kasih semangat danantara,1,1,True
@FrediRandi4 Presiden Prabowo hadirkan harapan baru lewat Joint Fund Rp 67 5 T kolaborasi Danantara global inspirasi generasi muda,presiden prabowo hadir harap joint fund rp 67 5 t kolaborasi danantara global inspirasi generasi muda,1,1,True
@GenZNusantara Inisiatif BPI Danantara memberikan harapan baru untuk banyak pihak lets back them!,inisiatif bpi danantara harap lets back them,1,1,True
Rekam jejak Blair di berbagai proyek global tidak lepas dari konflik kepentingan. Ia pernah dikritik karena keterlibatannya dalam kebijakan yang menguntungkan korporasi besar. Apakah keterlibatannya di Danantara akan membawa keuntungan untuk rakyat? Atau memperkuat oligarki?,rekam jejak blair proyek global lepas konflik penting kritik libat bijak untung korporasi libat danantara bawa untung rakyat kuat oligarki,0,0,True
@reaareaa__ Hebat sekali Presiden Prabowo berani support Danantara tunjukkan jiwa kepemimpinan,hebat presiden prabowo berani support danantara tunjuk jiwa pimpin,1,1,True
@ceavinrufus SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara Teriring salam yang dapat memenuhi raga seperti Makan Bergizi Gratis Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H ï¸,sorry yeeee maaf transparan buat ruu tni salah diri danantara iring salam penuh raga makan gizi gratis oke gas menang selamat raya idul fitri 1446 h,0,0,True
@GenZNusantara Dengan tata kelola yang baik BPI Danantara bawa kita ke arah investasi yang menguntungkan dan berkelanjutan,tata kelola bpi danantara bawa arah investasi untung lanjut,1,1,True
Mantap! ketat pengawaan Danantara untuk pembangunan ekonomi 8% inisiatif Presiden Prabowo #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia @KemenBUMN @TelkomIndonesia https://t.co/H8TZnjWLOe,mantap ketat awa danantara bangun ekonomi 8 inisiatif presiden prabowo berita danantara presidenprabowo investasi tepatsolutifindonesia,1,1,True
@reaareaa__ Dukungannya Prabowo ke Danantara bikin kita makin semangat ciptain karya baru,dukung prabowo danantara bikin semangat ciptain karya,1,1,True
@GenZNusantara Apresiasi untuk BPI Danantara yang fokus keberlanjutan dan investasi cerdas,apresiasi bpi danantara fokus lanjut investasi cerdas,1,1,True
@CakKhum kalian kocak kenapa kalian justru nge-tag jurnalis asing ? kalian + Danantara tuh akhirnya sama2 kelihatan bego trus kita suruh percaya kalian ? #bengek #mahasiswabotol #mahasiswakocak #mahasiswakatrok #mahasiswabebek ,kocak ngetag jurnalis asing danantara tuh sama2 bego trus suruh percaya bengek mahasiswabotol mahasiswakocak mahasiswakatrok mahasiswabebek,0,0,True
@tempodotco 1. Memuja Mulyono 2. Ternak buzzer botak 3. Danantara 4. Banyaklah,1 puja mulyono 2 ternak buzzer botak 3 danantara 4 banyak,0,0,True
@asep_suryawan @tempodotco Prabowo seperti menyerah kepada Jokowi sang penipu ulung ini. Bahkan menjadikan Jokowi dan SBY sebagai Pengawas Danantara terus nanti yg berani mengaudit Danantara siapa? #JokowiPawangPrabowo #DanantaraKonspirasiJahat https://t.co/uDYIo3XVl6,prabowo serah jokowi sang tipu ulung jadi jokowi sby awas danantara yg berani audit danantara jokowipawangprabowo danantarakonspirasijahat,0,0,True
@JetVeetlev pengalihan isu danantara 193T ga ada apa apanya dibanding 14000T,alih isu danantara 193t ga apa banding 14000t,0,0,True
Didik J Rachbini: Danantara itu Ide yang Bagus https://t.co/IEOdXQTWZw,didik j rachbini danantara ide bagus,1,1,True
Danantara Kunci Kemandirian Ekonomi Indonesia #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/jjWsJvNHUA,danantara kunci mandiri ekonomi indonesia danantara kerjasamadanantara investasidanantara dukungdanantara,1,1,True
@FrediRandi4 Danantara global sukses ajak kolaborasi besar berkat support Presiden Prabowo lewat Joint Fund Rp 67 5 triliun,danantara global sukses ajak kolaborasi berkat support presiden prabowo joint fund rp 67 5 triliun,1,1,True
@FrediRandi4 Berkat Presiden Prabowo Joint Fund Danantara jadi jembatan kemajuan Indonesia ke dunia,berkat presiden prabowo joint fund danantara jembatan maju indonesia dunia,1,1,True
@JedTeguh03 Tim Danantara pasti tambah semangat karena didukung Presiden Prabowo,tim danantara semangat dukung presiden prabowo,1,1,True
Presiden Prabowo dukung Telkom wujudkan kontribusi lewat Danantara. #TelkomSetorDanantara https://t.co/iKjauRIRu2,presiden prabowo dukung telkom wujud kontribusi danantara telkomsetordanantara,1,1,True
Kerjannya cuma mbg danantara ai hilirsasi,kerjannya mbg danantara ai hilirsasi,0,0,True
SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian DANANTARA berkata kasar dan mengucapkan NDASMU Salam yang memenuhi raga seperti Makan Bergizi Gratis OkeGas menuju kemenangan Selamat Hari Raya Idul Fitri 1446H/2025,sorry yeeee maaf transparan buat ruu tni salah diri danantara kasar ndasmu salam penuh raga makan gizi gratis okegas menang selamat raya idul fitri 1446h2025,0,0,True
Kita kurang menyadari betapa hebatnya presiden @prabowo mencetak uang lewat swasembada pangan dan energi. Uang itu akan kembali kepada rakyat Indonesia. Fungsi Danantara? Billgate ke Indonesia. Semua cara presiden untuk mencetak uang @erickthohir @DPR_RI @bengkeldodo @nrarmour https://t.co/FzRBhZT6FM,sadar betapa hebat presiden cetak uang swasembada pangan energi uang rakyat indonesia fungsi danantara billgate indonesia presiden cetak uang,1,1,True
@reaareaa__ Presiden Prabowo bener-bener peka pentingnya inovasi kayak Danantara buat masa depan negeri,presiden prabowo benerbener peka inovasi kayak danantara negeri,1,1,True
@DS_yantie Mosok minta tambahan modal ke pemerintah dan negara katanya di cover danantara...,mosok tambah modal perintah negara cover danantara,0,0,True
Ekonom Dr. Ichsanuddin Noorsy Bongkar Borok Danantara: Cuma Jadi Ajang Rebutan Duit. Prabowo tak perlu sesumbar mengejar koruptor ke Antartika koruptor di depan mata banyak sekali. Bahlil Pertamax Pertalite Pertamina SPBU RON 92 https://t.co/aVorNRh5J1,ekonom dr ichsanuddin noorsy bongkar borok danantara ajang rebut duit prabowo sesumbar kejar koruptor antartika koruptor mata bahlil pertamax pertalite pertamina spbu ron 92,0,0,True
@thelank3 @KhuzaimiEm19733 @blisonny Smoga danantara dikelola scr profesional walau gk yakin krn anggotanya berhubungan dg politik. Proses seleksinya gk transparan sekelas badan yg kelola ribuan T tp seperti lngsung tunjuk . Beda dg temasek,smoga danantara kelola scr profesional gk krn anggota hubung dg politik proses seleksi gk transparan kelas badan yg kelola ribu t tp lngsung beda dg temasek,0,0,True
@Jalankaki2002 @Widino gegara danantara orang berbondong' pindah ke bank swasta. gegara bbm oplosan berbondong' pula pindah merek. swasta gak perlu bikin promosi ngalahin monopoli plat merah. customer nya sendiri yg pindah krn pembiaran yg lama preman-preman dasi-an.,gegara danantara orang bondong pindah bank swasta gegara bbm oplos bondong pindah merek swasta gak bikin promosi ngalahin monopoli plat merah customer nya yg pindah krn biar yg premanpreman dasi,0,0,True
@txtdrimedia Danantara mewujudkan ekonomi Indonesia kuat dan mandiri #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/8XVA92VSVV,danantara wujud ekonomi indonesia kuat mandiri bpidanantara pembangunannasional sektorstrategis,1,1,True
@reaareaa__ Dukungan penuh dari Presiden Prabowo buat Danantara jadi penyemangat baru inovator muda,dukung penuh presiden prabowo danantara semangat inovator muda,1,1,True
@reaareaa__ Dukungan Presiden Prabowo buat Danantara bikin optimisme bertumbuh di industri kreatif,dukung presiden prabowo danantara bikin optimisme tumbuh industri kreatif,1,1,True
@Metro_TV Wah semoga dengan adanya BPI Danantara bisa bantu tingkatkan investasi di Indo ya biar makin maju dan berkembang!,moga bpi danantara bantu tingkat investasi indo ya biar maju kembang,1,1,True
@GenZNusantara Pasar ceria! IHSG lesat berkat kasi inspirasi kejelasan Danantara dan RUPST Himbara yang positif,pasar ceria ihsg lesat berkat kasi inspirasi jelas danantara rupst himbara positif,1,1,True
@GenZNusantara Prabowo luncurkan BPI Danantara harapan baru bagi transisi energi dan pertumbuhan ekonomi kita!,prabowo luncur bpi danantara harap transisi energi tumbuh ekonomi,1,1,True
@GenZNusantara Dengan BPI Danantara kita melangkah lebih dekat ke masa depan ekonomi yang lebih kuat,bpi danantara lang ekonomi kuat,1,1,True
BPI Danantara membuka peluang investasi asing di sektor energi terbarukan https://t.co/uILlnaStCb,bpi danantara buka peluang investasi asing sektor energi baru,1,1,True
akhirnya gue mutusin utk ubah tabungan jd emas LM gegara danantara. sisa sbn ritel yg masih on going. buat liquid cash simpan gaji 3 bln kerja ga usah byk2 sorry yee walaupun uang nasabah ga dipakai tp investasi nya bisa dikorup. gue udah hopeless. negara apa sih ini??,gue mutusin utk ubah tabung jd emas lm gegara danantara sisa sbn ritel yg on going liquid cash simpan gaji 3 bln kerja ga byk2 sorry yee uang nasabah ga pakai tp investasi nya korup gue udah hopeless negara sih,0,0,True
@reaareaa__ Bangga Presiden Prabowo bisa apresiasi kerja keras tim Danantara,bangga presiden prabowo apresiasi kerja keras tim danantara,1,1,True
@JedTeguh03 Presiden Prabowo bikin bangga selalu prioritaskan kemajuan Danantara,presiden prabowo bikin bangga prioritas maju danantara,1,1,True
Kehadiran danantara sebagai sebuah solusi bagi BUMN. #DanantaraMasaDepanIndonesia #danantaraindonesia #Danantara https://t.co/PkVek1tmqD,hadir danantara solusi bumn danantaramasadepanindonesia danantaraindonesia danantara,1,1,True
@WagimanDeep212_ @PPATK Sahroni bilang 'Pengawasan Danantara berlapis publik harusnya tenang' sambil menyebut KPK dan PPATK terlibat. Tapi ingat Pertamina juga diawasi KPK dan PPATK hasilnya? Korupsi Rp193 triliun. Basarnas yang tugasnya menyelamatkan nyawa punya 'dana komando' 10%. Kementerian dan,sahroni bilang awas danantara lap publik tenang sebut kpk ppatk libat pertamina awas kpk ppatk hasil korupsi rp193 triliun basarnas tugas selamat nyawa dana komando 10 menteri,0,0,True
@JedTeguh03 Lihat Presiden Prabowo dukung Danantara jadi makin percaya diri,lihat presiden prabowo dukung danantara percaya,1,1,True
@AAlderone Curiga isu murtad ini pengalihan isu oplos Pertamina atau mungkin danantara yg diisi orang² Nepo,curiga isu murtad alih isu oplos pertamina danantara yg isi orang nepo,0,0,True
@DHendrawan8 @kompascom @grok Sektor lain itu apa? Danantara.. Duitnya ngendon dipasar modal nggak netes kebawah,sektor danantara duit ngendon pasar modal nggak netes bawah,0,0,True
@shitlicious Isu Pagar Laut ditimpa Danantara Danantara ramai ditimpa Ron Oplosan Pertamina Gitu aja terus sampai Firdaus Oiwobo dilantik sebagai Sultan,isu pagar laut timpa danantara danantara ramai timpa ron oplos pertamina gitu aja firdaus oiwobo lantik sultan,0,0,True
@ARSIPAJA makin hancur danantara,hancur danantara,0,0,True
@GenZNusantara Pasar cerah IHSG pun tambah ceria. Kepercayaan timbul berkat kejelasan Danantara dan hasil sukses RUPST Himbara,pasar cerah ihsg ceria percaya timbul berkat jelas danantara hasil sukses rupst himbara,1,1,True
Danantara menjadi Inovasi dalam pengelolaan aset negara agar lebih produktif dan berdaya saing optimal bagi perekonomian nasional!! https://t.co/yQneHsDMQN,danantara inovasi kelola aset negara produktif daya saing optimal ekonomi nasional,1,1,True
