full_text,label
Riuhnya mega korupsi dan Danantara membuat IHSG dihajar gak kelar - kelar Liat aja Bank BUMN rontokkk https://t.co/Yw4M3yx10i,0
bos danantara udh bilang naik turun itu biasa.. yg jadi pertanyaan turunnya sampe kapan? ,0
@GenZNusantara Selamat datang inovasi! BPI Danantara melangkah untuk masa depan lebih baik,1
@tempodotco Sbnrnya RI sdh punya investment company sblm adanya Danantara. Namanya INA. Berdiri 2021. So far kinerjanya sangat baik. Rahasianya? CEO CIO dan Chief Risk 100% swasta murni jebolan global investment company dan lulusan top univ di amrik. Sama sekali gak ada bau politisnya.,0
@GenZNusantara Mari sambut perubahan positif dengan BPI Danantara yang siap bawa terobosan,1
@Dandhy_Laksono Danantara,2
@CNNIndonesia Malaysia punya 1MDB seperti Danantara pada akhirnya malah bikin Malaysia boncos parah akibat pengelolaan yang buruk dan korupsi,0
Danantara Menjadi Kekuatan Baru Indonesia https://t.co/GHM04SmQEx,1
@GenZNusantara Siap jadi yang terdepan dalam pertumbuhan dan keberlanjutan ekonomi dengan BPI Danantara. Let's go Indonesia!,1
@JhonSitorus_18 Orang ini Maruk juga ya Nder atau gak orang ini boneka nya jokowi ya jadi keblinger ntar BUMN berantakan PSSI lagi jaya jayanya malah di berantakan inimalah danantara #indonesiacemas @eri,0
@GenZNusantara Move aside! BPI Danantara dan Prabowo bawa masa depan gede buat ekonomi Indonesia,1
Artinya Danantara tidak dipercaya investor. #IndonesiaGelap #KaburAjaDulu https://t.co/D70VQ3EZXo https://t.co/J12fdUhObR,0
@GenZNusantara Inovasi dan kreatifitas dalam BPI Danantara bikin kita makin yakin pada harapan,1
Seperti saya bahas di Space semalem ini dilakukan negara lain. PIF SWF Kerajaan Saudi dengan nilai aset setara Danantara mulai dg hanya 4% kepemilikan Aramco yg perlahan ditambah smp sekitar 16%. Dengan jaminan ini PIF kemudian bikin NEON beli Newcastle dll.,2
korupsi timah korupsi pertamina pemangkasan anggaran MBG gajelas danantara fufufafa nyukur rambut anak sekolahan instead of bekerja sbgi wapres prabski ndasmu indonesia gelap luhut marah marah rakyat gamau bayar pajak kabur aja dulu indonesia... pick a struggle lah,0
@GenZNusantara Saatnya ciptakan lapangan kerja baru dan dorong ekonomi bareng BPI Danantara,1
Besok korupsi Danantara deh biar ada yang dihukum mati 1 megalion rupiah Hacker do your style ,0
Mudah-mudahan TL ku kembali berisi 48 grup jangan berisi danantara ataupun pertalite pertamax,0
@GenZNusantara Demi Indonesia lebih baik BPI Danantara beri dorongan buat hemat energi dan industrialisasi,1
@jatamnas Sbnrnya RI sdh punya investment company sblm adanya Danantara. Namanya INA. Berdiri 2021. So far kinerjanya sangat baik. Rahasianya? CEO CIO dan Chief Risk 100% swasta murni jebolan global investment company dan lulusan top univ di amrik. Sama sekali gak ada bau politisnya.,0
Wkwk kebalikannya berarti di belakang layar dia beri masukan untuk kepentingan politik yang mau ambil untung di Danantara,0
@GenZNusantara BPI Danantara: Strategi jitu menuju puncak ekonomi berkelanjutan,1
Semoga BPI Danantara dapat menjalankan fungsinya dengan baik termasuk untuk menjadi katalisator peningkatan investasi di Indonesia seperti pesan Mbak Puan Maharani.,1
@overshintink Bca aja soalnya bri masuk danantara ,0
@GenZNusantara Mulai bentangkan harapan baru ekonomis bersama BPI Danantara,1
@StopPlandemit @TedInvestigasi @dokter_kampung @SumandoGaek @Faraz_kepri @FirmanSentosa22 @mamakchayank @BukanAntarkota @daddyyuki @Sadewa_39 @BabehAldoAje135 Duo agen WEF di danantara 1. Tony Blair Agenda Contributor di WEF setara Sri Mulyani di WEF juga. 2. Ray dalio member sekaligus agen WEF. Setara @aniesbaswedan @jokowi luhut dkk. Asing aseng anjeng any*ng ‍️ MAKIN GELAP 🇮🇩 https://t.co/vApWPx5ih9. https://t.co/mdGtONIbI9,0
Uang danantara itu jgn2 dipakai utk ikn dan psn ...hikhiik maaf saya curigesyen only...bukan nuduh ye. https://t.co/K8op9Vvw2F,0
@andikamalreza Poin Danantara ini adalah: Sekelompok org yg merasa dirinya jujur amanah &amp; capable ngumpul di 1 circle &amp; utk coba beresin orang2 di luar circle itu yg dianggap problematik. Gw sih fine aja kalau kualitas orang2 ini macam Khulafaur Rasyidin. Tapi faktanya isi circle itu,0
@dhi_es_03 @kinderjjoyyy @tanyakanrl Selain deviden juga ada aset yang nilainya seperti di gambar atas yang juga di puter buat investasi sama Danantara. Kalo misalnya aset nya diinvestkan dan gagal aset itu bisa lenyap. Kalo aset nya ilang ya bis kolaps lah bumn nya,0
@KangManto123 Udah nggak sabar menunggu berita DANANTARA di korupsi ,0
@GenZNusantara Indonesia mendunia! BPI Danantara take charge dengan transisi energi dan sustainable growth,1
@CNNIndonesia IMPIAN KELUARGA ATAU ASET NEGARA? Danantara bukan lembaga negara tapi warisan keluarga ! Hashim blak-blakan: ini gagasan orang tua kami yang sangat emosional bagi Prabowo seolah Rp15.978 TRILIUN aset publik adalah hadiah ulang tahun untuk mewujudkan impian ayahanda.,0
@tempodotco Danantara akan Baik selama dikelola baik oleh orang baik dg niat baik.,1
@GenZNusantara Lebih dari sekadar investasi BPI Danantara adalah harapan ekonomi untuk Indonesia yang lebih baik,1
@GenZNusantara Prabowo dan Rosan menuju prestasi bareng BPI Danantara,1
Bertanya pada AI dampak korupsi pada sebuah negara jika indo terus menjadi negara korup para investor tidak akan investasi ke negara ini maka ekonomi kita akan stuck dan lapangan pekerjaan tidak ada dan menciptakan pengurangan #PertamaxOplosan #Danantara #PertamaxPertalite,0
@Boediantar4 Tarik dr danantara,2
Modal Badan Seribu Trilyun ini besar tapi juga ga besar besar banget. Kalau saham BUMN dipindahkan ke Danantara sesuai rencana pada tahun pajak berjalan ya langsung ketemu 1000T. Modal kan ga harus duid bisa aja saham. Ga langsung jadi punya duid juga Danantaranya.,2
@xquitavee Lah ini goblok jg. Gobloknya nuduh mahasiswa sewaan. Efisiensi anggaran dapat membuat banyak pihak terdampak apalagi berkenaan dengan anggaran pendidikan. UKT dan lain2. Lagian katanya seliweran 350 T itu akn dialihkan untuk danantara?Kalau bener bukan efisiensi itu realokasi,0
sama kayak modal danantara,2
@JhonSitorus_18 SATU ORANG TIGA KEKUASAAN: Erick Thohir kuasai BUMN (aset triliunan) PSSI (liga sepakbola) dan pengawasan Danantara (dana investasi negara)! Ini bukan efisiensi tapi MONOPOLI KEKUASAAN yang berbahaya. Bagaimana mungkin satu orang bisa fokus mengawasi korupsi BUMN saat sibuk,0
@budimandjatmiko @savicali Efisiensi/pemotongan anggaran adlh hal mudah utk direalisasikan dg kekuasaan presiden spt dia membalik telapak tangan.Semudah itu.Danantara? sama mudah juga.Problem besarnya apakah benar mau menuju Indonesia sejahtera ?.Ini problem klasik berulang.Kita tak punya histori itu.,0
@GenZNusantara Salut untuk BPI Danantara dengan transparansi dan energi hijau di tiap langkahnya,1
Wkwkwk ini aja baru ketauan sekarang. Mereka ada audit dan lain lain. Gimana yang danantara gaada audit dan gabisa disalahkan kalau ada kerugian?,0
@msaid_didu Dipikir asing ngga riset siapa2 itu yg nangkring di danantara..,0
@GenZNusantara BPI Danantara bak masterplan untuk transisi energi dengan mendorong inovasi dan sustainable change,1
@antaranews Yang bego skema skenario Danantara ada menteri terlibat @setkabgoid @democrazymedia,0
@GenZNusantara 8% di depan mata with BPI Danantara menjadikan Indonesia destinasi investasi yang powerful,1
@GenZNusantara BPI Danantara let's put Indonesia on the global map dengan lebih greget lagi,1
@GenZNusantara Dari impian jadi nyata BPI Danantara siap tuntaskan misi ekonomi kuat dan hijau ini,1
@GenZNusantara Dorongan BPI Danantara untuk investasi yang visioner bikin semangat kita berkobar,1
@GenZNusantara Mari bangun ekonomi kompetitif bareng BPI Danantara serasa berharap pada masa depan,1
Danantara Sebuah langkah strategis dalam Memperkuat Ekosistem Investasi Nasional https://t.co/3NV4pNfU8X,1
@BigAlphaID Danantara stonks ,1
@GenZNusantara Optimisme sebesar Rp14 6 triliun BPI Danantara jadi motor penggerak ekonomi,1
@GenZNusantara BPI Danantara = milestone penting menuju industrialisasi dan transisi energi kece,1
@GenZNusantara Apresiasi untuk BPI Danantara yang fokus keberlanjutan dan investasi cerdas,1
Gw ngomongin danantara emak ga terima prabski dikatain well ‍↔️,2
@msaid_didu Efek negatif danantara saham hampir anjlok semua...Pertanda apa ini??,0
@njar_brahma @Dsinathrya Yaelah lu polos amat atau emang bloon pemain nya aja yang di ganti pola tetap sama ntar lu pasti liat berita diambil alih oleh.......!!!!!???? Maybe ya... Danantara.... Who knows,0
@GenZNusantara Langkah maju untuk ekonomi berkelanjutan dimulai dari BPI Danantara,1
#NASIONAL Prabowo Luncurkan Bank Emas Setelah Danantara Apa Itu? https://t.co/rPPfmfco0a #11N1,2
@GenZNusantara Yuk rangkul pertumbuhan ekonomi bersama optimisme BPI Danantara,1
@BigAlphaID market aja tau efek danantara itu negatif,0
@MichelAdam717 hmmmmm Grup trio ada yg mau cawe Silauuuu men lihat DANANTARA 15 978 Trilyun turuuunn gunung https://t.co/CKE3RbVFVG,2
@anggaandinata jangan percaya paling dananya dibuat nambah danantara wkwkwkw,0
MAKIN GA YAKIN 200% GA YAKIN DEH DANANTARA JALAN qpalagi melihat berita terbaru soale koripsi pertamina. pertamina aja bisa di korupsi tuh nyampe 968triliun katanuagimana nanti danantara https://t.co/hIHl6Da0v2,0
@GenZNusantara BPI Danantara: perwujudan dari komitmen dan inovasi buat bangsa,1
@TodungLubis benturan kepentingan sudah terjadi di banyak posisi/jabatan pemerintah apakah pak @prabowo akan peduli dengan Danantara? ,0
@GenZNusantara Ayo sambut perekonomian hijau BPI Danantara bikin Indonesia selalu di depan,1
@tang__kira ini apa sengaja ya kasus korupsi pertamina di bongkar sekarang biar rakyat pada beli bbm yang paling mahal karna ada danantara ini ?,0
@GenZNusantara Prabowo dan BPI Danantara pimpin revolusi ekonomi dengan perhatian pada keberlanjutan,1
@GenZNusantara Indonesia lebih dari siap all thanks to BPI Danantara bringing sustainable future closer,1
Super-holding Danantara dari Efisiensi ke Ekspansi Menuju Indonesia Emas 2045 #danantara #investasi https://t.co/pJdpavWqTl,1
buat yang belum sadar kenapa danantara bahaya. korupsi pertamina tuh pengalihan isu. https://t.co/YzvGaW6O1F,0
@GenZNusantara Prabowo &amp; Rosan got this! BPI Danantara menuju ekonomi lebih baik dan masa depan cerah,1
@JhonSitorus_18 Bang jangan alihkan isu dari Danantara yg nggak tersentuh audit apapun. Wajib diwaspadai.,0
@eko_is @Mdy_Asmara1701 Akankah dimasa depan Danantara menduduki puncak klasemen?,2
lg di kelas hukum perbankan rn berdiskursus soal danantara and my professor (ga bakal sebut nama tp pasti lu semua tau) said that org indo suka memelintir berita pdhl danantara tujuannya bagus dan dia support sepenuh hati LIKEEEEE gmn yak ahli hukum ekonominya aja beginih,2
@narkosun apakah Danantara akan naik peringkat 1 di musim depan? ,2
@kompascom Tono Blair yang karakter seperti itu kok bisa dijadikan Dewan Pengawas PB Danantara ? apa gak dikhawatirkan karakter jahadnya bisa kambuh lagi.,0
@GenZNusantara Salut dengan transparansi BPI Danantara yang jaga kepercayaan publik,1
Ada satu lagi kes mcm 1mdb dkt sana iaitu Danantara. Masalahnya sejibik mcm 1mdb pergi lantik Tony Blair jadi penasihat,0
Danantara lah. Ape lagi.,2
@bravocado terimakasih Danantara #PrabowoPresidenku ,1
Strategi Danantara memastikan bahwa aset negara tidak hanya dikelola dengan lebih baik tetapi juga memberikan manfaat optimal bagi pertumbuhan ekonomi. https://t.co/PHr6a3v5EL,1
Melalui Danantara Indonesia mengkonsolidasikan kekuatan ekonominya untuk menghadapi tantangan global dengan pengelolaan aset yang lebih terintegrasi. https://t.co/0Rlx1QmZhA,1
Lucu dech pasti traumanya danantara,0
Keputusan strategis dalam pembentukan Danantara bertujuan untuk menjadikan aset negara lebih produktif transparan dan bermanfaat bagi perekonomian nasional. https://t.co/a7J2LyfLoP,1
@GenZNusantara Kita percaya BPI Danantara bakal jadi katalisator utama di pertumbuhan ekonomi,1
Danantara membawa harapan baru dalam manajemen aset BUMN menciptakan sistem ekonomi yang lebih modern efisien dan kompetitif di tingkat global. https://t.co/F69pHjjJGd,1
@GenZNusantara Hebat! BPI Danantara siap transformasi ekonomi yuk kita semangat ikuti arus positif,1
Danantara hadir sebagai solusi strategis dalam mengelola aset negara agar lebih efisien dan transparan untuk mendorong pertumbuhan ekonomi Indonesia. https://t.co/oOuyb90LHo,1
Pengelolaan aset negara kini semakin terstruktur dengan Danantara memastikan investasi yang lebih optimal dan daya saing ekonomi yang lebih kuat. https://t.co/Bt36ZJbN5H,1
Danantara adalah salah satu ide yang bagus jika dijadikan lembaga negara. https://t.co/p1OCf8XKu6,1
Konsolidasi aset BUMN melalui Danantara membuka peluang baru bagi pengelolaan ekonomi yang lebih profesional dan berorientasi jangka panjang. https://t.co/8MEPEVceXN,1
Danantara menjadi langkah besar dalam menciptakan sistem manajemen aset yang lebih transparan efisien dan berdampak bagi pembangunan nasional. https://t.co/OYL1aoZgkW,1
@Saham_fess Klo liat danantara ini bank mungkin akan jd sapi perah yg berarti dividen bakalan dipaksa gede... Ane bertahan sukur2 pas bagi thr dah di 3000 wkwkkwwk,1
Dengan Danantara perusahaan-perusahaan BUMN dapat dikelola lebih baik melalui skema joint venture yang meningkatkan efektivitas dan akuntabilitas. https://t.co/EXRtilxF9b,1
@GenZNusantara Kita tingkatkan ekonomi bersama BPI Danantara. Duakan diri untuk masa depan!,1
bumn korup brutal di semua pt pssi liga gabener liga wanita gaada timnas masih banyak titipan wasit gabener danantara taruhan duit rakyat buat judi. can we kill this man and his employers already?,0
Menggurita BUMN semua bermasalah hulu dari DANANTARA adalah seluruh BUMN yakinkan DANANTARA tak akan bermasalah nanti?,0
@CNNIndonesia yah sesuai namanya ya Om Danantara = Dana Orang Tua untuk Anak Tetap Sejahtera,0
@GenZNusantara Apresiasi dan support buat BPI Danantara semangat buat hadapi masa depan,1
@GenZNusantara Raih pertumbuhan ekonomi 8% bukan sekedar mimpi yuk dukung BPI Danantara!,1
@Hilmi28 Mungkin nanti Danantara akan menyusul ,2
@adysufardyrifai @satriohendri 1. Kalau sentimen pasar bisa berubah dalam hitungan jam. Kenapa sejak peluncuran Danantara pasar menerima dengan sentimen negatif. 2. Efisiensi arahnya bukan mengurangi foya² pns. Justru malah mengesampingkan hal penting lain dengan dalih efisiensi. 3. Kita lht next megakorupsi,0
@GenZNusantara BPI Danantara bangun strategi unggul bring out wonder for our economy,1
@asep_suryawan @tempodotco Prabowo seperti menyerah kepada Jokowi sang penipu ulung ini. Bahkan menjadikan Jokowi dan SBY sebagai Pengawas Danantara terus nanti yg berani mengaudit Danantara siapa? #JokowiPawangPrabowo #DanantaraKonspirasiJahat https://t.co/uDYIo3XVl6,0
@DoraemonHariIni Komentar warga mengenai Danantara 2 4 atau 5 tahun kedepan (?),2
@msaid_didu Udah dikumpulin penanggungjawabnya masuk danantara tinggal serius apa nggaknya kl nggak ya efeknya ke danantara dan bener 2030 bubar,0
separah ini sentimen negatif danantara,0
Krn danantara,2
@Falkenhaynz Kami hanya menyesuaikan dgn logo original Danantara ,2
@GenZNusantara BPI Danantara hadir dengan langkah strategis untuk masa depan Indonesia yang lebih cerah. Mari kita sambut perubahan positif bersama-sama,1
@prabowo Korupsinyadituntasin dlu pak baru didirikan yg baru. Jujur program dari bapak bagus tapi korupsi di indo juga tinggi. Kalau danantara dikorupsi ya wasalam Bumn aja smuanya banyak yg korupsi apalagi duit sebanyak itu.,0
@elisa_jkt Mentri BUMN periode 2019-2024 adalah mantan ketua timses Jokowi-Maruf CEO danantara adalah mantan ketua timses Prabowo-Gibran,0
@GenZNusantara Happy melihat BPI Danantara dorong pertumbuhan ekonomi dengan langkah strategis,1
@GenZNusantara Dari Indonesia untuk dunia BPI Danantara projek pilar ekonomi berkelanjutan,1
Masyarakat tak perlu merasa khawatir dalam menyimpan dana di bank BUMN karena dijamin dana tersebut bukan untuk modal Danantara https://t.co/IkUG8rPjrP,1
@GenZNusantara Transformasi ekonomi bersama BPI Danantara optimisme baru untuk Indonesia,1
@NenkMonica Klu yg menjadi PENASEHAT DANANTARA ada KORUPTOR KELAS KAKAP bodoh sungguh klu PERCAYA WARASlah RAKYAT INDONESIA...,0
Dah dana Danantara minta saja ke yg pelakunya ini ,2
@mfzi_ @re_search30 @txtdrimedia Di tunggu bang klub danantara saya ikut join liganya,2
@Epricila10 mantan² korup ngumpul alias reuni danantara para² korup dan tikus² berdasi ngumpul gitu aja kok bangga #IndonesiaGelap,0
@Dsinathrya Bisa u tabungan di danantara,2
BPI Danantara dapat mendorong investasi di berbagai sektor termasuk hilirisasi industri #Prabowo #Danantara #DanantaraPorosInvestasi https://t.co/6Pp95qjP25,1
@GenZNusantara Penggerak ekonomi baru BPI Danantara tunjukkan arah tepat,1
@msaid_didu Jika pengelolaan DANANTARA gagal maka sudah bisa dipastikan pak Indonesia bubar. Rakyat Indonesia (mgkin yg tdk sadar tdk merasa) sudah lelah dibohongi selama ini. Disaat niat baik utk beli pertamax karna tdk ingin membeli bbm subsidi pun kita ditipu sungguh terlalu,0
Sulap RON grade pertamini VS isue DANANTARA ,2
Kirain dg danantara bca bakal naik. Eh terjun jg,0
@GenZNusantara Indonesia semakin terdepan dengan kekuatan BPI Danantara impian jadi nyata,1
tadi malam ketiduran sambil nonton https://t.co/sBSG24A0hL just in case (if i suddenly die i wont be arwah penasaran karna bingung sebenernya danantara itu apa gmn dan kenapa aneh),2
@Arie_Kriting Kurang tau kl itu kl w korupsi setahun sekali doang saat momen anak w dpt amplop lebaran. Ya konsepnya mirip danantara lah kasian anak w tapi w jg butuh balik modal.,0
@La85289La Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/cXu58T8hEZ,1
Danantara adalah salah satu ide yang bagus jika dijadikan lembaga negara. https://t.co/1IdzotcBD7,1
@GenZNusantara Indonesia siap bersaing global berkat BPI Danantara optimis dong!,1
@ThatSun510 @AHMADDHANIPRAST @StopPlandemit @TedInvestigasi @SumandoGaek @mamakchayank @Faraz_kepri @BukanAntarkota ada Ray Dalio sebagai pengawas Danantara selain Tony Blair.. Ray Dalio pemilik perusahaan Hedge Fund terbesar dunia https://t.co/cecBAdzRtP,2
@GenZNusantara Investasi inovatif dan tepat sasaran bersama BPI Danantara masa depan lebih cerah,1
@GenZNusantara Gandeng BPI Danantara siap sambut era investasi berkelanjutan,1
@EYulihastin Daripada bentuk danantara lebih baik rampas ua dan aset koruptor2 oligarki yg memperoleh fasilitas secara licik hasil tambang yg digarong ke cina dan freeport mafia2 hasil judol narkoba miras dll itu semua melebihi kuadratrilyun(?). Rakyat sudah terdemotivasi bayar pajak.,0
Bangun perekonomian bangsa dengan dukung Danantara! #danantara #AstaCita #prabowogibran https://t.co/rFaXQGbDrV,1
Menteri Supratman Bicara Soal Danantara Dari Sisi Hukum https://t.co/axYScEkE3H,2
Pak SBY udah diajak ke Danantara kok kritiknya makin tajem ke rezim ya? Is that integrity or rivalry that I'm witnessing rigth now?,2
Danantara efek.. IHSG runtuh pak @prabowo,0
@txtdrimedia Padahal bisa buat modal ke danantara dan mbg tidak perlu efisiensi wkwkw,1
@GenZNusantara Semangat! BPI Danantara dorong angka pertumbuhan ekonomi lebih tinggi mantul,1
@detikcom ada danantara sbg pendukung tekad,1
Yuk join guys kita gibahin Danantara~~ Btw yang join dari kami diganti sama Kak Erma ya. ,2
@GenZNusantara Peluang emas ini dengan BPI Danantara untuk terobos transisi energi yang berkelanjutan,1
@GenZNusantara Bersinergi dengan BPI Danantara Indonesia siap melejitkan pertumbuhan ekonomi,1
@GenZNusantara BPI Danantara: komitmen untuk investasi yang lebih baik dan berdaya saing,1
Danantara?,2
ini serius apa cuma mau nutupin danantara si???,0
@GenZNusantara Dampak positif di investasi dan lingkungan jadi fokus BPI Danantara. Kita siap bikin perubahan besar,1
@AniesBigFans Itu gak berlaku bagi masyarakat umum berdasarkan UU KIP semua informasi/data di Danantara adalah informasi publik kecuali hal2 seperti data pribadi karyawan.,2
@GenZNusantara Optimis banget lihat strategi BPI Danantara untuk tarik investasi dan pertumbuhan ekonomi,1
@Notonogoro67941 @prabowo Isu danantara yg bikin bank bumn pada turun,0
Danantara itu manajer investasi Bukan kayak jiwasraya asabri bahkan BPJS yang ambil dana nasabah rakyat. Apakah tidak bisa dituntut? Jika ada kesalahan dari BUMN ya tentunya bisa seperti kasus korupsi PT Pertamina Patra Niaga yang diproses kejaksaan..,2
@txtdrimedia Era jokowi itu lho ... masak jaman majapahit ? Selama itu men bumn nya gak tgjwb ? Malah jd pengurus danantara ? .. malu lah @prabowo ... hidup jokowiiii ! NDASMU . #IndonesiaGelap2025 #JokowiPredatorKorup,0
@GenZNusantara Bersama BPI Danantara mari kita wujudkan mimpi ekonomi berkelanjutan,1
@irwndfrry Menariknya ini tuh kayak ada orang yang cukup powerful buat cepuin megakorupsi kaya gini either dari pihak prabowo sebagai oengalihan isu danantara atau dari pihak PDIP buat balas Sekjennya yang ditangkap ,2
@GenZNusantara Yakin bisa maju? Dengan manajemen BPI Danantara pertumbuhan ekonomi kita lebih terarah dan terukur,1
Gitupun ikut ngurusin danantara. Kan koplak.,0
@PartaiSocmed Yakin dan telitilah.. Maka sebentar lagi akan muncul kasus sipil yg viral sebagai smokescreen atas kisruh Danantara dan Kisruh Pertamina tersebut.,0
@kompascom Selamat pak timing rilis beritanya pas banget buat redam berita danantara dan indonesia gelap. Oh iya kalo mau bersihin sampe ke pejabat2 di belakangnya ya!,0
@samhugget Nabung di bank duitnya takut diuntal danantara,0
@kompascom Yaelaaaah wo blg aj mau ganti player. Riza Chalid out ganti dr yg sekubu. Pertamina masuk dlm salah satu BUMN yg di Danantara kan bbrp org ga aetuju juga biar gampang ngaturnya.,0
7 Bocoran Hashim Soal Program Kerja Prabowo dari Danantara hingga MBG https://t.co/cIUdNRi0Xb,2
@sihanjir bener..gua khawatir juga gitu kasus korupsi yang udah lama diungkap buat ngalihin isu danantara..#TetapKawalDANANTARA,0
pnm gimama kabarnya ya? apa ikut kecatut sama danantara?,2
@aryrhmnsyh Pengalihan danantara dong ,0
Ketua Komisi VI DPR RI menyambut positif dibentuknya Danantara https://t.co/2B9qXKrMBr,1
Seketika lupa sama Danantara,2
Ketua Komisi VI DPR RI menyambut positif dibentuknya Danantara https://t.co/8OjQBUxZCj,1
Ketua Komisi VI DPR RI menyambut positif dibentuknya Danantara https://t.co/uJLyBgeTCf,1
@Mata_Netizen62 @Urrangawak @Roebanie @Marbot_Udien @HumorJonTampan @ch_chotimah2 @BiLLRaY2019 @ahmad_bellamy @barengwarga @Cintada16 @merapi_uncover keluarga &amp; kroni jokowi menciptakan gangster yg terstruktur selain pertamina blok medan dll.. hingga mafia tanah berkedok investasi &amp; infrastuktur seperti halnya yg dilakukan Meksiko filipina (Rodrigo Duterte) itali (Cosa Nostra atau 'Ndrangheta) dll Danantara #zelena,0
Ketua Komisi VI DPR RI menyambut positif dibentuknya Danantara https://t.co/EjACWeFSqK,1
Ketua Komisi VI DPR RI menyambut positif dibentuknya Danantara https://t.co/OGgo1L5s4U,1
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/mvTiCO9E01,1
Ambil duitnya buat Danantara buat MBG. Jangan motong anggaran yg aneh aneh deh. Anggaran pendidikan bisa dinaikin kesehatan juga. Biarlah APBN buat rakyat beneran,0
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/StPTwZdvF1,1
guys mau nanya soal danantara itu klau pke bn! Hrs mindahin uang jga kah??,2
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/F5GeL3vzXF,1
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/FzNtSpfnhd,1
@GenZNusantara BPI Danantara: dari sekedar investasi jadi revolusi ekonomi bangsa,1
@GenZNusantara Bawa Indonesia ke panggung besar BPI Danantara siapkan investasi maksimal,1
@GenZNusantara Mangstab! BPI Danantara bakal pacu ekonomi serta bawa banyak manfaat luar biasa,1
Wakil Ketua Komisi VI DPR RI Eko Patrio mengajak masyarakat mengawal Danantara terlebih Danantara akan menjunjung transparansi https://t.co/W9tj7vXAaC,2
@GenZNusantara BPI Danantara siap beraksi dorong pertumbuhan ekonomi kita optimis bareng!,1
@kinderjjoyyy @tanyakanrl salah ini. Hanya dividen BUMN yg disetor ke Danantara sebelumnya dividen disetor ke kas kemenkeu.,2
Wakil Ketua Komisi VI DPR RI Eko Patrio mengajak masyarakat mengawal Danantara terlebih Danantara akan menjunjung transparansi https://t.co/h0AAzdtcis,2
@GenZNusantara Punya aset triliunan BPI Danantara bikin target 8% growth jadi realistis keren!,1
@GenZNusantara Keberanian Prabowo dengan Danantara patut diacungi jempol semangat untuk transformasi,1
Wakil Ketua Komisi VI DPR RI Eko Patrio mengajak masyarakat mengawal Danantara terlebih Danantara akan menjunjung transparansi https://t.co/fovHG4tmqS,2
@GenZNusantara Dukungannya rasakan hasilnya! BPI Danantara arahkan langkah kita ke future sustainability,1
@Afat3K Plot Twist!! Pertamina BUBAR GANTI VIVO Presiden siap-siap mengembangkan Vivo pake duit Danantara,0
Wakil Ketua Komisi VI DPR RI Eko Patrio mengajak masyarakat mengawal Danantara terlebih Danantara akan menjunjung transparansi https://t.co/Q4hoLAeMz1,2
Ini kalau digabungin Danantara modalnya gaperlu efisiensi brutal,1
Danantara nih kenapa masih diterusin sih,0
@GenZNusantara Energi Indonesia bertransformasi BPI Danantara jadi pimpinannya,1
@kompascom Ternyata hanya OMONG KOSONG dgn DIREKSI DANANTARA tdk cawe-cawe ,0
Kenceng banget pengalihan danantara nih kayanya,0
@GenZNusantara BPI Danantara hadir agar investasi lebih tepat sasaran bikin optimis masa depan ekonomi,1
@GenZNusantara Kita raih masa depan yang cerah bareng BPI Danantara optimis bisa!,1
@GenZNusantara Ekosistem investasi makin seger bareng BPI Danantara bring it on!,1
@GenZNusantara Inisiatif BPI Danantara memberikan harapan baru untuk banyak pihak lets back them!,1
Ketua Komisi VI DPR RI menyambut positif dibentuknya Danantara https://t.co/FMcIQdx5Mh,1
@CNNIndonesia Udah launching Bank Emas Danantara Presiden Udah terima kasih ke jokowi Eh.... Rupiah malah keok Imbas korupsi pertamina 193T,0
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/wLsoPacfGa,1
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/dwqVXY88ym,1
@OktermanLkmn @prabowo Bancakan di Pertamina sedang disiapkan mengisi Danantara.,0
@GenZNusantara BPI Danantara membuka jalan bagi era baru industri nasional kita,1
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/tf4N3qLfPL,1
Gw ingetin sekali lagi ini kayanya pengalihan isu soal danantara ,0
@GenZNusantara Tunggu apa lagi? Bersiaplah jadi bagian dari perubahan ekonomi BPI Danantara,1
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/j8vhqyppnE,1
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/LZNRTv6ONI,1
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/7KuOFGWBTg,1
@GenZNusantara Kolaborasi dan inovasi hadirkan harapan bareng BPI Danantara,1
Danantara sedang gas rem gas rem di lintasan belakang..,2
Ekonom UGM Nilai Danantara akan perkuat transparansi pengelolaan BUMN https://t.co/zoU8yW4GPu,1
@GenZNusantara Dengan BPI Danantara mari capai pertumbuhan ekonomi berkelanjutan bersama-sama. Let's move forward!,1
