Text,Text Clean,Label,Predicted Label,Correct;
@FrediRandi4 Presiden Prabowo emang gaspol bikin kemajuan Joint Fund Danantara global Rp 67 5 Triliun jadi hype positif,Presiden Prabowo emang gaspol bikin kemajuan Joint Fund Danantara global Rp 67 5 Triliun jadi hype positif,1,1,True;
Danantara Indonesia menjadi sorotan dalam mengoptimalkan investasi pemerintah demi pertumbuhan ekonomi nasional. Simak video selengkapnya di kanal YouTube KompasTV! #KementerianInvestasidanHilirisasi #InvestasiTumbuhIndonesiaMaju #investasi #hilirisasi #bkpm,Danantara Indonesia menjadi sorotan dalam mengoptimalkan investasi pemerintah demi pertumbuhan ekonomi nasional Simak video selengkapnya di kanal YouTube KompasTV KementerianInvestasidanHilirisasi InvestasiTumbuhIndonesiaMaju investasi hilirisasi bkpm,2,2,True;
@reaareaa__ Presiden Prabowo selalu hadir kasih pencerahan buat Danantara,Presiden Prabowo selalu hadir kasih pencerahan buat Danantara,1,1,True;
Danantara pilar baru investasi nasional untuk ekonomi Indonesia yang lebih kuat. https://t.co/wzIUjbiQXE,Danantara pilar baru investasi nasional untuk ekonomi Indonesia yang lebih kuat,1,1,True;
@txtdrimedia Era jokowi itu lho ... masak jaman majapahit ? Selama itu men bumn nya gak tgjwb ? Malah jd pengurus danantara ? .. malu lah @prabowo ... hidup jokowiiii ! NDASMU . #IndonesiaGelap2025 #JokowiPredatorKorup,Era jokowi itu lho masak jaman majapahit Selama itu men bumn nya gak tgjwb Malah jd pengurus danantara malu lah hidup jokowiiii NDASMU IndonesiaGelap2025 JokowiPredatorKorup,0,0,True;
Danantara adalah langkah nyata untuk mewujudkan cita-cita bangsa Indonesia yang adil dan makmur di era digital. #AdilMakmurDigital #Danantara https://t.co/Vs3UGZzoa3,Danantara adalah langkah nyata untuk mewujudkan citacita bangsa Indonesia yang adil dan makmur di era digital AdilMakmurDigital Danantara,1,1,True;
@AirinDatangLagi DANANTARA sdh frustasi,DANANTARA sdh frustasi,0,0,True;
@Hilmi28 Mungkin nanti Danantara akan menyusul ,Mungkin nanti Danantara akan menyusul,2,2,True;
@JedTeguh03 Makin cinta sama negeri sendiri lihat Presiden Prabowo support Danantara kayak gini,Makin cinta sama negeri sendiri lihat Presiden Prabowo support Danantara kayak gini,1,1,True;
kenapa pemerintah gak ada yang bikin penjelasan danantara versi pemerintah yang jelas gitu jadi gak cuma bilang udah kalian rakyat percaya aja ,kenapa pemerintah gak ada yang bikin penjelasan danantara versi pemerintah yang jelas gitu jadi gak cuma bilang udah kalian rakyat percaya aja,0,0,True;
@GenZNusantara IHSG yang melaju bikin kepercayaan investor makin tinggi. Semua thanks to Danantara dan hasil positif dari RUPST Himbara,IHSG yang melaju bikin kepercayaan investor makin tinggi Semua thanks to Danantara dan hasil positif dari RUPST Himbara,1,1,True;
@kompascom Bayangkan kita pakai tenaga asing itupun seorang politikus bukan seorang ekonom untuk mengawasi investasi kita gimana danantara mau membangun kepercayaan publik kalau isinya politikus semua ,Bayangkan kita pakai tenaga asing itupun seorang politikus bukan seorang ekonom untuk mengawasi investasi kita gimana danantara mau membangun kepercayaan publik kalau isinya politikus semua,0,0,True;
@zlebor02 @BANGSAygSUJUD @prabowo @BilqisMutiah @99propaganda @AlmaghribiS @gtobing2903 @R_min80 @yusufagro @are_inismyname @florieliciouss @Ndons_Back @IrawanRommi Yg jelas nggak senaif dan setolol temen lu sih sampah. Briefnya apaan sih? Ihsg naik disuruh klaim berkat danantara? Tololnya ,Yg jelas nggak senaif dan setolol temen lu sih sampah Briefnya apaan sih Ihsg naik disuruh klaim berkat danantara Tololnya,0,0,True;
@JedTeguh03 Dukungan Presiden Prabowo ke Danantara bener-bener buktiin komitmen buat masa depan yang lebih baik,Dukungan Presiden Prabowo ke Danantara benerbener buktiin komitmen buat masa depan yang lebih baik,1,1,True;
@tang__kira ini apa sengaja ya kasus korupsi pertamina di bongkar sekarang biar rakyat pada beli bbm yang paling mahal karna ada danantara ini ?,ini apa sengaja ya kasus korupsi pertamina di bongkar sekarang biar rakyat pada beli bbm yang paling mahal karna ada danantara ini,0,0,True;
Utusan Khusus Presiden Bidang Iklim dan Energi sekaligus adik Presiden Prabowo Subianto Hashim Djojohadikusumo mengatakan pembentukan Badan Pengelola Investasi Daya Anagata Nusantara (Danantara) merupakan gagasan orang tua mereka. #prabowo #gibran #pemerintah #indonesia https://t.co/2HjSgqOu8g,Utusan Khusus Presiden Bidang Iklim dan Energi sekaligus adik Presiden Prabowo Subianto Hashim Djojohadikusumomengatakan pembentukan Badan Pengelola Investasi Daya Anagata Nusantara Danantara merupakan gagasan orang tua mereka prabowo gibran pemerintah indonesia,2,2,True;
Mau tanya danantara menurut data chatgpt dan pandangan kedepan berapa growtnya? Jika dilihat dengan ekosistem indonesia yang sering dikorupsi,Mau tanya danantara menurut data chatgpt dan pandangan kedepan berapa growtnya Jika dilihat dengan ekosistem indonesia yang sering dikorupsi,2,2,True;
@paristiawangN @DDDSwordX @yudhakhel Gila sih hidup gua om lu hidup lu bisa jadi di pertaruhkan di danantara ini,Gila sih hidup gua om lu hidup lu bisa jadi di pertaruhkan di danantara ini,0,0,True;
@sarah_pndjtn @profesor_saham bener ga @grok ray dalio mundur dari danantara?,bener ga ray dalio mundur dari danantara,2,2,True;
Danantara Picu Gerakan Tarik Dana dari Bank Ini Respons Istana https://t.co/eXWn7yna8L,Danantara Picu Gerakan Tarik Dana dari Bank Ini Respons Istana,2,2,True;
@reaareaa__ Dukungan Presiden Prabowo ke Danantara itu bukti nyata negara hadir buat inovator muda,Dukungan Presiden Prabowo ke Danantara itu bukti nyata negara hadir buat inovator muda,1,1,True;
Ternyata Ini Alasan Tony Blair Masuk Dewan Pengawas Danantara https://t.co/nMp6RsAqK7,Ternyata Ini Alasan Tony Blair Masuk Dewan Pengawas Danantara,2,2,True;
Agar TIMAH aman dibuatlah PAGAR LAUT tapi perlu DANANTARA kalo kurang pakai Oplosan biar PEA MAX. UBUR UBUR IKAN LELE HANCUR LEBUR LEeeeeee,Agar TIMAH aman dibuatlah PAGAR LAUT tapi perlu DANANTARA kalo kurang pakai Oplosan biar PEA MAX UBUR UBUR IKAN LELE HANCUR LEBUR LEeeeeee,0,0,True;
@DoankWarto mungkin bukan cuma danantara tapi kondisi keuangan Indonesia,mungkin bukan cuma danantara tapi kondisi keuangan Indonesia,2,2,True;
@manganbwank SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara ï¸ ACAB berkata kasar dan mengucapkan Ndasmu Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H ï¸,SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian Danantara ACAB berkata kasar dan mengucapkan Ndasmu Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H,0,0,True;
Ray Dalio menolak berperan sebagai penasihat Danantara meskipun sebelumnya diumumkan akan bergabung setelah tawaran secara verbal pada Maret yang lalu. Alasan penolakannya tidak jelas. https://t.co/tydO9y2DYO,Ray Dalio menolak berperan sebagai penasihat Danantara meskipun sebelumnya diumumkan akan bergabung setelah tawaran secara verbal pada Maret yang lalu Alasan penolakannya tidak jelas,2,2,True;
@reaareaa__ Seneng liat Presiden Prabowo kasih ruang buat Danantara berkembang semangat terus,Seneng liat Presiden Prabowo kasih ruang buat Danantara berkembang semangat terus,1,1,True;
@dailyanakkost @tanyarlfes Next danantara n ikn,Next danantara n ikn,2,2,True;
@mkusumawijaya Lha iyaa kemarin demo berhari-hari aja danantara tetep jalan sekarang mereka tetep joget2 di retreat alias kita gak didengarkan,Lha iyaa kemarin demo berharihari aja danantara tetep jalan sekarang mereka tetep joget2 di retreat alias kita gak didengarkan,0,0,True;
https://t.co/vmlKhNReWo &amp; Danantara https://t.co/F2yy2LDnM5,dan Danantara,2,2,True
Langkah pasti Danantara dorong ekonomi makin maju. Dengan investasi strategis peluang besar terbuka untuk masa depan Indonesia. #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/VtZOR9poWv,Langkah pasti Danantara dorong ekonomi makin maju Dengan investasi strategis peluang besar terbuka untuk masa depan Indonesia InvestasiStrategis EkonomiTumbuh IndonesiaMaju,1,1,True;
Kabar Batalnya Ray Dalio Gabung ke Danantara Dibantah https://t.co/OIGL4QI97U,Kabar Batalnya Ray Dalio Gabung ke Danantara Dibantah,2,2,True;
@tanyakanrl Inituh buzzer atau apa ya dri kmrn templatenya gnih. Gw seneng si smwa pd mau tau tpi apakah tdak lewat bahasa² byi danantara yg dri kmrn bisa sehari keluar 4x di tl. Ga coba cari sndiri di search bar?,Inituh buzzer atau apa ya dri kmrn templatenya gnih Gw seneng si smwa pd mau tau tpi apakah tdak lewat bahasa byi danantara yg dri kmrn bisa sehari keluar 4x di tl Ga coba cari sndiri di search bar,2,2,True;
@shulhirinjani @gegerriy Sama aja ganti org aja pertamina masih sama merugi di tahun2 berikutnya bersama danantara ,Sama aja ganti org aja pertamina masih sama merugi di tahun2 berikutnya bersama danantara,0,0,True;
@IndoPopBase Danantara: Hmm let see yaa,Danantara Hmm let see yaa,2,2,True;
Siapa Ray Dalio yang Dikabarkan Batal Jadi Penasihat Danantara? Alasan dan Reaksi Juru Bicara BPI #RayDalio #Danantara https://t.co/uChXXaJq3W lewat @tribunkaltim,Siapa Ray Dalio yang Dikabarkan Batal Jadi Penasihat Danantara Alasan dan Reaksi Juru Bicara BPI RayDalio Danantara lewat,2,2,True;
@GenZNusantara Harapan baru lahir dari setiap langkah BPI Danantara,Harapan baru lahir dari setiap langkah BPI Danantara,1,1,True;
@RagilSemar Yang jelas si penasehat Danantara itu adalah koruptor di Thailand.. Dan Buron selama bbrp tahun.. Anehnya diminta Nasehat untuk mengembangkan investasi di KONOHA.. Padahal kita tau banyak mantan koruptor disini koq gak dimintakan nasehat..?? ,Yang jelas si penasehat Danantara itu adalah koruptor di Thailand Dan Buron selama bbrp tahun Anehnya diminta Nasehat untuk mengembangkan investasi di KONOHA Padahal kita tau banyak mantan koruptor disini koq gak dimintakan nasehat,0,0,True;
Danantara merupakan kebijakan progresif utk mengatasi keadaan ekonomi.. Tp dia lupa kebijakan progresif bisa berhasil jika diisi oleh org2 jujur yg bisa dipercaya..,Danantara merupakan kebijakan progresif utk mengatasi keadaan ekonomi Tp dia lupa kebijakan progresif bisa berhasil jika diisi oleh org2 jujur yg bisa dipercaya,0,0,True;
@MardaniJgMw Yang ada di Proker di ilangin Yang ga ada di proker diadain kayak DANANTARA kayak IKN,Yang ada di Proker di ilangin Yang ga ada di proker diadain kayak DANANTARA kayak IKN,0,0,True;
@TedInvestigasi Danantara ckup ga?,Danantara ckup ga,2,2,True;
Danantara bukan sekadar pengelolaan dana tetapi wujud nyata investasi untuk masa depan bangsa. https://t.co/4P4cuCL10b,Danantara bukan sekadar pengelolaan dana tetapi wujud nyata investasi untuk masa depan bangsa,1,1,True;
hari ini hari raya idul fitri tempatnya keluarga besar berkumpul. namun ada selingan topik berat tentang politik dan situasi indonesia saat ini. topik yang dibahas adalah kebijakan prabowo danantara dan KDM. just info keluarga besar voter 02 cont.....,hari ini hari raya idul fitri tempatnya keluarga besar berkumpul namun ada selingan topik berat tentang politik dan situasi indonesia saat ini topik yang dibahas adalah kebijakan prabowo danantara dan KDM just info keluarga besar voter 02 cont,2,2,True;
tentu saja itu semua koruptor di tangkap buat pengalihan isu danantara wkwkwkwk,tentu saja itu semua koruptor di tangkap buat pengalihan isu danantara wkwkwkwk,0,0,True;
@WSTWMYKY Bionya ganti dong danantara aja yang urus orang asing tuh ,Bionya ganti dong danantara aja yang urus orang asing tuh,0,0,True;
@jondhez Jangan² korupsi Pertamina buat nutupin pagar laut dan danantara?,Jangan korupsi Pertamina buat nutupin pagar laut dan danantara,0,0,True;
@jijirnyinyir @ARSIPAJA Kok masih ada auditor lah ini kan pinjam meminjam dalam satu entitas perusahaan. Baru minggu ini Danantara/BUMN sudah dicoret Srimulyani dari sumber penerimaan negara,Kok masih ada auditor lah ini kan pinjam meminjam dalam satu entitas perusahaan Baru minggu ini DanantaraBUMN sudah dicoret Srimulyani dari sumber penerimaan negara,2,2,True;
@JedTeguh03 Hebat banget Presiden Prabowo support kemajuan Danantara,Hebat banget Presiden Prabowo support kemajuan Danantara,1,1,True;
Udah berapa dosen cb di kelas yg bahas danantara ini provinsi yg mayoritas voters genap aja udh pd heran sm pemerenta. Hadeh apa gw blg dr dulu ,Udah berapa dosen cb di kelas yg bahas danantara ini provinsi yg mayoritas voters genap aja udh pd heran sm pemerenta Hadeh apa gw blg dr dulu,2,2,True;
Video: Istana soal Kabar Ray Dalio Batal Jadi Penasihat Danantara https://t.co/YP93MVMB6o,Video Istana soal Kabar Ray Dalio Batal Jadi Penasihat Danantara,2,2,True;
@Ary_PrasKe2 @Anak__Ogi @AntoniusCDN @becak50 @ch_chotimah2 @jhonsitorus_19 @kenhans03 @newIding30 @NgkongRoses @PakKarti @S4N_W1B1 bumn itu selain tugasnya cari duit tapi juga jaga keseimbangan spy terus terjangkau oleh masyarakat jadi bingung ya ada danantara mau bisnis 100% ato bantu masyarakat juga?,bumn itu selain tugasnya cari duit tapi juga jaga keseimbangan spy terus terjangkau oleh masyarakat jadi bingung ya ada danantara mau bisnis 100 ato bantu masyarakat juga,2,2,True;
@txtdrimedia PENGALIHAN ISU DANANTARA,PENGALIHAN ISU DANANTARA,0,0,True;
@GenZNusantara BPI Danantara bakal buka peluang baru buat semua kalangan,BPI Danantara bakal buka peluang baru buat semua kalangan,1,1,True;
@sumadiseloguno @liputan6dotcom Sambi sambi danantara,Sambi sambi danantara,2,2,True;
BPI DANANTARA UNTUK PERCEPATAN PERTUMBUHAN NASIONAL Bagaimana Danatara bisa berperan dalam pertumbuhan nasional? Lalu kenapa saat mula peluncurannya dikerumuni pro-kontra di tengah masyarakat? Asta Cita Center mempersembahkan diskusi dengan tajuk BPI Danantara untuk https://t.co/PNSDuRLKH1,BPI DANANTARA UNTUK PERCEPATAN PERTUMBUHAN NASIONAL Bagaimana Danatara bisa berperan dalam pertumbuhan nasional Lalu kenapa saat mula peluncurannya dikerumuni prokontra di tengah masyarakat Asta Cita Center mempersembahkan diskusi dengan tajuk BPI Danantara untuk,2,2,True;
Dimana Negara Yg Di Pimpin @prabowo Uang Ribuan Trilun Kemana Kog Masih Ada Nasib Anak Bangsa Begitu ironis Apa Guna Danantara Itu 10 Th @jokowi Cuma Mewariskan Banyak Masalah Anak┬▓ Negeri Terlantar Anak Dia Sendiri Di Kasih Karpet Merah Jokowi Bangsat !,Dimana Negara Yg Di Pimpin Uang Ribuan Trilun Kemana Kog Masih Ada Nasib Anak Bangsa Begitu ironis Apa Guna Danantara Itu 10 Th Cuma Mewariskan Banyak Masalah Anak Negeri Terlantar Anak Dia Sendiri Di Kasih Karpet Merah Jokowi Bangsat,0,0,True;
Dampak Positif Danantara #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/2oP5KgzYPV,Dampak Positif Danantara Danantara BPIDanantara ManfaatDanantara DukungDanantara,1,1,True;
Memang sih ga ada kepentingan politik. Yang ada kepentingan keluarga. Sama-lah dgn Luhut yg bilang bahwa Danantara diisi orang-orang profesional &amp; ga ada orang titipan yg ada keponakan sendiri. Seperti lagu keluarga cemara harta yang paling berharga adalah keluarga......... . https://t.co/n20EivL0GW,Memang sih ga ada kepentingan politik Yang ada kepentingan keluarga Samalah dgn Luhut yg bilang bahwa Danantara diisi orangorang profesional dan ga ada orang titipan yg ada keponakan sendiri Seperti lagu keluarga cemara harta yang paling berharga adalah keluarga,0,0,True
Danantara Indonesia Kekuatan Ekonomi Baru Nusantara. #danantara https://t.co/R1pyV9Mkst,Danantara Indonesia Kekuatan Ekonomi Baru Nusantara danantara,1,1,True;
@reaareaa__ Presiden Prabowo tunjukin dukungan konkret ke Danantara bikin startup lokal tambah semangat,Presiden Prabowo tunjukin dukungan konkret ke Danantara bikin startup lokal tambah semangat,1,1,True;
@hamba_sahaaya gegara danantara orang orang jadi ingat lagi lumuran dosa tangan pak sby.....century....hambalang....lapindo...... padahal uda benar ngurus volly....ngelukis....nyanyi nyanyi jauh dari hiruk pikuk kekuasaan......,gegara danantara orang orang jadi ingat lagi lumuran dosa tangan pak sbycenturyhambalanglapindo padahal uda benar ngurus vollyngelukisnyanyi nyanyi jauh dari hiruk pikuk kekuasaan,0,0,True;
@reaareaa__ Dukungan Presiden Prabowo memang ngasih motivasi buat Danantara buat tetap berkarya,Dukungan Presiden Prabowo memang ngasih motivasi buat Danantara buat tetap berkarya,1,1,True;
@tekarok007 Pemerintah beli aja saham Soros pakai duit danantara.. Dan buktikan tempo bisa disetir ngak! Gitu aja repot.... Hidup itu sederhana ada pemikiran jadikan niat dan lakukan.,Pemerintah beli aja saham Soros pakai duit danantara Dan buktikan tempo bisa disetir ngak Gitu aja repot Hidup itu sederhana ada pemikiran jadikan niat dan lakukan,2,2,True;
@JedTeguh03 Presiden Prabowo bilang dukung Danantara itu baru pemimpin yang siap bawa teknologi lokal makin diakui,Presiden Prabowo bilang dukung Danantara itu baru pemimpin yang siap bawa teknologi lokal makin diakui,1,1,True;
@BudiBukanIntel Menangani duit invest buat bikin beginian aja gagal total apalagi Danantara,Menangani duit invest buat bikin beginian aja gagal total apalagi Danantara,0,0,True;
Seketika lupa sama Danantara,Seketika lupa sama Danantara,2,2,True;
@reaareaa__ Seneng banget liat kolaborasi Presiden Prabowo dan Danantara bareng-bareng memajukan teknologi,Seneng banget liat kolaborasi Presiden Prabowo dan Danantara barengbareng memajukan teknologi,1,1,True;
SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara ï¸ Acap berkata kasar dan mengucapkan Ndasmu Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis ,SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian Danantara Acap berkata kasar dan mengucapkan Ndasmu Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis,0,0,True;
@AqilEasy3 engga kok cuman parno aja gegara danantara ,engga kok cuman parno aja gegara danantara,0,0,True;
Mengonsolidasikan dan mengelola aset strategis negara Danantara berkomitmen memperkuat masa depan ekonomi Indonesia melalui investasi berkelanjutan. #Danantara #InvestasiNasional #BPIDanantara https://t.co/RTjINzDb2U,Mengonsolidasikan dan mengelola aset strategis negara Danantara berkomitmen memperkuat masa depan ekonomi Indonesia melalui investasi berkelanjutan Danantara InvestasiNasional BPIDanantara,1,1,True;
Danantara Langkah Strategis Menjaga Stabilitas Ekonomi https://t.co/7ahnbG0YnS,Danantara Langkah Strategis Menjaga Stabilitas Ekonomi,1,1,True;
@antikorupsi Sehari peresmian danantara salah' satu perusahaan yaitu Pertamina ketahuan korupsi suram sehari peresmian,Sehari peresmian danantara salah satu perusahaan yaitu Pertamina ketahuan korupsi suram sehari peresmian,0,0,True;
*J U D U L B E R I T A* ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️ *DANANTARA KU SAYANG SEMOGA NASIB MU TIDAK MALANG* *B A C A D I S I N I* ⤵️⤵️⤵️⤵️⤵️⤵️⤵️⤵️ https://t.co/Ua3Fi5u7vL,J U D U L B E R I T A DANANTARA KU SAYANG SEMOGA NASIB MU TIDAK MALANG B A C A D I S I N I,0,0,True;
@dheppylovelly Jalan menuju sukses terbuka lebar kalau semua jujur dan transparan dukung Danantara,Jalan menuju sukses terbuka lebar kalau semua jujur dan transparan dukung Danantara,1,1,True;
DANANTARA BERPONTENSI MENJADI KATALIS POSITIF BAGI PERTUMBUHAN EKONOMI https://t.co/UsIBjLhc1U,DANANTARA BERPONTENSI MENJADI KATALIS POSITIF BAGI PERTUMBUHAN EKONOMI,1,1,True;
@reaareaa__ Presiden Prabowo berani gerak cepat dukung Danantara patut diapresiasi,Presiden Prabowo berani gerak cepat dukung Danantara patut diapresiasi,1,1,True;
@satriohendri Oligarki yg kemaren ngutang ke BLBI noh suruh bayarin DANANTARA...!!,Oligarki yg kemaren ngutang ke BLBI noh suruh bayarin DANANTARA,0,0,True;
@reaareaa__ Keberpihakan Presiden Prabowo pada Danantara wujud kecintaan pada karya anak bangsa,Keberpihakan Presiden Prabowo pada Danantara wujud kecintaan pada karya anak bangsa,1,1,True;
Gara gara danantara gaji terlambat masuk.. ahhh kampret!!,Gara gara danantara gaji terlambat masuk ahhh kampret,0,0,True;
@coinvestasi Rumor Dalio batal gabung Danantara jadi panas karena reputasinya sebagai magnet validasi di dunia investasi market selalu FOMO lihat nama besar dilempar ke proyek baru apalagi di tengah ekonomi global yang serba spekulatif. Dampaknya publik gampang terpicu euforia atau malah,Rumor Dalio batal gabung Danantara jadi panas karena reputasinya sebagai magnet validasi di dunia investasi market selalu FOMO lihat nama besar dilempar ke proyek baru apalagi di tengah ekonomi global yang serba spekulatif Dampaknya publik gampang terpicu euforia atau malah,2,2,True;
SORRY YEEE Maafkan diri ini bila belum bisa setransparan pembuatan RUU TNI. Masih banyak salah seperti pendirian Danantara. Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis. Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H!,SORRY YEEE Maafkan diri ini bila belum bisa setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian Danantara Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis Oke Gas menuju kemenangan selamat merayakan Hari Idul Fitri 1446 H,0,0,True;
salut banget buat Danantara sukses bawa perubahan https://t.co/D7VcmQzGLw,salut banget buat Danantara sukses bawa perubahan,1,1,True;
Dewan pengawas danantara tulang punggung globalis,Dewan pengawas danantara tulang punggung globalis,0,0,True;
@JedTeguh03 Dukungan penuh dari Presiden Prabowo bikin Danantara makin percaya diri,Dukungan penuh dari Presiden Prabowo bikin Danantara makin percaya diri,1,1,True;
@dheppylovelly Support full buat Danantara demi investasi yang jelas dan bersih ,Support full buat Danantara demi investasi yang jelas dan bersih,1,1,True;
Ketakutan terbesar orang Indonesia adalah suatu saat daftar ini update dan nama Danantara ada di nomor satu dan tidak bisa disalip selama seabad. https://t.co/CHcX1GFLxE,Ketakutan terbesar orang Indonesia adalah suatu saat daftar ini update dan nama Danantara ada di nomor satu dan tidak bisa disalip selama seabad,0,0,True;
@JedTeguh03 Bangga punya pemimpin kayak Presiden Prabowo yang support Danantara dengan sepenuh hati,Bangga punya pemimpin kayak Presiden Prabowo yang support Danantara dengan sepenuh hati,1,1,True;
@tempodotco Pertamina tumbal untuk Danantara.,Pertamina tumbal untuk Danantara,0,0,True;
Danantara menjadi energi untuk masa depan Indonesia. #Danantara #EkonomiKuat #PertumbuhanEkonomi https://t.co/dUGEIB195f,Danantara menjadi energi untuk masa depan Indonesia Danantara EkonomiKuat PertumbuhanEkonomi,1,1,True;
Danantara menuju masa depan yang lebih mandiri dan berdaya saing. #Prabowo #Danantara #InovasiLokal https://t.co/63sFQUEd51,Danantara menuju masa depan yang lebih mandiri dan berdaya saing Prabowo Danantara InovasiLokal,1,1,True;
jangan lupa ada danantara,jangan lupa ada danantara,2,2,True;
@KangSemproel Danantara dana donasi tiada Tara,Danantara dana donasi tiada Tara,0,0,True;
@reaareaa__ Bagus banget Presiden Prabowo peduli sama Danantara buktikan komitmen nyata,Bagus banget Presiden Prabowo peduli sama Danantara buktikan komitmen nyata,1,1,True;
Awalnya kira beli saham bank bkl aman aja stlh ada danantara mulai trust issue,Awalnya kira beli saham bank bkl aman aja stlh ada danantara mulai trust issue,0,0,True;
Danantara sempakkk! IHSG ancurr leburrrr,Danantara sempakkk IHSG ancurr leburrrr,0,0,True;
@GenZNusantara Hebat! Dengan BPI Danantara ekonomi kita bergerak maju ke arah yang lebih hijau dan berkelanjutan,Hebat Dengan BPI Danantara ekonomi kita bergerak maju ke arah yang lebih hijau dan berkelanjutan,1,1,True;
mbg kebijakan bpjs kesehatan ppn 12% efisiensi anggaran negara phk massal efisiensi gas LPG danantara korupsi pertamina. ini kalo ada yg ngechat lagi apa? juga gua bales lagi mikirin negara ,mbg kebijakan bpjs kesehatan ppn 12 efisiensi anggaran negara phk massal efisiensi gas LPG danantara korupsi pertamina ini kalo ada yg ngechat lagi apa juga gua bales lagi mikirin negara,0,0,True;
 Danantara: Kekuatan Investasi untuk Masa Depan Indonesia! ðŸ‡®ðŸ‡© Dengan tata kelola yang profesional kita pastikan investasi negara dikelola secara transparan dan berkelanjutan. Ayo dukung Danantara untuk kemakmuran rakyat! #Danantara #InvestasiMasaDepan https://t.co/NWzRcrDqMG,Danantara Kekuatan Investasi untuk Masa Depan Indonesia Dengan tata kelola yang profesional kita pastikan investasi negara dikelola secara transparan dan berkelanjutan Ayo dukung Danantara untuk kemakmuran rakyat Danantara InvestasiMasaDepan,1,1,True;
@GenZNusantara Kerja keras Danantara dan RUPST Himbara berdampak IHSG tambah solid. Investor makin semangat hadapi tantangan baru,Kerja keras Danantara dan RUPST Himbara berdampak IHSG tambah solid Investor makin semangat hadapi tantangan baru,1,1,True;
@JedTeguh03 Perhatian Presiden Prabowo ke Danantara jadi motivasi tim buat terus upgrade,Perhatian Presiden Prabowo ke Danantara jadi motivasi tim buat terus upgrade,1,1,True;
@FrediRandi4 Dukungan global ke Danantara jadi motivasi baru buat terus jalanin visi ala Presiden Prabowo,Dukungan global ke Danantara jadi motivasi baru buat terus jalanin visi ala Presiden Prabowo,1,1,True;
@StefanAntonio__ Percayalah emas lu bakal hilang ditelan danantara Lu pade akan melarat dibuatnya,Percayalah emas lu bakal hilang ditelan danantara Lu pade akan melarat dibuatnya,0,0,True;
@reaareaa__ Seneng banget kalau Presiden Prabowo selalu konsisten menaruh perhatian ke Danantara,Seneng banget kalau Presiden Prabowo selalu konsisten menaruh perhatian ke Danantara,1,1,True;
Bagaimana Cara Danantara Merebut Peluang Bisnis Petrokimia? #TempoPlus https://t.co/ROJiKIsmDD,Bagaimana Cara Danantara Merebut Peluang Bisnis Petrokimia TempoPlus,2,2,True;
Kompleksitas BankEmas dan kaitannya dengan @Danantara_ri https://t.co/g3DQNprNWx,Kompleksitas BankEmas dan kaitannya dengan,2,2,True;
kocaknya mereka ga sadar kalo kasus korupsi besar-besaran ini terjadi pada saat zaman kepemimpinan bapaknya si wapres bahkan danantara aja diisi sama koruptor wkwk masih aja denial tuh padahal si bapak x ini kemaren koar-koar hidup jkw! ,kocaknya mereka ga sadar kalo kasus korupsi besarbesaran ini terjadi pada saat zaman kepemimpinan bapaknya si wapres bahkan danantara aja diisi sama koruptor wkwk masih aja denial tuh padahal si bapak x ini kemaren koarkoar hidup jkw,0,0,True;
Yang pns2 suruh isi konflik kepentingan sampe berbusa2 yang diatas kayak gini ya pantes itu pada mundur pengurus danantara,Yang pns2 suruh isi konflik kepentingan sampe berbusa2 yang diatas kayak gini ya pantes itu pada mundur pengurus danantara,0,0,True;
@GenZNusantara Ada yang lagi happy nih! IHSG menguat investor makin percaya. Thanks to kejelasan Danantara dan positifnya RUPST Himbara,Ada yang lagi happy nih IHSG menguat investor makin percaya Thanks to kejelasan Danantara dan positifnya RUPST Himbara,1,1,True;
Rosan Rangkap Jabatan di BKPM dan Danantara Wamen Investasi: Bagian dari Strategi Konsolidasi https://t.co/98HXhZWRLx,Rosan Rangkap Jabatan di BKPM dan Danantara Wamen Investasi Bagian dari Strategi Konsolidasi,2,2,True;
Artinya Danantara tidak dipercaya investor. #IndonesiaGelap #KaburAjaDulu https://t.co/D70VQ3EZXo https://t.co/J12fdUhObR,Artinya Danantara tidak dipercaya investor IndonesiaGelap KaburAjaDulu,0,0,True;
