Text,Text Clean,Label,Predicted Label,Correct;;;
@aniesbaswedan MASTER CHEF INTERNASIONAL SEDANG MEMASAK SOP DANANTARA GASS POOLL PARK AHN NICE ,MASTER CHEF INTERNASIONAL SEDANG MEMASAK SOP DANANTARA GASS POOLL PARK AHN NICE,0,0,True;;;
@Rocky_Antonie @prabowo DANANTARA yang jelas ada ASING ya jadi yang ANTEK ASING itu siapa BANGSAT JAHANAM,DANANTARA yang jelas ada ASING ya jadi yang ANTEK ASING itu siapa BANGSAT JAHANAM,0,0,True;;;
Masyarakat tak perlu merasa khawatir dalam menyimpan dana di bank BUMN karena dijamin dana tersebut bukan untuk modal Danantara https://t.co/IkUG8rPjrP,Masyarakat tak perlu merasa khawatir dalam menyimpan dana di bank BUMN karena dijamin dana tersebut bukan untuk modal Danantara,1,1,True;;;
Dengan semangat keberlanjutan BPI Danantara mendorong kerja sama global demi memperkuat ketahanan energi nasional lewat sumber terbarukan. #KetahananEnergi #InvestasiHijau #DanantaraMaju https://t.co/hlAnLu5vcy,Dengan semangat keberlanjutan BPI Danantara mendorong kerja sama global demi memperkuat ketahanan energi nasional lewat sumber terbarukan KetahananEnergi InvestasiHijau DanantaraMaju,1,1,True;;;
@reaareaa__ Karena dukungan Presiden Prabowo buat Danantara makin semangat buat eksplorasi hal baru di dunia teknologi,Karena dukungan Presiden Prabowo buat Danantara makin semangat buat eksplorasi hal baru di dunia teknologi,1,1,True;;;
Kasus Korupsi Pertamina Rp968 5 Triliun Hardjuno Wiwoho: Bom Waktu Potensi Korupsi di Danantara https://t.co/oRLtX1NJsB,Kasus Korupsi Pertamina Rp968 5 Triliun Hardjuno Wiwoho Bom Waktu Potensi Korupsi di Danantara,0,0,True;;;
@GenZNusantara Indonesia mendunia! BPI Danantara take charge dengan transisi energi dan sustainable growth,Indonesia mendunia BPI Danantara take charge dengan transisi energi dan sustainable growth,1,1,True;;;
@jackjackparrr Tungguin aja danantara yg di korupsi ntar bukan lagi #IndonesiaGelap tapi #IndonesiaBubar,Tungguin aja danantara yg di korupsi ntar bukan lagi IndonesiaGelap tapi IndonesiaBubar,0,0,True;;;
@GenZNusantara BPI Danantara bikin transformasi ekonomi Indonesia possible banget let's go sustainable!,BPI Danantara bikin transformasi ekonomi Indonesia possible banget lets go sustainable,1,1,True;;;
@raymondchins Biasa bang tebang pilih yang udah gak guna yang udah gak satu kubu ditumbal tumbalin disaat yang tepat contohnya sekarang buat nutupin danantara,Biasa bang tebang pilih yang udah gak guna yang udah gak satu kubu ditumbal tumbalin disaat yang tepat contohnya sekarang buat nutupin danantara,0,0,True;;;
 Masa depan ekonomi harus bersih! Prabowo tegaskan Danantara diaudit setiap saat. #berita #danantara #presidenprabowo #investasi #tepatsolutifindonesia https://t.co/T3ClYChbzW,Masa depan ekonomi harus bersih Prabowo tegaskan Danantara diaudit setiap saat berita danantara presidenprabowo investasi tepatsolutifindonesia,1,1,True;;;
@reaareaa__ Hebat Presiden Prabowo support Danantara sebuah langkah cerdas demi Indonesia maju,Hebat Presiden Prabowo support Danantara sebuah langkah cerdas demi Indonesia maju,1,1,True;;;
@GenZNusantara BPI Danantara di show time! Designing masa depan ekonomi sustainable dan competitive,BPI Danantara di show time Designing masa depan ekonomi sustainable dan competitive,1,1,True;;;
@kenhans03 TETEP BAHAS DANANTARA YA GES YA ANEH BANGET ABIS DANANTARA RESMI MALAH MUNCUL BERITA GINIAN BANYAK,TETEP BAHAS DANANTARA YA GES YA ANEH BANGET ABIS DANANTARA RESMI MALAH MUNCUL BERITA GINIAN BANYAK,0,0,True;;;
@reaareaa__ Seru lihat Presiden Prabowo dukung Danantara kreatifitas Indonesia bisa go international,Seru lihat Presiden Prabowo dukung Danantara kreatifitas Indonesia bisa go international,1,1,True;;;
@dheppylovelly Investasi Danantara adalah langkah maju dukung dengan integritas dan transparansi,Investasi Danantara adalah langkah maju dukung dengan integritas dan transparansi,1,1,True;;;
Lucuk juga ya dagelan konoha iniiih.. dari #indonesiagelap trus peresmian #danantara eeeh sekarang munculin #PertamaxOplosan ini sebenernya ada apa sihhh??? ,Lucuk juga ya dagelan konoha iniiih dari indonesiagelap trus peresmian danantara eeeh sekarang munculin PertamaxOplosan ini sebenernya ada apa sihhh,0,0,True;;;
Danantara Perkuat Masa Depan Ekonomi Indonesia. #Danantara #InvestasiNasional #BPIDanantara https://t.co/5CHFNE3Kza,Danantara Perkuat Masa Depan Ekonomi Indonesia Danantara InvestasiNasional BPIDanantara,1,1,True;;;
@reaareaa__ Presiden Prabowo kasih contoh baik soal dukung startup lokal kayak Danantara,Presiden Prabowo kasih contoh baik soal dukung startup lokal kayak Danantara,1,1,True;;;
@reaareaa__ Dukungan Presiden Prabowo buat Danantara pasti jadi inspirasi banyak orang buat terus berkarya,Dukungan Presiden Prabowo buat Danantara pasti jadi inspirasi banyak orang buat terus berkarya,1,1,True;;;
bisa nih Danantara! Investasi ramah lingkungan jadi kenyataan https://t.co/zVBBTZ8Evy,bisa nih Danantara Investasi ramah lingkungan jadi kenyataan,1,1,True;;;
@reaareaa__ Presiden Prabowo bener-bener lihat potensi Danantara supportnya bukan main,Presiden Prabowo benerbener lihat potensi Danantara supportnya bukan main,1,1,True;;;
@GenZNusantara Kerja keras Danantara dan RUPST Himbara berdampak IHSG tambah solid. Investor makin semangat hadapi tantangan baru,Kerja keras Danantara dan RUPST Himbara berdampak IHSG tambah solid Investor makin semangat hadapi tantangan baru,1,1,True;;;
@GenZNusantara Dukung BPI Danantara buat masa depan yang lebih inklusif dan berdaya saing,Dukung BPI Danantara buat masa depan yang lebih inklusif dan berdaya saing,1,1,True;;;
Danantara adalah konsolidasi semua kekuatan ekonomi kita. https://t.co/KuNn75b2yt,Danantara adalah konsolidasi semua kekuatan ekonomi kita,1,1,True;;;
Danantara Sebagai Kekuatan Energo Masa Depan Indonesia #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/ZtJDpaDB8w,Danantara Sebagai Kekuatan Energo Masa Depan Indonesia Danantara BPIDanantara ManfaatDanantara DukungDanantara,1,1,True;;;
@hnirankara @prabowo Hahaha... gak mungkin keknya lha wong Mulyono sebagai finalis OCCRP aja diangkat / punya kursi di Danantara. Kecuali case fufufafa diangkat dan digoreng lagi tapi harus bener2 nyampe beritanya ke Prabski,Hahaha gak mungkin keknya lha wong Mulyono sebagai finalis OCCRP aja diangkat punya kursi di Danantara Kecuali case fufufafa diangkat dan digoreng lagi tapi harus bener2 nyampe beritanya ke Prabski,0,0,True;;;
@reaareaa__ Pembuktian Presiden Prabowo dukung Danantara itu sinyal positif untuk teknologi lokal,Pembuktian Presiden Prabowo dukung Danantara itu sinyal positif untuk teknologi lokal,1,1,True;;;
@KuntoAjiW permainan bandar kemarin ihsg jeblo biar bisa diserok danantara ,permainan bandar kemarin ihsg jeblo biar bisa diserok danantara,0,0,True;;;
Dukungan terhadap Danantara berarti mendorong kemudahan akses dan tata kelola pemerintahan yang modern demi kesejahteraan rakyat. #Fakta #CekFakta #BPIDanantara #Ekonomilndonesia #TerusTerang https://t.co/pUnw6xR9zC,Dukungan terhadap Danantara berarti mendorong kemudahan akses dan tata kelola pemerintahan yang modern demi kesejahteraan rakyat Fakta CekFakta BPIDanantara Ekonomilndonesia TerusTerang,1,1,True;;;
@FrediRandi4 Kerja nyata Presiden Prabowo hadir lewat Joint Fund bersama Danantara bukti semangat perubahan zaman,Kerja nyata Presiden Prabowo hadir lewat Joint Fund bersama Danantara bukti semangat perubahan zaman,1,1,True;;;
@reaareaa__ Langkah Presiden Prabowo ke Danantara bikin banyak mimpi bisa terwujud,Langkah Presiden Prabowo ke Danantara bikin banyak mimpi bisa terwujud,1,1,True;;;
@Saham_fess Sengaja biar danantara serok harga murah,Sengaja biar danantara serok harga murah,0,0,True;;;
@tanyakanrl Saham danantara turun drastis sebagian investor kabur bulan lalu betapa tidak percayanya. Coba cek saham danantara,Saham danantara turun drastis sebagian investor kabur bulan lalu betapa tidak percayanya Coba cek saham danantara,0,0,True;;;
@GenZNusantara Terbukti IHSG yang naik bikin kepercayaan investor jadi beterbang. Andil RUPST Himbara dan kejelasan Danantara sangat berarti,Terbukti IHSG yang naik bikin kepercayaan investor jadi beterbang Andil RUPST Himbara dan kejelasan Danantara sangat berarti,1,1,True;;;
@GenZNusantara IHSG terus menguat dan bikin investor percaya. Danantara dan RUPST Himbara jadi dorongan besar buat optimisme pasar,IHSG terus menguat dan bikin investor percaya Danantara dan RUPST Himbara jadi dorongan besar buat optimisme pasar,1,1,True;;;
ga lolos probation di danantara wkwk,ga lolos probation di danantara wkwk,0,0,True;;;
danantara emang jos! Bawa angin segar buat ekonomi kita https://t.co/h0kD3FYHsA,danantara emang jos Bawa angin segar buat ekonomi kita,1,1,True;;;
Percepat Investasi dan Pembangunan Berkelanjutan Danantara Gandeng Credit Agricole CIB https://t.co/Ff1RezcuML via @InvestorID,Percepat Investasi dan Pembangunan Berkelanjutan Danantara Gandeng Credit Agricole CIB via,1,1,True;;;
Kehadiran Danantara akan memberikan angin segar terhadap penerimaan pajak negara. #BPIDanantara #Danantara #EkonomiMaju #IndonesiaTerang #IndonesiaMaju https://t.co/S7OrzcgOKW,Kehadiran Danantara akan memberikan angin segar terhadap penerimaan pajak negara BPIDanantara Danantara EkonomiMaju IndonesiaTerang IndonesiaMaju,1,1,True;;;
@xapAAApax @pagarkewarasan @tempodotco @prabowo So jangan di sama2 in bwang temasek sm danantara. Tetap fokus kalau danantara itu salah 1 koreksi rakyat yg di cuekin pemrentah. Itu nyata Case closed,So jangan di sama2 in bwang temasek sm danantara Tetap fokus kalau danantara itu salah 1 koreksi rakyat yg di cuekin pemrentah Itu nyata Case closed,0,0,True;;;
@RickyKardjono Tetap kawal DANANTARA MIN,Tetap kawal DANANTARA MIN,0,0,True;;;
Danantara hadir wujudkan investasi yang lebih baik! Dengan sistem transparan dan teknologi terkini Indonesia siap melaju lebih maju. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/4WsV2ypvWc,Danantara hadir wujudkan investasi yang lebih baik Dengan sistem transparan dan teknologi terkini Indonesia siap melaju lebih maju BPIDanantara PembangunanNasional SektorStrategis,1,1,True;;;
Kolaborasi tiga pemimpin besar ini jadi momentum bersejarah untuk Indonesia. Ada ide nama keren buat mereka #Danantara #prabowo #sby #jokowi https://t.co/otr54zmrDj,Kolaborasi tiga pemimpin besar ini jadi momentum bersejarah untuk Indonesia Ada ide nama keren buat mereka Danantara prabowo sby jokowi,1,1,True;;;
Investasi di Danantara adalah investasi untuk kemajuan bangsa. Mari bersama-sama mendukung upaya pemerintah untuk mencapainya https://t.co/cdB77odQSH,Investasi di Danantara adalah investasi untuk kemajuan bangsa Mari bersamasama mendukung upaya pemerintah untuk mencapainya,1,1,True;;;
@FiKinst Coba cek lembaga sekelas Danantara milik negara luar ada ga mereka menempatkan orang d luar negaranya sbgai dewan penasehat? Ekonomi dunia itu ga bisa diperhitungkan sembrono karena pengaruhnya k ekonomi dlm negeri jadi hrs tepat sasaran. Itu fungsi orang luar d dewan penasehat,Coba cek lembaga sekelas Danantara milik negara luar ada ga mereka menempatkan orang d luar negaranya sbgai dewan penasehat Ekonomi dunia itu ga bisa diperhitungkan sembrono karena pengaruhnya k ekonomi dlm negeri jadi hrs tepat sasaran Itu fungsi orang luar d dewan penasehat,0,0,True;;;
@doublexuicide SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI ï¸ Masih banyak salah seperti pendirian Danantara ï¸,SORRY YEEEE Maafkan diri ini bila belum setransparan pembuatan RUU TNI Masih banyak salah seperti pendirian Danantara,0,0,True;;;
Masa depan ekonomi Indonesia dibangun dari sekarang. Danantara ambil peran lewat investasi strategis demi Indonesia yang tangguh. #Danantara #InvestasiNasional #BPIDanantara,Masa depan ekonomi Indonesia dibangun dari sekarang Danantara ambil peran lewat investasi strategis demi Indonesia yang tangguh Danantara InvestasiNasional BPIDanantara,1,1,True;;;
Tiba-tiba dar der dor bgt ada banyak kasus korupsi yg terungkap di tengah polemik Indonesia gelap danantara MBG yg semakin gatau kelanjutannya (SD sekitar rumah juga belum dpt mbg) vendor retreat yg masih keluarga (you know lah berapa anggarannya di tengah EFISIENSI) cont.. https://t.co/56Js5bnrWn,Tibatiba dar der dor bgt ada banyak kasus korupsi yg terungkap di tengah polemik Indonesia gelap danantara MBG yg semakin gatau kelanjutannya SD sekitar rumah juga belum dpt mbg vendor retreat yg masih keluarga you know lah berapa anggarannya di tengah EFISIENSI cont,0,0,True;;;
Taukah kamu apa manfaat danantara #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/VFb6dsX0I0,Taukah kamu apa manfaat danantara Danantara BPIDanantara ManfaatDanantara DukungDanantara,1,1,True;;;
gw akan tep bilang danantara anjing. ga gunaaaaaaa,gw akan tep bilang danantara anjing ga gunaaaaaaa,0,0,True;;;
@JedTeguh03 Support dari Presiden Prabowo buat Danantara jadi inspirasi untuk selalu berinovasi,Support dari Presiden Prabowo buat Danantara jadi inspirasi untuk selalu berinovasi,1,1,True;;;
BPI Danantara membuka pintu lebar bagi investasi asing untuk energi terbarukan di Indonesia! Ini adalah langkah strategis untuk menjadikan Indonesia lebih mandiri dan berdaya saing dalam sektor energi. #EnergiBersih #InvestasiHijau #DanantaraMaju https://t.co/tfymmKStyu,BPI Danantara membuka pintu lebar bagi investasi asing untuk energi terbarukan di Indonesia Ini adalah langkah strategis untuk menjadikan Indonesia lebih mandiri dan berdaya saing dalam sektor energi EnergiBersih InvestasiHijau DanantaraMaju,1,1,True;;;
Kekuatan ekonomi Indonesia terletak pada inovasi Danantara kunci untuk masa depan yang lebih maju! #Danantara #EkonomiIndonesia https://t.co/rp8q9GOJU7,Kekuatan ekonomi Indonesia terletak pada inovasi Danantara kunci untuk masa depan yang lebih maju Danantara EkonomiIndonesia,1,1,True;;;
@tanyarlfes abis kerjasama danantara sama blackrock presiden kita langsung begini,abis kerjasama danantara sama blackrock presiden kita langsung begini,0,0,True;;;
mantap! Danantara bnr2 bisa dorong ekonomi naik https://t.co/s1TUGz0adP,mantap Danantara bnr2 bisa dorong ekonomi naik,1,1,True;;;
@reaareaa__ Presiden Prabowo ngasih kepercayaan penuh ke Danantara layak jadi panutan,Presiden Prabowo ngasih kepercayaan penuh ke Danantara layak jadi panutan,1,1,True;;;
Langkah pasti Danantara dorong ekonomi makin maju. Dengan investasi strategis peluang besar terbuka untuk masa depan Indonesia. #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/VtZOR9poWv,Langkah pasti Danantara dorong ekonomi makin maju Dengan investasi strategis peluang besar terbuka untuk masa depan Indonesia InvestasiStrategis EkonomiTumbuh IndonesiaMaju,1,1,True;;;
@reaareaa__ Salut luar biasa buat Presiden Prabowo yang tetap konsisten mendukung Danantara dalam segala situasi,Salut luar biasa buat Presiden Prabowo yang tetap konsisten mendukung Danantara dalam segala situasi,1,1,True;;;
@reaareaa__ Respect untuk Presiden Prabowo yang nggak ragu support Danantara semoga jadi inspirasi buat sektor lain,Respect untuk Presiden Prabowo yang nggak ragu support Danantara semoga jadi inspirasi buat sektor lain,1,1,True;;;
@JedTeguh03 Hebat banget Presiden Prabowo dukung Danantara semoga dunia usaha lokal tambah eksis,Hebat banget Presiden Prabowo dukung Danantara semoga dunia usaha lokal tambah eksis,1,1,True;;;
@reaareaa__ Dengan adanya dukungan Prabowo buat Danantara makin yakin bisa cetak prestasi,Dengan adanya dukungan Prabowo buat Danantara makin yakin bisa cetak prestasi,1,1,True;;;
@GenZNusantara Dengan tata kelola yang baik BPI Danantara bawa kita ke arah investasi yang menguntungkan dan berkelanjutan,Dengan tata kelola yang baik BPI Danantara bawa kita ke arah investasi yang menguntungkan dan berkelanjutan,1,1,True;;;
SERU BANGET IS FGDNYA BAGAS DANANTARA ,SERU BANGET IS FGDNYA BAGAS DANANTARA,1,1,True;;;
Wekekekekeke Masih penasasaran bagaimana #Danantara nanti beroperasi bin jalan disaat semua aset BUMN sudah tergadaikan semua. Apakah akan gunakan layering berlapis untuk kapitalisasi aset supaya menjadi kinclong dimana investor (kalau investornya buta plus kacamata hitam),Wekekekekeke Masih penasasaran bagaimana Danantara nanti beroperasi bin jalan disaat semua aset BUMN sudah tergadaikan semua Apakah akan gunakan layering berlapis untuk kapitalisasi aset supaya menjadi kinclong dimana investor kalau investornya buta plus kacamata hitam,0,0,True;;;
@reaareaa__ Langkah Presiden Prabowo support Danantara bikin anak muda optimis berkarya di tanah air,Langkah Presiden Prabowo support Danantara bikin anak muda optimis berkarya di tanah air,1,1,True;;;
Dengan sistem modern dan akuntabel Danantara memajukan investasi demi pembangunan nasional berkelanjutan. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/dEalgMGLzo,Dengan sistem modern dan akuntabel Danantara memajukan investasi demi pembangunan nasional berkelanjutan BPIDanantara PembangunanNasional SektorStrategis,1,1,True;;;
@dheppylovelly Investasi yang benar dan terbuka bikin kita semua nyaman. Yuk support Danantara! ,Investasi yang benar dan terbuka bikin kita semua nyaman Yuk support Danantara,1,1,True;;;
@Franken_blues @msaid_didu Kualitas buzzer nih dari segi analisa emang tolol banget ya sampah banget isi otaknya. Kereta Cepat aja hutang nya numpuk IKN aja megap megap danantara aja ngambil dari efisiensi anggaram modalnya. Ini lagi bangun giant sea wall. Haduh goblok goblok,Kualitas buzzer nih dari segi analisa emang tolol banget ya sampah banget isi otaknya Kereta Cepat aja hutang nya numpuk IKN aja megap megap danantara aja ngambil dari efisiensi anggaram modalnya Ini lagi bangun giant sea wall Haduh goblok goblok,0,0,True;;;
@DS_yantie Demi THR DANANTARA,Demi THR DANANTARA,0,0,True;;;
@GenZNusantara IHSG kian mantap investor optimistis! Progres di Danantara dan RUPST Himbara memberi keyakinan,IHSG kian mantap investor optimistis Progres di Danantara dan RUPST Himbara memberi keyakinan,1,1,True;;;
@reaareaa__ Kalau Presiden Prabowo aja dukung Danantara kita harus makin percaya sama karya negeri sendiri,Kalau Presiden Prabowo aja dukung Danantara kita harus makin percaya sama karya negeri sendiri,1,1,True;;;
@ikhwanuddin @TxtdariHI di Danantara kebanyakan Nepo si Dalio muak bawahannya kaga ada yang punya skill mumpuni,di Danantara kebanyakan Nepo si Dalio muak bawahannya kaga ada yang punya skill mumpuni,0,0,True;;;
Langkah strategis Danantara membuka jalan baru menuju kemandirian ekonomi nasional #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/i0RRTyvu4o,Langkah strategis Danantara membuka jalan baru menuju kemandirian ekonomi nasional Danantara KerjaSamaDanantara InvestasiDanantara DukungDanantara,1,1,True;;;
SORRY YEEEE JENDS Maafkan aku belum transparan seperti RUU TNI ï¸. Masih banyak salah termasuk pendirian Danantara ï¸. Sering kasar bahkan Ndasmu . Teriring salam dan kehangatan seperti makan bergizi gratis . Selamat Idul Fitri 1446 H! ï¸ https://t.co/1b9IuvbmYC,SORRY YEEEE JENDS Maafkan aku belum transparan seperti RUU TNI Masih banyak salah termasuk pendirian Danantara Sering kasar bahkan Ndasmu Teriring salam dan kehangatan seperti makan bergizi gratis Selamat Idul Fitri 1446 H,0,0,True;;;
@JedTeguh03 Presiden Prabowo hadir support Danantara bener-bener kasih harapan baru buat generasi muda digital,Presiden Prabowo hadir support Danantara benerbener kasih harapan baru buat generasi muda digital,1,1,True;;;
Danantara nih kenapa masih diterusin sih,Danantara nih kenapa masih diterusin sih,0,0,True;;;
@reaareaa__ Seneng banget Presiden Prabowo kasih dukungan ke Danantara jadi semangat baru buat dunia digital Indonesia,Seneng banget Presiden Prabowo kasih dukungan ke Danantara jadi semangat baru buat dunia digital Indonesia,1,1,True;;;
@reaareaa__ Makin yakin sama masa depan digital Presiden Prabowo support Danantara semoga sukses terus,Makin yakin sama masa depan digital Presiden Prabowo support Danantara semoga sukses terus,1,1,True;;;
@GenZNusantara BPI Danantara naikkan level kompetisi global kita yuk melesat,BPI Danantara naikkan level kompetisi global kita yuk melesat,1,1,True;;;
Danantara Hadir Untuk Mengoptialkan Pengelolaan Kekayaan Indonesia Demi Kesejahteraan Rakyat. https://t.co/LbzawjvWf6,Danantara Hadir Untuk Mengoptialkan Pengelolaan Kekayaan Indonesia Demi Kesejahteraan Rakyat,1,1,True;;;
Klasemen Sementara Liga Korupsi Indonesia....dengan Pertamina New Entry... Bisa jadi Danantara yang bakal promosi musim depan *at least I can enjoy this part being WNI https://t.co/eoWGpxFiNx,Klasemen Sementara Liga Korupsi Indonesiadengan Pertamina New Entry Bisa jadi Danantara yang bakal promosi musim depan at least I can enjoy this part being WNI,0,0,True;;;
@anassaputra2045 @yudhakhel Aku yang berdoa Danantara gagal dan kolaps lebih besar dari 1MDB Malaysia: https://t.co/eT5pnHpJbx,Aku yang berdoa Danantara gagal dan kolaps lebih besar dari 1MDB Malaysia,0,0,True;;;
@NaufalWafy @worksfess Saya kok pesimis. Dulu larangan rapat di hotel dan rapat cuma boleh makan rebusan kayak cuma gimmick. Uang negara masih banyak. Kalau sekarang udahlah negara dibikin bokek sama proyek ikn si mul eh masih ketambahan si wowo mesti ngumpulin duit buat mbg dan danantara.,Saya kok pesimis Dulu larangan rapat di hotel dan rapat cuma boleh makan rebusan kayak cuma gimmick Uang negara masih banyak Kalau sekarang udahlah negara dibikin bokek sama proyek ikn si mul eh masih ketambahan si wowo mesti ngumpulin duit buat mbg dan danantara,0,0,True;;;
@shitlicious danantara biar ditriakin tiap menit dah nga bisa diganggu gugat dah fixed semau guweh tinggal berdoa aja,danantara biar ditriakin tiap menit dah nga bisa diganggu gugat dah fixed semau guweh tinggal berdoa aja,0,0,True;;;
@GenZNusantara Transformasi ekonomi bersama BPI Danantara optimisme baru untuk Indonesia,Transformasi ekonomi bersama BPI Danantara optimisme baru untuk Indonesia,1,1,True;;;
Block Danantara... ,Block Danantara,0,0,True;;;
mana pas bilang gw langsng SETUJU BGT. berita danantara redup bgt sialaannnn gegara kasus korupsi. top emg indonesia ini,mana pas bilang gw langsng SETUJU BGT berita danantara redup bgt sialaannnn gegara kasus korupsi top emg indonesia ini,0,0,True;;;
@reaareaa__ Support Presiden Prabowo ke Danantara bikin gebrakan baru startup Indonesia makin diperhitungkan,Support Presiden Prabowo ke Danantara bikin gebrakan baru startup Indonesia makin diperhitungkan,1,1,True;;;
@reaareaa__ Hebat deh Presiden Prabowo mau support Danantara Indonesia pasti makin melaju dengan inovasi kaya gini,Hebat deh Presiden Prabowo mau support Danantara Indonesia pasti makin melaju dengan inovasi kaya gini,1,1,True;;;
luar biasa! Danantara bisa jadi game-changer buat energi https://t.co/E9jkvqeG7b,luar biasa Danantara bisa jadi gamechanger buat energi,1,1,True;;;
@JedTeguh03 Langkah nyata Presiden Prabowo mendukung Danantara jadi inspirasi,Langkah nyata Presiden Prabowo mendukung Danantara jadi inspirasi,1,1,True;;;
Ayo Kita Dukung Berasama Danantara!#Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/nUdowERsqS,Ayo Kita Dukung Berasama DanantaraDanantara BPIDanantara ManfaatDanantara DukungDanantara,1,1,True;;;
@reaareaa__ Presiden Prabowo bersama Danantara siap bawa perubahan,Presiden Prabowo bersama Danantara siap bawa perubahan,1,1,True;;;
@GenZNusantara Optimis! Dengan BPI Danantara kita siap hadapi tantangan global dengan percaya diri dan daya saing tinggi,Optimis Dengan BPI Danantara kita siap hadapi tantangan global dengan percaya diri dan daya saing tinggi,1,1,True;;;
kasus pertamina buat nutupin danantara kah?,kasus pertamina buat nutupin danantara kah,0,0,True;;;
@OktermanLkmn @prabowo Bancakan di Pertamina sedang disiapkan mengisi Danantara.,Bancakan di Pertamina sedang disiapkan mengisi Danantara,0,0,True;;;
@AAlderone Curiga isu murtad ini pengalihan isu oplos Pertamina atau mungkin danantara yg diisi orang² Nepo,Curiga isu murtad ini pengalihan isu oplos Pertamina atau mungkin danantara yg diisi orang Nepo,0,0,True;;;
@igotccu @ananotyou @tanyakanrl Yg ditakutkan masyarakat adalah pengelolaan Danantara tidak bisa diaudit atau disalahkan pengelolanya tanpa persetujuan DPR tau kan DPR kita? Susunan pengelola Danantara itu mengerikan ingat kasus Asabri dan Jiwasraya? Ingat bank itu Inves pakai tabungan kita sekecil apapun,Yg ditakutkan masyarakat adalah pengelolaan Danantara tidak bisa diaudit atau disalahkan pengelolanya tanpa persetujuan DPR tau kan DPR kita Susunan pengelola Danantara itu mengerikan ingat kasus Asabri dan Jiwasraya Ingat bank itu Inves pakai tabungan kita sekecil apapun,0,0,True;;;
@jorgianaaa Presiden itu yang antek aseng lihat saja danantara,Presiden itu yang antek aseng lihat saja danantara,0,0,True;;;
@raymondchins kita simak drama danantara ini sampai mana,kita simak drama danantara ini sampai mana,0,0,True;;;
@heuristic__ @Arie_Kriting Yokkk...danantara bisa yok promosi ke liga korupsi ,Yokkkdanantara bisa yok promosi ke liga korupsi,0,0,True;;;
@JedTeguh03 Presiden Prabowo emang top selalu kasih dukungan buat Danantara dan generasi muda,Presiden Prabowo emang top selalu kasih dukungan buat Danantara dan generasi muda,1,1,True;;;
Danantara adalah Solusi Strategis &amp; Efisien dalam Optimalisasi BUMN - https://t.co/8mzwmnTlwG https://t.co/QdtefyCEBE,Danantara adalah Solusi Strategis dan Efisien dalam Optimalisasi BUMN,1,1,True;;
@C0BRA3131 Ini cerita drama nutupin Danantara? Atau karena perusahaan keluarga Jokowi ingin gantikan peran PETRA? #JokowiPredatorKorup #JokowiPredatorKorup,Ini cerita drama nutupin Danantara Atau karena perusahaan keluarga Jokowi ingin gantikan peran PETRA JokowiPredatorKorup JokowiPredatorKorup,0,0,True;;;
@dheppylovelly Kalau Danantara jalan dengan transparansi kita solid mendukung,Kalau Danantara jalan dengan transparansi kita solid mendukung,1,1,True;;;
Ray Dalio Diisukan Mundur dari Danantara Ekonom Bocorkan Ada 'Masalah' Serius! https://t.co/kEzLHn6rmB,Ray Dalio Diisukan Mundur dari Danantara Ekonom Bocorkan Ada Masalah Serius,0,0,True;;;
keren Danantara! Bikin investor makin pede sama energi hijau https://t.co/xkTzxtdggO,keren Danantara Bikin investor makin pede sama energi hijau,1,1,True;;;
@faizalassegaf Dengan korupsi 200T/tahun Danantara 7.5 tahun juga ambruk.... habis sampe ampasnya.,Dengan korupsi 200Ttahun Danantara 75 tahun juga ambruk habis sampe ampasnya,0,0,True;;;
@03__nakula Hahah dia ngeblokir gw krn dia g bs menjawab pertanyaan gw ttg wowo yg suka triak2 aseng tp malah masukin aseng eks koruptor ke danantara. Dia emg buzzer tolol bin munafik wkwk,Hahah dia ngeblokir gw krn dia g bs menjawab pertanyaan gw ttg wowo yg suka triak2 aseng tp malah masukin aseng eks koruptor ke danantara Dia emg buzzer tolol bin munafik wkwk,0,0,True;;;
danantara udah bank emas udah last badan penerimaan yok biar lengkap ladangnya,danantara udah bank emas udah last badan penerimaan yok biar lengkap ladangnya,0,0,True;;;
@light_star19 @profesor_saham Atau dia nggak mau tangannya kotor. Sebagai wealth fund no 1 kepercayaan. Kalau Danantara Korup habis nama dia.,Atau dia nggak mau tangannya kotor Sebagai wealth fund no 1 kepercayaan Kalau Danantara Korup habis nama dia,0,0,True;;;
@reaareaa__ Presiden Prabowo selalu tau cara dorong anak bangsa support ke Danantara jadi buktinya,Presiden Prabowo selalu tau cara dorong anak bangsa support ke Danantara jadi buktinya,1,1,True;;;
Bisa Datangkan Investasi dan Transparansi INDEF sebut Danantara Mampu Kelola Aset Negara ke Level Lebih Tinggi https://t.co/wORGwjGxvH,Bisa Datangkan Investasi dan Transparansi INDEF sebut Danantara Mampu Kelola Aset Negara ke Level Lebih Tinggi,1,1,True;;;
