Text,Text Clean,Label,Predicted Label,Correct;;;
@FrediRandi4 Bersama Presiden Prabowo langkah Danantara dan global lewat Joint Fund Rp 67 5 Triliun makin solid untuk masa depan,Bersama Presiden Prabowo langkah Danantara dan global lewat Joint Fund Rp 67 5 Triliun makin solid untuk masa depan,1,1,True;;;
@NenkMonica @erickthohir Kalo BUMN semua udah dipegang gerombolan terus danantara juga.. Next bisa ketebak bakal kek apa,Kalo BUMN semua udah dipegang gerombolan terus danantara juga Next bisa ketebak bakal kek apa,0,0,True;;;
@kegblgnunfaedh Ayooo kita tunjukkan kemampun kita kpd pemerintah bgstt ini. Ayo kita buat danantara hancurr. Kita sbg rakyat tdk dianggap opini tdk didengar dan bahkan 'diusir' dr negara ini. Entah mau jd apa negara ini klo kita tdk nunjukin keberadaan dan power sbg satu as rakyat indo.,Ayooo kita tunjukkan kemampun kita kpd pemerintah bgstt ini Ayo kita buat danantara hancurr Kita sbg rakyat tdk dianggap opini tdk didengar dan bahkan diusir dr negara ini Entah mau jd apa negara ini klo kita tdk nunjukin keberadaan dan power sbg satu as rakyat indo,0,0,True;;;
@madinaarifahh DANANTARA.,DANANTARA,2,2,True;;;
Danantara langkah strategis untuk optimalisasi sumber daya nasional #DukungDanantara https://t.co/aiUKtfwcAl,Danantara langkah strategis untuk optimalisasi sumber daya nasional DukungDanantara,1,1,True;;;
@jijirnyinyir @ARSIPAJA Kok masih ada auditor lah ini kan pinjam meminjam dalam satu entitas perusahaan. Baru minggu ini Danantara/BUMN sudah dicoret Srimulyani dari sumber penerimaan negara,Kok masih ada auditor lah ini kan pinjam meminjam dalam satu entitas perusahaan Baru minggu ini DanantaraBUMN sudah dicoret Srimulyani dari sumber penerimaan negara,2,2,True;;;
@reaareaa__ Pembuktian Presiden Prabowo dukung Danantara itu sinyal positif untuk teknologi lokal,Pembuktian Presiden Prabowo dukung Danantara itu sinyal positif untuk teknologi lokal,1,1,True;;;
@pinkypinkzz23 kata gue tarik bbri mandiri bni secepatnya kawan sblm kasus danantara juga turun mulu kaga naik naik bjir ditunggu setahunan,kata gue tarik bbri mandiri bni secepatnya kawan sblm kasus danantara juga turun mulu kaga naik naik bjir ditunggu setahunan,0,0,True;;;
Jadi apa saja 4 sektor saham yang berpotensi dilirik Danantara? simak selengkapnya di sini: https://t.co/dSJJZKadmF $ANTM $PGEO $GIAA $KAEF,Jadi apa saja 4 sektor saham yang berpotensi dilirik Danantara simak selengkapnya di sini ANTM PGEO GIAA KAEF,2,2,True;;;
@FrediRandi4 Optimisme makin tumbuh di era Presiden Prabowo Joint Fund Rp 67 5 Triliun dari Danantara dan global bikin yakin sama masa depan,Optimisme makin tumbuh di era Presiden Prabowo Joint Fund Rp 67 5 Triliun dari Danantara dan global bikin yakin sama masa depan,1,1,True;;;
@JedTeguh03 Langkah Presiden Prabowo dukung Danantara bikin kita optimis sama potensi anak Indonesia,Langkah Presiden Prabowo dukung Danantara bikin kita optimis sama potensi anak Indonesia,1,1,True;;;
@GenZNusantara Indonesia siap berubah dengan BPI Danantara optimisme jadi elemen growth strong,Indonesia siap berubah dengan BPI Danantara optimisme jadi elemen growth strong,1,1,True;;;
Inna lillaahi wa inna ilaihi roji'un. Dana anggaran Disabilitas DISERAHKAN untuk bancakan di Danantara! @prabowo #JokowiPawangPrabowo #JokowiPawangPrabowo https://t.co/I1mKPAWnk8,Inna lillaahi wa inna ilaihi rojiun Dana anggaran Disabilitas DISERAHKAN untuk bancakan di Danantara JokowiPawangPrabowo JokowiPawangPrabowo,0,0,True;;;
@reaareaa__ Hebat banget lihat Presiden Prabowo konsisten kasih support buat Danantara,Hebat banget lihat Presiden Prabowo konsisten kasih support buat Danantara,1,1,True;;;
Danantara si bayi raksasa https://t.co/KXwSSEkKaC,Danantara si bayi raksasa,2,2,True;;;
@reaareaa__ Presiden Prabowo kasih semangat buat semua tim Danantara sukses terus,Presiden Prabowo kasih semangat buat semua tim Danantara sukses terus,1,1,True;;;
@reaareaa__ Pasti makin maju Danantara kalo ada support penuh dari Presiden Prabowo,Pasti makin maju Danantara kalo ada support penuh dari Presiden Prabowo,1,1,True;;;
@moodtimeline Calon komisari danantara,Calon komisari danantara,2,2,True;;;
Luar biasa! Telkom Indonesia dukung Danantara dengan AI sudah miliki bigbox AI untuk pelanggan #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia #bumn #elevatingyourfuture @kemenBUMN @telkomindonesia https://t.co/s523UDczHo,Luar biasa Telkom Indonesia dukung Danantara dengan AI sudah miliki bigbox AI untuk pelanggan telkomindonesia bigbox ai danantara artificialintelligence tepatsolutifindonesia bumn elevatingyourfuture,1,1,True;;;
@tham878 Anjriiit Penjelasan kek gini dibilang mantap. Bang @NasbiHasan @pco_ri budget buzzer nya dinaikin lah biar gk dungu parah kek gini. MI = trader?? Danantara narik investasi?? AUM besar = kredibel?? KPK cm audit BUMN?? and so on and so forth Buzzer IQ 58 #IndonesiaGelap,Anjriiit Penjelasan kek gini dibilang mantap Bang budget buzzer nya dinaikin lah biar gk dungu parah kek gini MI trader Danantara narik investasi AUM besar kredibel KPK cm audit BUMN and so on and so forth Buzzer IQ 58 IndonesiaGelap,0,0,True;;;
@dailyanakkost @tanyarlfes Next danantara n ikn,Next danantara n ikn,2,2,True;;;
@NenkMonica Kayaknya begitu kenapa baru muncul setelah penguasa sebelumnya di ganti Danantara penuh kontroversi buat meredam tinggal munculkan kasus baru sebab di negri tanpa pengharapan kasusnya banyak tinggal pilih mana yang mau di jadikan kasus viral buat nutup berita viral yang ada,Kayaknya begitu kenapa baru muncul setelah penguasa sebelumnya di ganti Danantara penuh kontroversi buat meredam tinggal munculkan kasus baru sebab di negri tanpa pengharapan kasusnya banyak tinggal pilih mana yang mau di jadikan kasus viral buat nutup berita viral yang ada,0,0,True;;;
@xblba @ricki_karl @profesor_saham Jujur Danantara ini bukan ide yg jelek juga. Cuma ya saya yakin 100% eksekusi nya pasti bermasalah wkwk,Jujur Danantara ini bukan ide yg jelek juga Cuma ya saya yakin 100 eksekusi nya pasti bermasalah wkwk,0,0,True;;;
@GenZNusantara Dengan rencana strategis BPI Danantara bikin kita lebih yakin dengan daya saing di pasar global,Dengan rencana strategis BPI Danantara bikin kita lebih yakin dengan daya saing di pasar global,1,1,True;;;
@GenZNusantara Peluang emas ini dengan BPI Danantara untuk terobos transisi energi yang berkelanjutan,Peluang emas ini dengan BPI Danantara untuk terobos transisi energi yang berkelanjutan,1,1,True;;;
@JhonSitorus_18 Paling enak jadi gw bumn kena masalah yaaa pindah ke pssi pssi banyak masalah yaa tinggal pindah ke danantara wkwkwk dan sekarang bener kannn kacau semuaaaa https://t.co/Q9LYyDywQz,Paling enak jadi gw bumn kena masalah yaaa pindah ke pssi pssi banyak masalah yaa tinggal pindah ke danantara wkwkwk dan sekarang bener kannn kacau semuaaaa,0,0,True;;;
@yudhakhel Covid varian Danantara + oplosan pertamax bang,Covid varian Danantara oplosan pertamax bang,0,0,True;;;
Dengan Danantara investor semakin percaya. https://t.co/hDkDTFe0K4,Dengan Danantara investor semakin percaya,1,1,True;;;
Dorong kemajuan Danantara Telkom Indonesia gunakan AI sebagai salah satu fokus perusahaan #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia #bumn #elevatingyourfuture @kemenBUMN @TelkomIndonesia https://t.co/tQN7KT5zn7,Dorong kemajuan Danantara Telkom Indonesia gunakan AI sebagai salah satu fokus perusahaan telkomindonesia bigbox ai danantara artificialintelligence tepatsolutifindonesia bumn elevatingyourfuture,1,1,True;;;
Danantara menjadi motor penggerak ekonomi digital Indonesia memperkuat pondasi masa depan dengan teknologi yang inklusif dan memberdayakan. Melalui integrasi layanan keuangan dan digitalisasi sektor https://t.co/PcrmddnrSp,Danantara menjadi motor penggerak ekonomi digital Indonesia memperkuat pondasi masa depan dengan teknologi yang inklusif dan memberdayakan Melalui integrasi layanan keuangan dan digitalisasi sektor,1,1,True;;;
@ibamarief @amirk Pak Hashim bilang 2 sektor fokus Danantara untuk mengejar pertumbuhan 8% pada 2026: MBG &amp; Public Housing bisa disebut investasi industri kah? https://t.co/0YtLZ6zV9Z,Pak Hashim bilang 2 sektor fokus Danantara untuk mengejar pertumbuhan 8 pada 2026 MBG dan Public Housing bisa disebut investasi industri kah,2,2,True;;
Asta cita center dan GP ansor dukung Danantara https://t.co/Q9qlBByfb2,Asta cita center dan GP ansor dukung Danantara,1,1,True;;;
@NaufalWafy @worksfess Saya kok pesimis. Dulu larangan rapat di hotel dan rapat cuma boleh makan rebusan kayak cuma gimmick. Uang negara masih banyak. Kalau sekarang udahlah negara dibikin bokek sama proyek ikn si mul eh masih ketambahan si wowo mesti ngumpulin duit buat mbg dan danantara.,Saya kok pesimis Dulu larangan rapat di hotel dan rapat cuma boleh makan rebusan kayak cuma gimmick Uang negara masih banyak Kalau sekarang udahlah negara dibikin bokek sama proyek ikn si mul eh masih ketambahan si wowo mesti ngumpulin duit buat mbg dan danantara,0,0,True;;;
@beppo0412 Mantap danantara lanjutkan,Mantap danantara lanjutkan,1,1,True;;;
Dewan penasihat danantara mundur tuh ga heran sama sekali. Udah jadi rahasia umum orang tua kolot di pemerintahan ini gimana misal ditemuin sama orang berprinsip. What do we expect though?,Dewan penasihat danantara mundur tuh ga heran sama sekali Udah jadi rahasia umum orang tua kolot di pemerintahan ini gimana misal ditemuin sama orang berprinsip What do we expect though,0,0,True;;;
@kompascom RON 88 kualitas di bawah pertaLITE dibranding Pertamax Ya Kocak Danantara saya pastikan korupsinya lebih bombastis,RON 88 kualitas di bawah pertaLITE dibranding Pertamax Ya Kocak Danantara saya pastikan korupsinya lebih bombastis,0,0,True;;;
@Anak__Ogi Hati hati danantara bisa berakhir seperti ini...,Hati hati danantara bisa berakhir seperti ini,0,0,True;;;
@rosapollock @dirrextur Gak cocok ya Ros?,Gak cocok ya Ros,0,0,True;;;
Prabowo Teken Keppres Pengangkatan Dewan Danantara https://t.co/Q5NdSaIwjV,Prabowo Teken Keppres Pengangkatan Dewan Danantara,2,2,True;;;
bubarin danantara sama stop mbg dlu baru dimaapin,bubarin danantara sama stop mbg dlu baru dimaapin,0,0,True;;;
@FrediRandi4 Joint Fund Danantara dari Presiden Prabowo jadi bukti nyata bahwa harapan itu bisa diwujudkan,Joint Fund Danantara dari Presiden Prabowo jadi bukti nyata bahwa harapan itu bisa diwujudkan,1,1,True;;;
Fantastis! Harta Menteri Investasi Yang Juga CEO Danantara Rosan Roeslani Tembus Rp. 860 Miliar https://t.co/0sQINpvWDI,Fantastis Harta Menteri Investasi Yang Juga CEO Danantara Rosan Roeslani Tembus Rp 860 Miliar,2,2,True;;;
Penjajahan lewat regulasi tepatnya untuk mencarikan pekerjaan kaum elit oligarki dan komplotan perampok. Bukan hanya uang kehormatan dan moral jg dirampas. Mereka merancang regulasi menikmati hasilnya mengotori dan minta dihormati layaknya berhala. Selamat datang danantara! https://t.co/sMRDehBBLl,Penjajahan lewat regulasi tepatnya untuk mencarikan pekerjaan kaum elit oligarki dan komplotan perampok Bukan hanya uang kehormatan dan moral jg dirampas Mereka merancang regulasi menikmati hasilnya mengotori dan minta dihormati layaknya berhala Selamat datang danantara,0,0,True;;;
@dailydoseofd6 @worksfess opini jelek dikira orang2 yg cari kerja tuh ga berusaha? ga berdoa?? kebijakan2 pemerintah lo yg ngawur itu (efisiensi mbg danantara seremonial ga penting dll) tuh ngasih domino effect yg besar loh sm lapangan kerja,opini jelek dikira orang2 yg cari kerja tuh ga berusaha ga berdoa kebijakan2 pemerintah lo yg ngawur itu efisiensi mbg danantara seremonial ga penting dll tuh ngasih domino effect yg besar loh sm lapangan kerja,0,0,True;;;
Sentimen positif Danantara membuat IHSG melonjak pasar modal menjadi optimis #DanantaraIndonesiaMaju #DanantaraUntukIndonesia #IndonesiaDanantaraMandiri #danantara #bpidanantara #ekonomi #masyarakatsejahtera #indonesiagelap #indonesia https://t.co/Efj6PnRmHn,Sentimen positif Danantara membuat IHSG melonjak pasar modal menjadi optimis DanantaraIndonesiaMaju DanantaraUntukIndonesia IndonesiaDanantaraMandiri danantara bpidanantara ekonomi masyarakatsejahtera indonesiagelap indonesia,1,1,True;;;
Dengan Danantara BUMN menjadi lebih efisien dalam pengelolaan aset dan mengundang banyak investasi masuk akhirnya rakyat sejahtera karena banyak lapangan pekerjaan akan terbentuk. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/LDxx0uKm6J,Dengan Danantara BUMN menjadi lebih efisien dalam pengelolaan aset dan mengundang banyak investasi masuk akhirnya rakyat sejahtera karena banyak lapangan pekerjaan akan terbentuk BPIDanantara PembangunanNasional SektorStrategis,1,1,True;;;
Danantara mengoptimalkan pengelolaan aset negara https://t.co/GGhyGbU04i,Danantara mengoptimalkan pengelolaan aset negara,1,1,True;;;
Telkom Indonesia berikan dukungan untuk Danantaradengan penggunaan teknologi AI #telkomindonesia #bigbox #ai #danantara #artificialintelligence #tepatsolutifindonesia #bumn #elevatingyourfuture @kemenBUMN @TelkomIndonesia https://t.co/1X761wKVWC,Telkom Indonesia berikan dukungan untuk Danantaradengan penggunaan teknologi AI telkomindonesia bigbox ai danantara artificialintelligence tepatsolutifindonesia bumn elevatingyourfuture,1,1,True;;;
@Robe1807 Sebenernya sebelum jadi danantara Uda bagus cuma kurang di up Ama digedein aja sekarang mah ordal semua dirut2nya kalo mau gaet orang luar ya harus independen,Sebenernya sebelum jadi danantara Uda bagus cuma kurang di up Ama digedein aja sekarang mah ordal semua dirut2nya kalo mau gaet orang luar ya harus independen,0,0,True;;;
@CutSarina5 Efek dividen BUMN masuk Danantara gak ke APBN lagi. Rakyatnya diperas buat pemasukan APBN nikmatilah pilihan lu pada ok gas ok gas ,Efek dividen BUMN masuk Danantara gak ke APBN lagi Rakyatnya diperas buat pemasukan APBN nikmatilah pilihan lu pada ok gas ok gas,0,0,True;;;
@JedTeguh03 Langkah Presiden Prabowo support Danantara bukti pemerintah serius bangkitkan startup,Langkah Presiden Prabowo support Danantara bukti pemerintah serius bangkitkan startup,1,1,True;;;
@reaareaa__ Dukungan Presiden Prabowo memang ngasih motivasi buat Danantara buat tetap berkarya,Dukungan Presiden Prabowo memang ngasih motivasi buat Danantara buat tetap berkarya,1,1,True;;;
Danantara Buka Pintu Investasi asing Untuk Energi Terbarukan https://t.co/nqjMV3Hsvo,Danantara Buka Pintu Investasi asing Untuk Energi Terbarukan,1,1,True;;;
pagar laut kena rayap melon abis digigit tikus danantara terbang bersayap bensin dioplos manusia rakus #indonesiaginiamat,pagar laut kena rayap melon abis digigit tikus danantara terbang bersayap bensin dioplos manusia rakus indonesiaginiamat,0,0,True;;;
Danantara Ikut Tren Dunia: Alokasikan Kekayaan Negara Biar Insfratrusktur Makin Kinclong! https://t.co/N1ri6JjRhm,Danantara Ikut Tren Dunia Alokasikan Kekayaan Negara Biar Insfratrusktur Makin Kinclong,1,1,True;;;
 Pertumbuhan stabil Investasi meningkat Industri bergerak Indonesia terus melaju ke depan! #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/numbC4A9vJ,Pertumbuhan stabil Investasi meningkat Industri bergerak Indonesia terus melaju ke depan Danantara KerjaSamaDanantara InvestasiDanantara DukungDanantara,1,1,True;;;
Trump BI Hingga Danantara Beri Kabar Gembira IHSG-Rupiah Menguat? https://t.co/q3w1pyslIv,Trump BI Hingga Danantara Beri Kabar Gembira IHSGRupiah Menguat,1,1,True;;;
@KangManto123 Pikiran suudzon saya: dia tahu arah Danantara ini ke mana dia udah kaya jadi gak butuh cepretan uang daripada nantinya bakal terseret kasus besar baiknya mundur dari awal ketimbang terjebak di dalam lingkaran mafia.,Pikiran suudzon saya dia tahu arah Danantara ini ke mana dia udah kaya jadi gak butuh cepretan uang daripada nantinya bakal terseret kasus besar baiknya mundur dari awal ketimbang terjebak di dalam lingkaran mafia,0,0,True;;;
@jackjackparrr Bersama danantara kita bisa menciptakan peluang yang lebih besar bagi setiap individu tanpa terkecuali. Gas yok berpartisipasi dalam perubahan ini. #Danantara #EkonomiKuat #PertumbuhanEkonomi https://t.co/8rEV6Frlnq,Bersama danantara kita bisa menciptakan peluang yang lebih besar bagi setiap individu tanpa terkecuali Gas yok berpartisipasi dalam perubahan ini Danantara EkonomiKuat PertumbuhanEkonomi,1,1,True;;;
Menteri Maruarar Sirait Harap Danantara Dukung Pembiayaan Program 3 Juta Rumah https://t.co/rUZENWqGXQ,Menteri Maruarar Sirait Harap Danantara Dukung Pembiayaan Program 3 Juta Rumah,1,1,True;;;
@oxeasy1000 @matchiattofrap @hudialfarich_ Ramah buat maling ma penjahat... Contohnya yg jadi pengawas danantara ,Ramah buat maling ma penjahat Contohnya yg jadi pengawas danantara,0,0,True;;;
@novearthe Abis ngobrol sama paksu hampir 80% pejabat direksi sebuah bumn telekomunikasi out setelah RUPS dan setelah bumn ini masuk danantara. Antara udh tau bakal ga beres atau dpt pressure target gak ngotak wkwkwk,Abis ngobrol sama paksu hampir 80 pejabat direksi sebuah bumn telekomunikasi out setelah RUPS dan setelah bumn ini masuk danantara Antara udh tau bakal ga beres atau dpt pressure target gak ngotak wkwkwk,0,0,True;;;
@GenZNusantara BPI Danantara di show time! Designing masa depan ekonomi sustainable dan competitive,BPI Danantara di show time Designing masa depan ekonomi sustainable dan competitive,1,1,True;;;
Pembentukan Danantara bukan hanya soal pengelolaan dana tapi juga tentang merancang masa depan Indonesia yang lebih maju. Ini adalah kesempatan untuk memperkuat ekonomi melalui investasi strategis dan sinergi antar sektor. #Danantara #EkonomiMaju #InvestasiStrategis https://t.co/gATIfqCD6Q,Pembentukan Danantara bukan hanya soal pengelolaan dana tapi juga tentang merancang masa depan Indonesia yang lebih maju Ini adalah kesempatan untuk memperkuat ekonomi melalui investasi strategis dan sinergi antar sektor Danantara EkonomiMaju InvestasiStrategis,1,1,True;;;
@rgoestama Hidup Danantara &amp; MBG Hidup Jokowi,Hidup Danantara dan MBG Hidup Jokowi,1,1,True;;
@tang__kira setujuu kelola aja oleh danantara tapi rakyatnya biar beralih ke pom lain wkwk,setujuu kelola aja oleh danantara tapi rakyatnya biar beralih ke pom lain wkwk,0,0,True;;;
@coinvestasi Rumor Dalio batal gabung Danantara jadi panas karena reputasinya sebagai magnet validasi di dunia investasi market selalu FOMO lihat nama besar dilempar ke proyek baru apalagi di tengah ekonomi global yang serba spekulatif. Dampaknya publik gampang terpicu euforia atau malah,Rumor Dalio batal gabung Danantara jadi panas karena reputasinya sebagai magnet validasi di dunia investasi market selalu FOMO lihat nama besar dilempar ke proyek baru apalagi di tengah ekonomi global yang serba spekulatif Dampaknya publik gampang terpicu euforia atau malah,2,2,True;;;
Asbun banget hidup dari investment gimana? Coba Min bantu edukasi jelaskan apa hubungan Danantara sama IHSG? I ll wait.,Asbun banget hidup dari investment gimana Coba Min bantu edukasi jelaskan apa hubungan Danantara sama IHSG I ll wait,2,2,True;;;
@JedTeguh03 Dengan support Pak Prabowo Danantara makin pede nembus pasar global keren banget,Dengan support Pak Prabowo Danantara makin pede nembus pasar global keren banget,1,1,True;;;
@adysufardyrifai @satriohendri Efisiensi jika dialokasikan ke makan bergizi yg gak ada gizinya. Sama saja bohong. Terlebih sisanya buat modal Danantara yg mendapat respon buruk dari pasar lebih bodoh lagi. Terserah mau efisiensi apapun asal buat sektor lebih penting. Seperti pembangunan sekolah dan faskes,Efisiensi jika dialokasikan ke makan bergizi yg gak ada gizinya Sama saja bohong Terlebih sisanya buat modal Danantara yg mendapat respon buruk dari pasar lebih bodoh lagi Terserah mau efisiensi apapun asal buat sektor lebih penting Seperti pembangunan sekolah dan faskes,0,0,True;;;
Melalui investasi yang terarah dan birokrasi yang efisien Danantara membuka peluang bagi kemajuan ekonomi nasional yang inklusif dan berkelanjutan. #InvestasiStrategis #EkonomiTumbuh #IndonesiaMaju https://t.co/lWCdrJ3sgR,Melalui investasi yang terarah dan birokrasi yang efisien Danantara membuka peluang bagi kemajuan ekonomi nasional yang inklusif dan berkelanjutan InvestasiStrategis EkonomiTumbuh IndonesiaMaju,1,1,True;;;
@dheppylovelly Danantara mengedepankan transparansi. Yuk kita semua support buat Indonesia yang lebih baik! ,Danantara mengedepankan transparansi Yuk kita semua support buat Indonesia yang lebih baik,1,1,True;;;
@dheppylovelly Dengan integritas dan transparansi Danantara pasti jadi juara. Dukung terus!,Dengan integritas dan transparansi Danantara pasti jadi juara Dukung terus,1,1,True;;;
@ferizandra danantara isinya asing noh wo,danantara isinya asing noh wo,0,0,True;;;
@GenZNusantara Transformasi ekonomi bersama BPI Danantara optimisme baru untuk Indonesia,Transformasi ekonomi bersama BPI Danantara optimisme baru untuk Indonesia,1,1,True;;;
@JedTeguh03 Danantara jadi karya bangsa yang makin hebat karena support Presiden Prabowo,Danantara jadi karya bangsa yang makin hebat karena support Presiden Prabowo,1,1,True;;;
Danantara jadi katalis investasi! Presiden Prabowo tekankan pentingnya profesionalisme &amp; transparansi dalam pengelolaannya. #berita #presidenprabowo #danantara #investasi #tepatsolutifindonesia #updatenews #beritaviral #beritaterkini https://t.co/GeeOTGODXa,Danantara jadi katalis investasi Presiden Prabowo tekankan pentingnya profesionalisme dan transparansi dalam pengelolaannya berita presidenprabowo danantara investasi tepatsolutifindonesia updatenews beritaviral beritaterkini,1,1,True;;
@JedTeguh03 Dukungan penuh dari Presiden Prabowo untuk Danantara bikin percaya diri makin gede,Dukungan penuh dari Presiden Prabowo untuk Danantara bikin percaya diri makin gede,1,1,True;;;
@Ary_PrasKe2 @__AnakKolong @GunRomli @PaltiWest2024 @GM_Warrios @King_PWS_ @Y_Radianto @yosudarman Presiden Prabowo Luncurkan Danantara Kuasai 99% Saham BUMN - [ Zona Bis... https://t.co/WWnERsmoQD lewat @YouTube,Presiden Prabowo Luncurkan Danantara Kuasai 99 Saham BUMN Zona Bis lewat,2,2,True;;;
Ayo dukung Danantara sebagai kekuatan baru yang membawa perubahan positif untuk Indonesia! #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/kMepTHpoyl,Ayo dukung Danantara sebagai kekuatan baru yang membawa perubahan positif untuk Indonesia Danantara BPIDanantara ManfaatDanantara DukungDanantara,1,1,True;;;
@JedTeguh03 Setiap langkah Danantara selalu ada dukungan tulus dari Presiden Prabowo,Setiap langkah Danantara selalu ada dukungan tulus dari Presiden Prabowo,1,1,True;;;
DANANTARA DANA SEMENTARA SEBELON DIKORUPSI,DANANTARA DANA SEMENTARA SEBELON DIKORUPSI,0,0,True;;;
Kerja sama yang apik nih #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/P9TJn6II8D,Kerja sama yang apik nih Danantara KerjaSamaDanantara InvestasiDanantara DukungDanantara,1,1,True;;;
Curiga munculnya berita pertamax oplos ini buat ngalihin kasus danantara . Biar publik ga banyak yg narik duitnya dari bank bumn,Curiga munculnya berita pertamax oplos ini buat ngalihin kasus danantara Biar publik ga banyak yg narik duitnya dari bank bumn,0,0,True;;;
@Lilbeea ngeliat danantara lauching,ngeliat danantara lauching,2,2,True;;;
kasus pertamina buat nutupin danantara kah?,kasus pertamina buat nutupin danantara kah,0,0,True;;;
Danantara bukan sekadar lembaga tapi fondasi ekonomi masa depan #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/6XdscwBejy,Danantara bukan sekadar lembaga tapi fondasi ekonomi masa depan Danantara KerjaSamaDanantara InvestasiDanantara DukungDanantara,1,1,True;;;
@JedTeguh03 Dukungan Pak Prabowo ke Danantara bikin kita makin semangat buat inovasi di negeri sendiri,Dukungan Pak Prabowo ke Danantara bikin kita makin semangat buat inovasi di negeri sendiri,1,1,True;;;
@MrOngDedy Bisa lewat danantara,Bisa lewat danantara,2,2,True;;;
Danantara meningkatkan pertumbuhan ekonomi Indonesia. https://t.co/2UT1ri0Sei,Danantara meningkatkan pertumbuhan ekonomi Indonesia,1,1,True;;;
Dukungan global untuk danantara https://t.co/shdMjyrPFM,Dukungan global untuk danantara,1,1,True;;;
Seluruh BUMN Gabung Danantara Akhir Maret 2025 https://t.co/itNvFoKYTr via @InvestorID,Seluruh BUMN Gabung Danantara Akhir Maret 2025 via,2,2,True;;;
Uang danantara itu jgn2 dipakai utk ikn dan psn ...hikhiik maaf saya curigesyen only...bukan nuduh ye. https://t.co/K8op9Vvw2F,Uang danantara itu jgn2 dipakai utk ikn dan psn hikhiik maaf saya curigesyen onlybukan nuduh ye,0,0,True;;;
@blue_berets7 Lo ga liat danantara isinya ada asenk juga?,Lo ga liat danantara isinya ada asenk juga,0,0,True;;;
@JedTeguh03 Karya Danantara makin dikenal berkat dukungan Presiden Prabowo,Karya Danantara makin dikenal berkat dukungan Presiden Prabowo,1,1,True;;;
@GenZNusantara Indonesia di jalur transformasi dengan langkah inovatif BPI Danantara,Indonesia di jalur transformasi dengan langkah inovatif BPI Danantara,1,1,True;;;
@FrediRandi4 Presiden Prabowo tunjukin kepemimpinan positif Danantara sukses wujudkan kolaborasi global,Presiden Prabowo tunjukin kepemimpinan positif Danantara sukses wujudkan kolaborasi global,1,1,True;;;
Investasi di Danantara adalah investasi untuk kemajuan bangsa. Mari bersama-sama mendukung upaya pemerintah untuk mencapainya https://t.co/cdB77odQSH,Investasi di Danantara adalah investasi untuk kemajuan bangsa Mari bersamasama mendukung upaya pemerintah untuk mencapainya,1,1,True;;;
@dheppylovelly Kalau Danantara jalan dengan transparansi kita solid mendukung,Kalau Danantara jalan dengan transparansi kita solid mendukung,1,1,True;;;
BREAKING NEWS! Peluang IHSG Saham Γåù∩╕Å Dari 3 Good News. #ctasaham #saham #trending #breakingnews #iDX #Federalcourt #tarifimpor #Trump #Tradewar #Danantara #rRayDalio #SWF #Inflow #IHSG #yuknabungsaham #yuktradingsaham #trading #investor #trader #CNBCindonesia #kompasews https://t.co/CrwTo7BQ7u,BREAKING NEWS Peluang IHSG Saham Dari 3 Good News ctasaham saham trending breakingnews iDX Federalcourt tarifimpor Trump Tradewar Danantara rRayDalio SWF Inflow IHSG yuknabungsaham yuktradingsaham trading investor trader CNBCindonesia kompasews,2,2,True;;;
Danantara berperan penting dalam mempercepat dan mengakselerasi realisasi investasi melalui berbagai mekanisme yang inovatif guna mendukung pembangunan ekonomi yang inklusif dan berdaya saing. #DanantaraUntukBangsa #BangkitBersamaDanantara #DanantaraBangunNegeri https://t.co/9xamVe3tFI,Danantara berperan penting dalam mempercepat dan mengakselerasi realisasi investasi melalui berbagai mekanisme yang inovatif guna mendukung pembangunan ekonomi yang inklusif dan berdaya saing DanantaraUntukBangsa BangkitBersamaDanantara DanantaraBangunNegeri,1,1,True;;;
@JedTeguh03 Bangga liat Presiden Prabowo peduli inovasi anak bangsa kayak Danantara,Bangga liat Presiden Prabowo peduli inovasi anak bangsa kayak Danantara,1,1,True;;;
@VIVAcoid gue kirain dgn asset sebesar itu Danantara bisa menghasilkan duit untuk negara ee..eeehh...ehhhh ternyata setiap tahun justru negara harus subsidi danantara us$ 20 Milyar ! lawak !,gue kirain dgn asset sebesar itu Danantara bisa menghasilkan duit untuk negara eeeeehhehhhh ternyata setiap tahun justru negara harus subsidi danantara us 20 Milyar lawak,0,0,True;;;
Aku ngasih line up petinggi Danantara ayahku: https://t.co/VH7r4L9y0k,Aku ngasih line up petinggi Danantara ayahku,2,2,True;;;
BPI Danantara dapat mendorong investasi di berbagai sektor termasuk hilirisasi industri #Prabowo #Danantara #DanantaraPorosInvestasi https://t.co/6Pp95qjP25,BPI Danantara dapat mendorong investasi di berbagai sektor termasuk hilirisasi industri Prabowo Danantara DanantaraPorosInvestasi,1,1,True;;;
