Text,Text Clean,Label,Predicted Label,Correct
Justru malah jd bagian Danantara .. ga bikin bonafide malah jd beban/liability,Justru malah jd bagian Danantara ga bikin bonafide malah jd bebanliability,0,0,True
@reaareaa__ Dukungan Presiden Prabowo ke Danantara bikin kita semua bangga dan termotivasi,Dukungan Presiden Prabowo ke Danantara bikin kita semua bangga dan termotivasi,1,1,True
Penunjukan Burhanuddin Abdullah sebagai Ketua Tim Pakar di BPI Danantara menuai kritik karena rekam jejak kasus korupsinya. Noel Sritex Jawa Gibran https://t.co/l1uPmvuhhf,Penunjukan Burhanuddin Abdullah sebagai Ketua Tim Pakar di BPI Danantara menuai kritik karena rekam jejak kasus korupsinya Noel Sritex Jawa Gibran,0,0,True
Penyelenggaraan Danantara bukan sekadar administratif tapi strategi ekonomi jangka panjang. #StrategiEkonomiBaru https://t.co/SjLVE7hCHI,Penyelenggaraan Danantara bukan sekadar administratif tapi strategi ekonomi jangka panjang StrategiEkonomiBaru,1,1,True
Dari kasus korupsi Pertamina ini mencerminkan ada ancaman lebih besar mengintai dari pengelolaan aset raksasa di bawah BPI Danantara. https://t.co/qwaxnuKc89,Dari kasus korupsi Pertamina ini mencerminkan ada ancaman lebih besar mengintai dari pengelolaan aset raksasa di bawah BPI Danantara,0,0,True
@GenZNusantara Ternyata IHSG berhasil bikin investor tambah yakin. Kejelasan Danantara dan hasil RUPST Himbara positif banget buat pasar,Ternyata IHSG berhasil bikin investor tambah yakin Kejelasan Danantara dan hasil RUPST Himbara positif banget buat pasar,1,1,True
Abis baca tentang danantara ngeri juga ngelola uang tapi kl kenapa napa gamau disalahin ketua koruptor gabisa diawasi. Gila,Abis baca tentang danantara ngeri juga ngelola uang tapi kl kenapa napa gamau disalahin ketua koruptor gabisa diawasi Gila,0,0,True
INDONESIA BERSIAP JADI NEGARA MAJU DENGAN DANANTARA https://t.co/8vbPX1jj5O,INDONESIA BERSIAP JADI NEGARA MAJU DENGAN DANANTARA,1,1,True
Rosan Yakini Saham-saham BUMN di Bawah Danantara Bakal Naik https://t.co/iiD2Ty4nK0,Rosan Yakini Sahamsaham BUMN di Bawah Danantara Bakal Naik,1,1,True
ini serius apa cuma mau nutupin danantara si???,ini serius apa cuma mau nutupin danantara si,0,0,True
mulai melempem dng menghibur diri klo Prabowo sdh tak sejalan dng Mulyono. Faktany : 1. Pemilik pgar laut diundang ke istana. 2. Mulyono masuk danantara. 3. UU TNI usulan mulyono di perjuangkan prabowo. 4. Kedepan msh ada jamuan makan prabowo &amp; mulyono. Sad,mulai melempem dng menghibur diri klo Prabowo sdh tak sejalan dng Mulyono Faktany 1 Pemilik pgar laut diundang ke istana 2 Mulyono masuk danantara 3 UU TNI usulan mulyono di perjuangkan prabowo 4 Kedepan msh ada jamuan makan prabowo dan mulyono Sad,0,0,True
jgn bilang muncul di otak ndut mo nyuntik danantara pake duit zakat,jgn bilang muncul di otak ndut mo nyuntik danantara pake duit zakat,0,0,True
Danantara menjadi contoh berinvestasi pada aset demi masa depan bangsa #BPIDanantara https://t.co/u4MMDmblQw,Danantara menjadi contoh berinvestasi pada aset demi masa depan bangsa BPIDanantara,1,1,True
@PartaiSocmed Pantesan pak botak sehabis menghadap bilang mau bikin PARTAI SUPER Oh jadi danantara itu kah????? Persiapan 5 dan 10 tahun yg akan datang kah????? oplosan,Pantesan pak botak sehabis menghadap bilang mau bikin PARTAI SUPER Oh jadi danantara itu kah Persiapan 5 dan 10 tahun yg akan datang kah oplosan,0,0,True
@Ary_PrasKe2 @Anak__Ogi @AntoniusCDN @becak50 @ch_chotimah2 @jhonsitorus_19 @kenhans03 @newIding30 @NgkongRoses @PakKarti @S4N_W1B1 Apa sih bedanya PMN dengan dana dari Danantara keduanya berasal dari duit rakyat selalu saja modusnya ngakali rakyat hanya beda jalur saja,Apa sih bedanya PMN dengan dana dari Danantara keduanya berasal dari duit rakyat selalu saja modusnya ngakali rakyat hanya beda jalur saja,0,0,True
@Mdy_Asmara1701 Mau ikut liga korupsi indonesia nih bareng danantara...menyala negerikuuuuhhh..,Mau ikut liga korupsi indonesia nih bareng danantaramenyala negerikuuuuhhh,0,0,True
@GenZNusantara Dengan IHSG naik seluruh pasar tergerak! Bimbingan Danantara dan langkah positif Himbara buat cerah,Dengan IHSG naik seluruh pasar tergerak Bimbingan Danantara dan langkah positif Himbara buat cerah,1,1,True
@Simemaki Begini ini klo buzzeRp bayaran sempak robek murah kmu ngerti sop jurnalistik gak kmu paham ilmu investasi gak? Tar klo tau perush investasi soros inject ke Danantara elu bunuh diri mungkin goblog jangan ngajak2 deh belajar dulu ya narasi murahan kok disebar ndasmu,Begini ini klo buzzeRp bayaran sempak robek murah kmu ngerti sop jurnalistik gak kmu paham ilmu investasi gak Tar klo tau perush investasi soros inject ke Danantara elu bunuh diri mungkin goblog jangan ngajak2 deh belajar dulu ya narasi murahan kok disebar ndasmu,0,0,True
Transformasi ekonomi Indonesia dimulai dengan Danantara. Pusat investasi nasional ini adalah kunci untuk membangun fondasi ekonomi yang lebih kokoh di masa depan. #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/gFwn1Y10X3,Transformasi ekonomi Indonesia dimulai dengan Danantara Pusat investasi nasional ini adalah kunci untuk membangun fondasi ekonomi yang lebih kokoh di masa depan Danantara KerjaSamaDanantara InvestasiDanantara DukungDanantara,1,1,True
@Ary_PrasKe2 @Anak__Ogi @AntoniusCDN @becak50 @ch_chotimah2 @jhonsitorus_19 @kenhans03 @newIding30 @NgkongRoses @PakKarti @S4N_W1B1 Danantara akan dijual ke China. Indonesia bukan siapa-siapa. https://t.co/wCUlCEA8Um,Danantara akan dijual ke China Indonesia bukan siapasiapa,0,0,True
@GenZNusantara Berita baik IHSG bikin optimisme investor terbang tinggi. Kejelasan di Danantara dan hasil positif RUPST Himbara jadi booster utamaIHSG bangkit investor makin percaya diri. Semua berkat pengelolaan Danantara yang jelas dan hasil positif dari RUPST Himbara,Berita baik IHSG bikin optimisme investor terbang tinggi Kejelasan di Danantara dan hasil positif RUPST Himbara jadi booster utamaIHSG bangkit investor makin percaya diri Semua berkat pengelolaan Danantara yang jelas dan hasil positif dari RUPST Himbara,1,1,True
Berita korupsi di DANANTARA adalah keniscayaan yang pasti akan kita dengar cepat atau lambat. Sifatnya mutlak: akan terjadi Mark my words!,Berita korupsi di DANANTARA adalah keniscayaan yang pasti akan kita dengar cepat atau lambat Sifatnya mutlak akan terjadi Mark my words,0,0,True
ini jadi puasa gak sih? kok vibes ramadhan tergantikan oleh konflik danantara sama pertamina,ini jadi puasa gak sih kok vibes ramadhan tergantikan oleh konflik danantara sama pertamina,0,0,True
Danantara masa depan Indonesia https://t.co/b3RNkqHu4B,Danantara masa depan Indonesia,1,1,True
@samuraiblue007 @easter_eggg @ashitherewegoo @engsproject21 @UpdateBolabola anying ini org berasa indo udh negara langganan piala asia peringkat fifa juga bagusan china. woi bola itu bundar. kalah menang wajar. ga ada jaminan menang sat. emg politik lah. lu percaya omongan org yg bumn dia ada skandal mega korupsi doi malah promosi DANANTARA,anying ini org berasa indo udh negara langganan piala asia peringkat fifa juga bagusan china woi bola itu bundar kalah menang wajar ga ada jaminan menang sat emg politik lah lu percaya omongan org yg bumn dia ada skandal mega korupsi doi malah promosi DANANTARA,0,0,True
@GenZNusantara Investor tersenyum saat IHSG meroket. Terima kasih buat Danantara dan hasil RUPST Himbara atas kontribusinya,Investor tersenyum saat IHSG meroket Terima kasih buat Danantara dan hasil RUPST Himbara atas kontribusinya,1,1,True
@nalarto @democrazymedia yee dasar buzzer tolol bego dikasih fakta masih ngeyel teriak asing2 noh penasihat DANANTARA antek asing buron koruptor dan lu cuma dibayar 400perak buat jadi rakyat dongo.,yee dasar buzzer tolol bego dikasih fakta masih ngeyel teriak asing2 noh penasihat DANANTARA antek asing buron koruptor dan lu cuma dibayar 400perak buat jadi rakyat dongo,0,0,True
Perkuat fondasi ekonomi Indonesia melalui Danantara yang inklusif #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/Ob4IuXs9TO,Perkuat fondasi ekonomi Indonesia melalui Danantara yang inklusif Danantara KerjaSamaDanantara InvestasiDanantara DukungDanantara,1,1,True
@LeonPriceleon48 Danantara program yang memperkuat semangat gotong royong! #DanantaraMembangunNegri,Danantara program yang memperkuat semangat gotong royong DanantaraMembangunNegri,1,1,True
Si Ray keluar dari danantara waduh,Si Ray keluar dari danantara waduh,0,0,True
@CNNIndonesia masuk danantara buat riset doang haha,masuk danantara buat riset doang haha,0,0,True
@tempodotco Udah pd trauma kek suka2 kau ajalah kau buat negri ini pak @prabowo Rkyat kritik kabinet gemuk kau jwab Ndasmu Mahasiswa demo brbagai prsoalan kau jwb dengan Danantara dg nepotisme-mu dn sungkemmu ke finalis koruptor yg bhkn dunia internasional mengakuiny.,Udah pd trauma kek suka2 kau ajalah kau buat negri ini pak Rkyat kritik kabinet gemuk kau jwab Ndasmu Mahasiswa demo brbagai prsoalan kau jwb dengan Danantara dg nepotismemu dn sungkemmu ke finalis koruptor yg bhkn dunia internasional mengakuiny,0,0,True
Gass teruss efisiensi masukin semua ke danantara kalo cuan buat mereka2 aja kalo rugi ya wasalam. Yuk terus2in yuk biar ga cuma hotel yg kena,Gass teruss efisiensi masukin semua ke danantara kalo cuan buat mereka2 aja kalo rugi ya wasalam Yuk terus2in yuk biar ga cuma hotel yg kena,0,0,True
Istana kepresidenan: danantara mesin pembangunan indonesia mandiri #danantara #kamis #istanapresiden #prabowo #bank #ekonomi #ekonomiindonesia #beritanasional https://t.co/hA7Ir4jfPI,Istana kepresidenan danantara mesin pembangunan indonesia mandiri danantara kamis istanapresiden prabowo bank ekonomi ekonomiindonesia beritanasional,1,1,True
Pembentukan BPI Danantara merupakan hal positif karena diharapkan dapat mengkapitalisasi kinerja Pertamina ke depan. https://t.co/gVk0bsefK1,Pembentukan BPI Danantara merupakan hal positif karena diharapkan dapat mengkapitalisasi kinerja Pertamina ke depan,1,1,True
@GenZNusantara Dengan IHSG yang menguat investor makin sumringah. Kejelasan dari Danantara dan RUPST Himbara jadi pemicu,Dengan IHSG yang menguat investor makin sumringah Kejelasan dari Danantara dan RUPST Himbara jadi pemicu,1,1,True
Danantara dan Bumerang Proyek Penghiliran Sumber Daya Alam #TempoPlus https://t.co/Vnl5wSS2Wb,Danantara dan Bumerang Proyek Penghiliran Sumber Daya Alam TempoPlus,0,0,True
@V3g3L Awalnya saya optimistis thd DANANTARA karena ada nama *RAY DALIO* tapi kalo isi beliau bener mundur.. Maka ternyata kita memang harus pasang diri utk SIAP LEBOH BERSAING..!!,Awalnya saya optimistis thd DANANTARA karena ada nama RAY DALIO tapi kalo isi beliau bener mundur Maka ternyata kita memang harus pasang diri utk SIAP LEBOH BERSAING,0,0,True
@reaareaa__ Dukungan Presiden Prabowo jadi energi positif untuk terus mengembangkan Danantara,Dukungan Presiden Prabowo jadi energi positif untuk terus mengembangkan Danantara,1,1,True
@JedTeguh03 Dukungan Presiden Prabowo ke Danantara buktiin beliau peduli karya anak bangsa,Dukungan Presiden Prabowo ke Danantara buktiin beliau peduli karya anak bangsa,1,1,True
besok final training &amp; gue bukan stress final malah stress baca berita pertamina danantara kontolodon ini org2 stress,besok final training dan gue bukan stress final malah stress baca berita pertamina danantara kontolodon ini org2 stress,0,0,True
@DS_yantie Danantara lahan basah,Danantara lahan basah,0,0,True
BPI DANANTARA solusi cerdas semoga tidak ada yang alergi dan kemudian coba menghalang-halangi,BPI DANANTARA solusi cerdas semoga tidak ada yang alergi dan kemudian coba menghalanghalangi,1,1,True
bangga banget sama Danantara! Jalan baru ini top abis https://t.co/KII55t5u4j,bangga banget sama Danantara Jalan baru ini top abis,1,1,True
@Dennysiregar7 Saham Bank2 BUMN yang jadi bagian Danantara itu pada nyungsep semua https://t.co/NRMWldcuxV,Saham Bank2 BUMN yang jadi bagian Danantara itu pada nyungsep semua,0,0,True
@JedTeguh03 Dukungan Presiden Prabowo buat Danantara bikin percaya diri dan berkembang terus,Dukungan Presiden Prabowo buat Danantara bikin percaya diri dan berkembang terus,1,1,True
BUAJINGAN TENAN TAK DELOK DELOK TWEET MU Sek di highlight bagian kuwi ne to Mbok sek eling PRESIDEN MU LHO TURUNAN CINO Danantara lho isine turunan cino kabeh,BUAJINGAN TENAN TAK DELOK DELOK TWEET MU Sek di highlight bagian kuwi ne to Mbok sek eling PRESIDEN MU LHO TURUNAN CINO Danantara lho isine turunan cino kabeh,0,0,True
@saentisjamu @pagarkewarasan @tempodotco @prabowo Bro coba cek lagi aturan yang berlaku. Danantara itu entitas yang evaluasinya memang butuh persetujuan DPR dan nggak bisa diperiksa BPK. Kenapa? Karena nggak termasuk dalam lingkup keuangan negara yang diatur dalam UU No. 17 Tahun 2003 tentang Keuangan Negara,Bro coba cek lagi aturan yang berlaku Danantara itu entitas yang evaluasinya memang butuh persetujuan DPR dan nggak bisa diperiksa BPK Kenapa Karena nggak termasuk dalam lingkup keuangan negara yang diatur dalam UU No 17 Tahun 2003 tentang Keuangan Negara,0,0,True
@jondhez Jangan² korupsi Pertamina buat nutupin pagar laut dan danantara?,Jangan korupsi Pertamina buat nutupin pagar laut dan danantara,0,0,True
Hal yg paling bikin gelap adalah Danantara mungkin gak berada di bawah pengawasan langsung lembaga kayak KPK atau BPK sehingga meningkatkan risiko penyalahgunaan wewenang. Analoginya kurang lebih kayak begini https://t.co/ThbqdPBNOS,Hal yg paling bikin gelap adalah Danantara mungkin gak berada di bawah pengawasan langsung lembaga kayak KPK atau BPK sehingga meningkatkan risiko penyalahgunaan wewenang Analoginya kurang lebih kayak begini,0,0,True
@CakKhum kalian kocak kenapa kalian justru nge-tag jurnalis asing ? kalian + Danantara tuh akhirnya sama2 kelihatan bego trus kita suruh percaya kalian ? #bengek #mahasiswabotol #mahasiswakocak #mahasiswakatrok #mahasiswabebek ,kalian kocak kenapa kalian justru ngetag jurnalis asing kalian Danantara tuh akhirnya sama2 kelihatan bego trus kita suruh percaya kalian bengek mahasiswabotol mahasiswakocak mahasiswakatrok mahasiswabebek,0,0,True
Kepedulian netizen atas Danantara ini adalah manusia yg menjabat bentukan holding. Seperti ordal orang2an partai ortip (orang titipan) hingga orang2an sawah yg akan mempengaruhi kinerja. Bhkn manusia ini tidak ada skil hanya window dressing saja. Manusia2 tsb tentu punya misi https://t.co/5iYSrVXunn,Kepedulian netizen atas Danantara ini adalah manusia yg menjabat bentukan holding Seperti ordal orang2an partai ortip orang titipan hingga orang2an sawah yg akan mempengaruhi kinerja Bhkn manusia ini tidak ada skil hanya window dressing saja Manusia2 tsb tentu punya misi,0,0,True
dari Danantara nih solusi cerdas buat kehidupan kita https://t.co/x795HLOxzp,dari Danantara nih solusi cerdas buat kehidupan kita,1,1,True
Dengan pendekatan digital dan transparan Danantara optimalkan potensi aset strategis demi kemajuan Indonesia. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/XCQmeQCzTg,Dengan pendekatan digital dan transparan Danantara optimalkan potensi aset strategis demi kemajuan Indonesia BPIDanantara PembangunanNasional SektorStrategis,1,1,True
keren Danantara! Bikin investor makin pede sama energi hijau https://t.co/xkTzxtdggO,keren Danantara Bikin investor makin pede sama energi hijau,1,1,True
@FrediRandi4 Presiden Prabowo membuktikan inovasi dan kerjasama global seperti Danantara bisa ubah masa depan,Presiden Prabowo membuktikan inovasi dan kerjasama global seperti Danantara bisa ubah masa depan,1,1,True
@kusuma12197 Setelah ini harga saham perusahaan yg masuk danantara akan melesat Indonesia terang bagi yg paham,Setelah ini harga saham perusahaan yg masuk danantara akan melesat Indonesia terang bagi yg paham,1,1,True
@NenkMonica Danantara kan emang perusahaan keluaga pejabat. Ga heran kalo banyak nepotisme,Danantara kan emang perusahaan keluaga pejabat Ga heran kalo banyak nepotisme,0,0,True
@GenZNusantara Rosan pastikan BPI Danantara siap jadi motor penggerak ekonomi nasional,Rosan pastikan BPI Danantara siap jadi motor penggerak ekonomi nasional,1,1,True
@reaareaa__ Dengan dukungan Presiden Prabowo Danantara pasti bisa jadi pelopor di dunia digital Indonesia,Dengan dukungan Presiden Prabowo Danantara pasti bisa jadi pelopor di dunia digital Indonesia,1,1,True
Tenang. Danantara buka loker tuh kayaknya. Coba tanya si wowo ama si planga plongo,Tenang Danantara buka loker tuh kayaknya Coba tanya si wowo ama si planga plongo,0,0,True
Twitter is truly a bubble. Battleground digital sesungguhnya ada di IG Youtube dan Tiktok. Aku personaly dukung Danantara. Kenapa? Karena cita-cita ekonomi Milton Friedman bisa tercapai hahaha. Less public sector more privatization! Tinggal tunggu negative income tax https://t.co/PcZ5GcsRKE,Twitter is truly a bubble Battleground digital sesungguhnya ada di IG Youtube dan Tiktok Aku personaly dukung Danantara Kenapa Karena citacita ekonomi Milton Friedman bisa tercapai hahaha Less public sector more privatization Tinggal tunggu negative income tax,1,1,True
Yuk pengalihan isyu danantara mulai rame. Kayaknya pemerintah udah pegang kartu2 asnya para koruptor. Dikeluarin pas buat nutup isyu lain,Yuk pengalihan isyu danantara mulai rame Kayaknya pemerintah udah pegang kartu2 asnya para koruptor Dikeluarin pas buat nutup isyu lain,0,0,True
@faizalassegaf Kalau demo bersama terjadi...buruh sritex sanken yamaha umkm disekitar pabrik yang mati karena pabrik2 tutup daerah yang kosong brandkas-nya karena effisiensi yg ternyata utk danantara mahasiswa dll..bisa parah nih,Kalau demo bersama terjadiburuh sritex sanken yamaha umkm disekitar pabrik yang mati karena pabrik2 tutup daerah yang kosong brandkasnya karena effisiensi yg ternyata utk danantara mahasiswa dllbisa parah nih,0,0,True
@raymondchins Membuka banyak lapangan pekerjaan untuk warga sipil Membuka lapangan kerja sebesar sebesarnya kepada pendukung 02 wercok kacang ijo dan parpol pendukung Danantara buat Bancakan MBG program semu buat Bancakan HIDUP JOKOWI HIDUP JOKOWI ,Membuka banyak lapangan pekerjaan untuk warga sipil Membuka lapangan kerja sebesar sebesarnya kepada pendukung 02 wercok kacang ijo dan parpol pendukung Danantara buat Bancakan MBG program semu buat Bancakan HIDUP JOKOWI HIDUP JOKOWI,0,0,True
@romoatheist @pertamina @KejaksaanRI @prabowo Jangan salahkan rakyat tak percaya DANANTARA krn dewan pengawas dan penasehatnya ada orang2 yg sama di Pertamina,Jangan salahkan rakyat tak percaya DANANTARA krn dewan pengawas dan penasehatnya ada orang2 yg sama di Pertamina,0,0,True
karena tikus2 nya sudah menguasai danantara https://t.co/G1GIdMmOiw,karena tikus2 nya sudah menguasai danantara,0,0,True
hi slight insider info here garuda rugi karena dirut dan jajaran isinya titipan partai semua seisi flight attendant ngerasain juga dampak utamanya adalah stok makanan/minuman di dalam pesawat dan juga urusan penambahan armada diatur danantara tl;dr most likely dikorupsi ,hi slight insider info here garuda rugi karena dirut dan jajaran isinya titipan partai semua seisi flight attendant ngerasain juga dampak utamanya adalah stok makananminuman di dalam pesawat dan juga urusan penambahan armada diatur danantara tldr most likely dikorupsi,0,0,True
@Mdy_Asmara1701 danantara itu ladang hijau buat koruptor ... Negri ini sudah kotor koruptor sudah tidak tahu malu lagi ...,danantara itu ladang hijau buat koruptor Negri ini sudah kotor koruptor sudah tidak tahu malu lagi,0,0,True
@JedTeguh03 Terima kasih Presiden Prabowo selalu percaya Danantara dan generasi muda,Terima kasih Presiden Prabowo selalu percaya Danantara dan generasi muda,1,1,True
@GenZNusantara Prabowo dan Rosan satukan energi positif ke BPI Danantara,Prabowo dan Rosan satukan energi positif ke BPI Danantara,1,1,True
@JhonSitorus_18 Lha gimana gak pesimis tentang danantara ini... Lha isinya maling semua... Apa emang sengaja bikin danantara supaya bisa dibikin bancakan??,Lha gimana gak pesimis tentang danantara ini Lha isinya maling semua Apa emang sengaja bikin danantara supaya bisa dibikin bancakan,0,0,True
Ray Dalio mundur... setelah menentang korupsi dan nepotisme di danantara.. Waduuuhhh... https://t.co/zB8OY4ECl8,Ray Dalio mundur setelah menentang korupsi dan nepotisme di danantara Waduuuhhh,0,0,True
@reaareaa__ Presiden Prabowo bener-bener ngasih energi baru buat Danantara dan startup lokal lainnya,Presiden Prabowo benerbener ngasih energi baru buat Danantara dan startup lokal lainnya,1,1,True
Briefingannya knpa kek bodoh bngt gitu. Pemerintah kek anti bngt sama antek2 asing sedangkan program pemerintah kek danantara aja petingginya bnyk orang asing. Apa buzzer gak mikir ya kalau lebih kacau mereka2 yang ada di program itu,Briefingannya knpa kek bodoh bngt gitu Pemerintah kek anti bngt sama antek2 asing sedangkan program pemerintah kek danantara aja petingginya bnyk orang asing Apa buzzer gak mikir ya kalau lebih kacau mereka2 yang ada di program itu,0,0,True
@GenZNusantara Investasi cerdas dan positif dari BPI Danantara buat Indonesia lebih kuat,Investasi cerdas dan positif dari BPI Danantara buat Indonesia lebih kuat,1,1,True
@FrediRandi4 Presiden Prabowo bawa nuansa optimisme lewat Joint Fund Danantara dan global Rp 67 5 Triliun wujud nyata visioner,Presiden Prabowo bawa nuansa optimisme lewat Joint Fund Danantara dan global Rp 67 5 Triliun wujud nyata visioner,1,1,True
Dengan hilirisasi nikel saja &amp; batere listrik kita meraup GDP terkuat di Asia plus kapital sendiri Danantara @itbofficial @ipbofficial @its_campus @Mdy_Asmara1701 @DrEvaChaniago @DokterTifa @marlina_idha @BosPurwa @NenkMonica @jawafess @Netameyca @IrawanRommi @mas_veel @UINSK,Dengan hilirisasi nikel saja dan batere listrik kita meraup GDP terkuat di Asia plus kapital sendiri Danantara,1,1,True
@4justice_100225 Dampak positif Danantara terasa banget luar biasa! #danantarabangunnegeri,Dampak positif Danantara terasa banget luar biasa danantarabangunnegeri,1,1,True
@DMarginale @hansssolo Ngga la semu tergantung koneksi dong... Roslan aja bisa jadi ceo danantara... Kasus korupsi juga kan Kurang hebat apalagi tu di negeri tanpa harapan dan etika ini... Yaa minimal jadi wakil ketua partai kuning bisa laa,Ngga la semu tergantung koneksi dong Roslan aja bisa jadi ceo danantara Kasus korupsi juga kan Kurang hebat apalagi tu di negeri tanpa harapan dan etika ini Yaa minimal jadi wakil ketua partai kuning bisa laa,0,0,True
hapie lagi mulai malah langsung suntik giaa nggo ngopo? makin terlihat cemasnya danantara,hapie lagi mulai malah langsung suntik giaa nggo ngopo makin terlihat cemasnya danantara,0,0,True
@__AnakKolong @prabowo @setkabgoid INVESTOR GAK ADA YG BODOH .. KALAUPUN ADA INVESTOR YG BODOH DI INDONESIA ITU CUMA ADA DI DANANTARA.,INVESTOR GAK ADA YG BODOH KALAUPUN ADA INVESTOR YG BODOH DI INDONESIA ITU CUMA ADA DI DANANTARA,0,0,True
@GenZNusantara IHSG kembali menguat investor optimis! Kejelasan Danantara dan berita positif dari RUPST Himbara jadi pemicu,IHSG kembali menguat investor optimis Kejelasan Danantara dan berita positif dari RUPST Himbara jadi pemicu,1,1,True
@nardie_bonek MBG dijadikan alasan efisiensi bbrp anggaran. Ternyata yg gede nya buat nyimpen d Danantara. Yasudah.. Tau sendiri rezim ini kelanjutan dr yg kemaren.,MBG dijadikan alasan efisiensi bbrp anggaran Ternyata yg gede nya buat nyimpen d Danantara Yasudah Tau sendiri rezim ini kelanjutan dr yg kemaren,0,0,True
@ARSIPAJA 1) Ray Dalio TIDAK MAU DIKAITKAN sbg ADVISOR di Danantara (https://t.co/aq9wyax7h7) 2) MENGAPA? 3) Silakan direnungkan!,1 Ray Dalio TIDAK MAU DIKAITKAN sbg ADVISOR di Danantara 2 MENGAPA 3 Silakan direnungkan,0,0,True
@cutiepiweee @edhosiemr @chamdanmaullana @unmagnetism IKN sama Danantara otw nyusul masih di Liga 2,IKN sama Danantara otw nyusul masih di Liga 2,0,0,True
@reaareaa__ Presiden Prabowo ga pernah setengah-setengah kalo soal dukung Danantara totalitas banget,Presiden Prabowo ga pernah setengahsetengah kalo soal dukung Danantara totalitas banget,1,1,True
@FrediRandi4 Kalau kamu optimis sama masa depan Indonesia itu karena langkah nyata Presiden Prabowo bareng Joint Fund Danantara,Kalau kamu optimis sama masa depan Indonesia itu karena langkah nyata Presiden Prabowo bareng Joint Fund Danantara,1,1,True
bukan pengalihan isu pada kenyaataan nya semua penting danantara pertamax pagarlaut semua penting'penting untuk jadi beban pikiran',bukan pengalihan isu pada kenyaataan nya semua penting danantara pertamax pagarlaut semua pentingpenting untuk jadi beban pikiran,0,0,True
Danantara jalan menuju ekonomi stabil! ï¸ #Danantara #EkonomiKuat #PertumbuhanEkonomi https://t.co/qOQRgJfCdG,Danantara jalan menuju ekonomi stabil Danantara EkonomiKuat PertumbuhanEkonomi,1,1,True
Bayangin rosan dagang danantara ke investor asing dengan omongan kek gitu OMG we're so doomed #IndonesiaGelap,Bayangin rosan dagang danantara ke investor asing dengan omongan kek gitu OMG were so doomed IndonesiaGelap,0,0,True
semangat! Danantara kasih angin segar buat perubahan positif https://t.co/SD6PYzD5TJ,semangat Danantara kasih angin segar buat perubahan positif,1,1,True
Dampak Positif Danantara #Danantara #BPIDanantara #ManfaatDanantara #DukungDanantara https://t.co/2oP5KgzYPV,Dampak Positif Danantara Danantara BPIDanantara ManfaatDanantara DukungDanantara,1,1,True
@bankmandiri menkeu dungu.. @Danantara_ri rakyat aja ng percaya apalgi investor asing..ehh kan bsa tinggal sulap data untungggg byk ngibul kek mulyono @jokowi investor antri kok ng tau malu sih eh urat malu sdh putus yak,menkeu dungu rakyat aja ng percaya apalgi investor asingehh kan bsa tinggal sulap data untungggg byk ngibul kek mulyono investor antri kok ng tau malu sih eh urat malu sdh putus yak,0,0,True
@EdySularno96489 Pdhl dia sendiri masukin WNA asing ke danantara mana eks koruptor pula wkwkw. Sebuah kekonyolan dr seorang wowo,Pdhl dia sendiri masukin WNA asing ke danantara mana eks koruptor pula wkwkw Sebuah kekonyolan dr seorang wowo,0,0,True
mbg kebijakan bpjs kesehatan ppn 12% efisiensi anggaran negara phk massal efisiensi gas LPG danantara korupsi pertamina. ini kalo ada yg ngechat lagi apa? juga gua bales lagi mikirin negara ,mbg kebijakan bpjs kesehatan ppn 12 efisiensi anggaran negara phk massal efisiensi gas LPG danantara korupsi pertamina ini kalo ada yg ngechat lagi apa juga gua bales lagi mikirin negara,0,0,True
@DenmasSojo @prabowo Dengan Danantara anggaran investasi akan semakin efektif dan efisien https://t.co/fdMp5O788K,Dengan Danantara anggaran investasi akan semakin efektif dan efisien,1,1,True
@reaareaa__ Presiden Prabowo selalu hadir buat Danantara bukti komitmen untuk ekosistem lokal,Presiden Prabowo selalu hadir buat Danantara bukti komitmen untuk ekosistem lokal,1,1,True
Woww kasus korupsi pertamina dibuka taun ini karena ada danantara ini toh?! Lahapp aja semuaa itu kadang basahnya,Woww kasus korupsi pertamina dibuka taun ini karena ada danantara ini toh Lahapp aja semuaa itu kadang basahnya,0,0,True
Danantara Belum Sebulan 4 Negara Siap Gelontorkan Investasi Energi Hijau https://t.co/IuKJB6jOvw https://t.co/hYffVzyPJ5,Danantara Belum Sebulan 4 Negara Siap Gelontorkan Investasi Energi Hijau,1,1,True
Entar.... korupsi Danantara buat nutupin kasus lain. Gitu2 aja. Wkwkwk,Entar korupsi Danantara buat nutupin kasus lain Gitu2 aja Wkwkwk,0,0,True
